0 336  2.1725 43.9937   -112896 0
15600 6233  10.5269 25249.5   -3.88503e+07 0
15700 6236  10.5269 25293.7   -3.88877e+07 0
15800 6238  10.5269 25337.7   -3.89126e+07 0
15900 6241  10.8049 25378.2   -3.89501e+07 0
16000 6246  10.8049 25421.1   -3.90125e+07 0
16100 6246  10.8049 25460   -3.90125e+07 0
16200 6250  10.8049 25505.6   -3.90625e+07 0
16300 6252  10.8049 25541.3   -3.90875e+07 0
16400 6253  10.8049 25584.9   -3.91e+07 0
16500 6256  10.8049 25632.8   -3.91375e+07 0
16600 6256  10.8049 25679.3   -3.91375e+07 0
16700 6257  10.8049 25717.2   -3.915e+07 0
16800 6259  10.8049 25760   -3.91751e+07 0
16900 6259  10.8049 25808.8   -3.91751e+07 0
17000 6261  10.8049 25849.5   -3.92001e+07 0
17100 6263  10.8049 25889.9   -3.92252e+07 0
17200 6263  10.8049 25921.4   -3.92252e+07 0
17300 6263  10.8049 25962.7   -3.92252e+07 0
17400 6267  10.8049 26007.1   -3.92753e+07 0
17500 6269  10.8049 26044.3   -3.93004e+07 0
17600 6269  10.8049 26084.7   -3.93004e+07 0
17700 6269  10.8049 26127.1   -3.93004e+07 0
17800 6271  10.835 26174   -3.93254e+07 0
17900 6273  10.835 26210.1   -3.93505e+07 0
18000 6273  10.835 26247.9   -3.93505e+07 0
18100 6276  10.835 26286.1   -3.93882e+07 0
18200 6276  10.835 26326.2   -3.93882e+07 0
18300 6279  11.425 26369.4   -3.94258e+07 0
18400 6279  11.425 26406.8   -3.94258e+07 0
18500 6281  11.425 26441.4   -3.9451e+07 0
18600 6285  11.425 26485.5   -3.95012e+07 0
18700 6286  11.425 26524   -3.95138e+07 0
18800 6289  11.425 26575   -3.95515e+07 0
18900 6290  11.425 26612.2   -3.95641e+07 0
19000 6292  11.425 26658.8   -3.95893e+07 0
19100 6292  11.425 26688.4   -3.95893e+07 0
19200 6293  11.425 26720.8   -3.96018e+07 0
19300 6295  11.425 26755.5   -3.9627e+07 0
19400 6296  11.425 26792.1   -3.96396e+07 0
19500 6298  11.425 26842.8   -3.96648e+07 0
19600 6300  11.425 26878.1   -3.969e+07 0
19700 6301  11.425 26919.5   -3.97026e+07 0
19800 6301  11.425 26958.8   -3.97026e+07 0
19900 6303  11.425 27000.2   -3.97278e+07 0
20000 6303  11.425 27041   -3.97278e+07 0
20100 6303  11.425 27085.8   -3.97278e+07 0
20200 6306  11.425 27128.1   -3.97656e+07 0
20300 6306  11.425 27175.9   -3.97656e+07 0
20400 6309  11.425 27215.5   -3.98035e+07 0
20500 6309  11.425 27246.9   -3.98035e+07 0
20600 6309  11.425 27288.7   -3.98035e+07 0
20700 6310  11.425 27328.8   -3.98161e+07 0
20800 6311  11.425 27363.5   -3.98287e+07 0
20900 6312  11.425 27402.1   -3.98413e+07 0
21000 6313  11.425 27436.1   -3.9854e+07 0
21100 6315  11.4726 27483   -3.98792e+07 0
21200 6315  11.4726 27515.7   -3.98792e+07 0
21300 6317  11.4726 27554.6   -3.99045e+07 0
21400 6319  11.4726 27592.8   -3.99298e+07 0
21500 6319  11.4726 27630.1   -3.99298e+07 0
21600 6319  11.4726 27666.8   -3.99298e+07 0
21700 6319  11.4726 27702.3   -3.99298e+07 0
21800 6319  11.4726 27731.7   -3.99298e+07 0
21900 6321  11.4726 27764.2   -3.9955e+07 0
22000 6322  11.4726 27805.6   -3.99677e+07 0
22100 6323  11.4726 27842   -3.99803e+07 0
22200 6324  11.4726 27877.4   -3.9993e+07 0
22300 6326  11.4726 27905   -4.00183e+07 0
22400 6328  11.4726 27932.6   -4.00436e+07 0
22500 6328  11.4726 27956.3   -4.00436e+07 0
22600 6329  11.4726 27978.6   -4.00562e+07 0
22700 6333  11.4726 28012.4   -4.01069e+07 0
22800 6334  11.4726 28033.1   -4.01196e+07 0
22900 6335  11.4726 28057.1   -4.01322e+07 0
23000 6337  11.4726 28082.3   -4.01576e+07 0
23100 6339  11.4726 28116.6   -4.01829e+07 0
23200 6339  11.4726 28143.2   -4.01829e+07 0
23300 6341  11.4726 28164.1   -4.02083e+07 0
23400 6343  11.4726 28181.3   -4.02336e+07 0
23500 6343  11.4726 28206.1   -4.02336e+07 0
23600 6346  11.4726 28235.1   -4.02717e+07 0
23700 6348  11.4726 28258.8   -4.02971e+07 0
23800 6348  11.4726 28289   -4.02971e+07 0
23900 6349  11.4726 28319.2   -4.03098e+07 0
24000 6352  11.4726 28358.7   -4.03479e+07 0
24100 6353  11.4726 28395.5   -4.03606e+07 0
24200 6355  11.4726 28424.7   -4.0386e+07 0
24300 6357  11.4726 28455.4   -4.04114e+07 0
24400 6357  11.4726 28486.9   -4.04114e+07 0
24500 6357  11.4726 28537.2   -4.04114e+07 0
24600 6357  11.4726 28565.6   -4.04114e+07 0
24700 6358  11.4726 28603.8   -4.04242e+07 0
24800 6358  11.4726 28641.6   -4.04242e+07 0
24900 6359  11.4726 28675.6   -4.04369e+07 0
25000 6359  11.4726 28709.3   -4.04369e+07 0
25100 6359  11.4726 28744.4   -4.04369e+07 0
25200 6360  11.4726 28774   -4.04496e+07 0
25300 6360  11.4726 28827.7   -4.04496e+07 0
25400 6362  11.4726 28859.3   -4.0475e+07 0
25500 6362  11.4726 28893.3   -4.0475e+07 0
25600 6363  11.4726 28928.4   -4.04878e+07 0
25700 6364  11.4726 28963.7   -4.05005e+07 0
25800 6365  11.4726 28996.8   -4.05132e+07 0
25900 6366  11.4726 29038.2   -4.0526e+07 0
26000 6367  11.4726 29072.4   -4.05387e+07 0
26100 6367  11.4726 29112.3   -4.05387e+07 0
26200 6368  11.4726 29149.5   -4.05514e+07 0
26300 6368  11.4726 29193   -4.05514e+07 0
26400 6368  11.4726 29236.8   -4.05514e+07 0
26500 6370  11.4726 29288.6   -4.05769e+07 0
26600 6370  11.4726 29337.7   -4.05769e+07 0
26700 6371  11.4726 29374.2   -4.05896e+07 0
26800 6371  11.4726 29420.1   -4.05896e+07 0
26900 6371  11.4726 29459.9   -4.05896e+07 0
27000 6374  11.4726 29512.9   -4.06279e+07 0
27100 6374  11.4726 29548.7   -4.06279e+07 0
27200 6376  11.4726 29584.9   -4.06534e+07 0
27300 6377  11.4726 29620.3   -4.06661e+07 0
27400 6377  11.4726 29663.7   -4.06661e+07 0
27500 6378  11.4726 29703   -4.06789e+07 0
27600 6378  11.4726 29732.3   -4.06789e+07 0
27700 6378  11.4726 29759.1   -4.06789e+07 0
27800 6378  11.4726 29796.7   -4.06789e+07 0
27900 6378  11.4726 29832.9   -4.06789e+07 0
28000 6380  11.4726 29889   -4.07044e+07 0
28100 6380  11.4726 29911.5   -4.07044e+07 0
28200 6380  11.7837 29942.1   -4.07044e+07 0
28300 6381  11.7837 29978.7   -4.07172e+07 0
28400 6382  11.7837 30008.6   -4.07299e+07 0
28500 6382  11.7837 30047.7   -4.07299e+07 0
28600 6382  11.7837 30079.9   -4.07299e+07 0
28700 6383  11.7837 30115.9   -4.07427e+07 0
28800 6383  11.7837 30149.1   -4.07427e+07 0
28900 6383  11.7837 30182.9   -4.07427e+07 0
29000 6384  11.7837 30219.5   -4.07555e+07 0
29100 6384  11.7837 30242.5   -4.07555e+07 0
29200 6384  11.7837 30270.7   -4.07555e+07 0
29300 6385  11.7837 30310.2   -4.07682e+07 0
29400 6385  11.7837 30344.1   -4.07682e+07 0
29500 6386  11.7837 30376.5   -4.0781e+07 0
29600 6387  11.7837 30420.2   -4.07938e+07 0
29700 6387  11.7837 30450.3   -4.07938e+07 0
29800 6388  11.7837 30490.8   -4.08065e+07 0
29900 6388  11.7837 30508.7   -4.08065e+07 0
30000 6389  11.7837 30538.8   -4.08193e+07 0
30100 6391  11.7837 30567.9   -4.08449e+07 0
30200 6391  11.7837 30603.3   -4.08449e+07 0
30300 6393  11.7837 30636.3   -4.08704e+07 0
30400 6393  11.7837 30667.2   -4.08704e+07 0
30500 6393  11.7837 30692   -4.08704e+07 0
30600 6393  11.7837 30727.1   -4.08704e+07 0
30700 6393  11.7837 30749.5   -4.08704e+07 0
30800 6393  11.7837 30781.7   -4.08704e+07 0
30900 6395  11.7837 30806.6   -4.0896e+07 0
31000 6396  11.7837 30839.1   -4.09088e+07 0
31100 6398  11.7837 30867.2   -4.09344e+07 0
31200 6399  11.7837 30889.3   -4.09472e+07 0
31300 6399  11.7837 30912.1   -4.09472e+07 0
31400 6399  11.7837 30938.9   -4.09472e+07 0
31500 6400  11.7837 30970.3   -4.096e+07 0
31600 6400  11.7837 30988.3   -4.096e+07 0
31700 6401  11.7837 31014.4   -4.09728e+07 0
31800 6402  11.7837 31042.6   -4.09856e+07 0
31900 6402  11.7837 31062.7   -4.09856e+07 0
32000 6402  11.7837 31085.4   -4.09856e+07 0
32100 6402  11.7837 31106.2   -4.09856e+07 0
32200 6403  11.7837 31130.9   -4.09984e+07 0
32300 6403  11.7837 31151.1   -4.09984e+07 0
32400 6403  11.7837 31171.8   -4.09984e+07 0
32500 6403  11.7837 31194.6   -4.09984e+07 0
32600 6403  11.7837 31221.7   -4.09984e+07 0
32700 6403  11.7837 31246.1   -4.09984e+07 0
32800 6404  11.7837 31274.1   -4.10112e+07 0
32900 6404  11.7837 31292.7   -4.10112e+07 0
33000 6405  12.142 31321.7   -4.1024e+07 0
33100 6405  12.142 31348.2   -4.1024e+07 0
33200 6405  12.142 31369.3   -4.1024e+07 0
33300 6405  12.142 31381   -4.1024e+07 0
33400 6405  12.142 31394.6   -4.1024e+07 0
33500 6405  12.142 31410.4   -4.1024e+07 0
33600 6406  12.142 31431.5   -4.10368e+07 0
33700 6406  12.142 31453.2   -4.10368e+07 0
33800 6407  12.142 31473   -4.10496e+07 0
33900 6407  12.142 31489.9   -4.10496e+07 0
34000 6407  12.142 31510.8   -4.10496e+07 0
34100 6407  12.142 31532.3   -4.10496e+07 0
34200 6408  12.142 31552.7   -4.10625e+07 0
34300 6408  12.142 31571.5   -4.10625e+07 0
34400 6409  12.142 31587   -4.10753e+07 0
34500 6410  12.142 31610.6   -4.10881e+07 0
34600 6411  12.142 31630   -4.11009e+07 0
34700 6411  12.142 31651.3   -4.11009e+07 0
34800 6411  12.142 31666.3   -4.11009e+07 0
34900 6411  12.142 31688   -4.11009e+07 0
35000 6411  12.142 31707.2   -4.11009e+07 0
35100 6411  12.142 31720.4   -4.11009e+07 0
35200 6411  12.142 31741.4   -4.11009e+07 0
35300 6411  12.142 31758.1   -4.11009e+07 0
35400 6411  12.142 31775.2   -4.11009e+07 0
35500 6412  12.142 31795.7   -4.11137e+07 0
35600 6412  12.142 31814   -4.11137e+07 0
35700 6412  12.142 31831.5   -4.11137e+07 0
35800 6414  12.142 31848.8   -4.11394e+07 0
35900 6414  12.142 31868.4   -4.11394e+07 0
36000 6414  12.142 31881.9   -4.11394e+07 0
36100 6415  12.142 31902.6   -4.11522e+07 0
36200 6415  12.142 31921.2   -4.11522e+07 0
36300 6415  12.142 31934   -4.11522e+07 0
36400 6415  12.142 31949.8   -4.11522e+07 0
36500 6415  12.142 31969.9   -4.11522e+07 0
36600 6415  12.142 31990.8   -4.11522e+07 0
36700 6415  12.142 32016.3   -4.11522e+07 0
36800 6415  12.142 32032.4   -4.11522e+07 0
36900 6416  12.142 32056.6   -4.11651e+07 0
37000 6416  12.142 32074.1   -4.11651e+07 0
37100 6416  12.142 32097.3   -4.11651e+07 0
37200 6416  12.142 32118.4   -4.11651e+07 0
37300 6416  12.142 32133.5   -4.11651e+07 0
37400 6416  12.142 32148.9   -4.11651e+07 0
37500 6416  12.142 32168.2   -4.11651e+07 0
37600 6416  12.142 32182.7   -4.11651e+07 0
37700 6416  12.142 32201   -4.11651e+07 0
37800 6416  12.142 32218.6   -4.11651e+07 0
37900 6416  12.142 32240.4   -4.11651e+07 0
38000 6416  12.142 32257.6   -4.11651e+07 0
38100 6418  12.142 32277.4   -4.11907e+07 0
38200 6418  12.142 32294.8   -4.11907e+07 0
38300 6418  12.142 32311   -4.11907e+07 0
38400 6418  12.142 32326.1   -4.11907e+07 0
38500 6419  12.142 32339.3   -4.12036e+07 0
38600 6419  12.142 32357.5   -4.12036e+07 0
38700 6419  12.142 32374.6   -4.12036e+07 0
38800 6419  12.142 32394.7   -4.12036e+07 0
38900 6421  12.142 32413.4   -4.12292e+07 0
39000 6422  12.142 32441   -4.12421e+07 0
39100 6422  12.142 32459.5   -4.12421e+07 0
39200 6423  12.142 32480.2   -4.12549e+07 0
39300 6424  12.142 32506.7   -4.12678e+07 0
39400 6424  12.142 32516   -4.12678e+07 0
39500 6424  12.142 32533   -4.12678e+07 0
39600 6424  12.142 32549.9   -4.12678e+07 0
39700 6424  12.142 32564.8   -4.12678e+07 0
39800 6424  12.142 32581.8   -4.12678e+07 0
39900 6424  12.142 32594.6   -4.12678e+07 0
40000 6424  12.142 32616.9   -4.12678e+07 0
