0 70  2.16078 25.4596   -1618 121.501
32600 7353  9.75896 33679.3   -7.61235e+06 178427
32700 7353  9.75896 33696   -7.61235e+06 178427
32800 7354  9.75896 33723.1   -7.61431e+06 178487
32900 7356  9.75896 33741.1   -7.61648e+06 178519
33000 7358  9.75896 33764   -7.6183e+06 178552
33100 7360  9.75896 33781.9   -7.62214e+06 178556
33200 7362  9.75896 33799.2   -7.62512e+06 178624
33300 7364  9.75896 33829.2   -7.62849e+06 178657
33400 7364  9.75896 33843.4   -7.62849e+06 178657
33500 7365  9.75896 33863   -7.62989e+06 178648
33600 7368  9.75896 33888.2   -7.63624e+06 178743
33700 7368  9.75896 33903.1   -7.63624e+06 178743
33800 7368  9.75896 33918.6   -7.63624e+06 178743
33900 7369  9.75896 33943.6   -7.63751e+06 178731
34000 7370  9.75896 33957.1   -7.63924e+06 178738
34100 7371  9.75896 33970.4   -7.64e+06 178757
34200 7372  9.75896 33986.8   -7.64213e+06 178810
34300 7374  9.75896 34004.8   -7.64471e+06 178816
34400 7375  9.75896 34022.2   -7.64585e+06 178829
34500 7376  9.75896 34044.4   -7.64786e+06 178911
34600 7377  9.75896 34069.2   -7.65031e+06 178992
34700 7377  9.75896 34084   -7.65031e+06 178992
34800 7379  9.75896 34106.3   -7.65318e+06 179052
34900 7379  9.75896 34123.3   -7.65318e+06 179052
35000 7379  9.75896 34137   -7.65318e+06 179052
35100 7380  9.81449 34153.7   -7.65429e+06 179069
35200 7382  9.81449 34178.1   -7.65685e+06 179121
35300 7383  9.81449 34189.3   -7.6578e+06 179139
35400 7385  9.81449 34206.8   -7.66018e+06 179157
35500 7386  9.81449 34221.8   -7.66174e+06 179184
35600 7387  9.81449 34239.5   -7.6627e+06 179188
35700 7387  9.91284 34256.2   -7.6627e+06 179188
35800 7390  9.91284 34278   -7.66724e+06 179175
35900 7392  9.91284 34294.2   -7.66969e+06 179201
36000 7392  9.91284 34306.6   -7.66969e+06 179201
36100 7392  9.91284 34326.1   -7.66969e+06 179201
36200 7392  9.91284 34347.4   -7.66969e+06 179201
36300 7394  9.91284 34364.1   -7.67227e+06 179180
36400 7395  9.91284 34380.2   -7.6733e+06 179187
36500 7396  9.91284 34393.1   -7.67458e+06 179208
36600 7397  9.91284 34411.3   -7.67535e+06 179232
36700 7399  9.91284 34425.9   -7.67708e+06 179270
36800 7399  9.91284 34439.8   -7.67708e+06 179270
36900 7402  9.91284 34454   -7.68169e+06 179315
37000 7403  9.91284 34474.1   -7.68376e+06 179356
37100 7403  9.91284 34490.5   -7.68376e+06 179356
37200 7403  9.91284 34505.2   -7.68376e+06 179356
37300 7404  9.91284 34519.9   -7.6855e+06 179367
37400 7404  9.91284 34534   -7.6855e+06 179367
37500 7407  9.91284 34546.6   -7.68927e+06 179509
37600 7409  9.91284 34563.5   -7.69221e+06 179524
37700 7409  9.91284 34585   -7.69221e+06 179524
37800 7410  9.91284 34598.6   -7.69281e+06 179568
37900 7411  9.91284 34612.4   -7.69401e+06 179565
38000 7412  9.91284 34624.1   -7.69498e+06 179571
38100 7412  9.91284 34639.4   -7.69498e+06 179571
38200 7413  9.91284 34656.7   -7.69722e+06 179615
38300 7413  9.91284 34673.4   -7.69722e+06 179615
38400 7414  9.91284 34686.5   -7.69929e+06 179645
38500 7416  9.91284 34706.2   -7.70159e+06 179676
38600 7417  9.91284 34722.7   -7.70329e+06 179683
38700 7418  9.91284 34739.8   -7.70403e+06 179700
38800 7419  9.91284 34763.6   -7.70614e+06 179731
38900 7419  9.91284 34774   -7.70614e+06 179731
39000 7420  9.91284 34790.8   -7.70714e+06 179734
39100 7421  9.91284 34805.8   -7.70909e+06 179743
39200 7422  9.91284 34818.4   -7.71017e+06 179747
39300 7422  9.91284 34840.9   -7.71017e+06 179747
39400 7422  9.91284 34854.7   -7.71017e+06 179747
39500 7423  9.91284 34865.3   -7.71103e+06 179772
39600 7423  9.91284 34881.3   -7.71103e+06 179772
39700 7423  9.91284 34903.2   -7.71103e+06 179772
39800 7423  9.91284 34913.9   -7.71103e+06 179772
39900 7424  9.91284 34929   -7.7125e+06 179765
40000 7426  9.91284 34949.7   -7.71527e+06 179768
