0 96  0.988432 -6.41204   -3316 223.394
4600 6622  7.47203 21285.2   -6.62161e+06 170013
4700 6636  7.47203 21444.7   -6.63893e+06 170186
4800 6647  7.47203 21607.3   -6.6518e+06 170282
4900 6660  7.47203 21786.1   -6.67033e+06 170473
5000 6677  7.47203 21962.4   -6.69065e+06 170734
5100 6692  7.47203 22117.7   -6.70755e+06 171064
5200 6708  7.47203 22275.8   -6.7268e+06 171333
5300 6724  7.47203 22426.1   -6.74723e+06 171544
5400 6737  7.49444 22571.3   -6.76348e+06 171879
5500 6754  7.90528 22728   -6.78561e+06 172077
5600 6770  7.90528 22852.6   -6.80477e+06 172323
5700 6789  7.90528 22995.6   -6.82766e+06 172514
5800 6803  7.90528 23132.7   -6.84491e+06 172747
5900 6810  7.90528 23264   -6.85384e+06 172819
6000 6818  7.90528 23383.6   -6.86183e+06 173020
6100 6834  7.90528 23502   -6.8824e+06 173333
6200 6839  7.90528 23625.7   -6.88812e+06 173403
6300 6857  7.90528 23758.6   -6.9133e+06 173555
6400 6872  7.9399 23880.6   -6.93252e+06 173819
6500 6886  7.9399 24000   -6.95068e+06 173943
6600 6899  8.12658 24121.7   -6.96784e+06 174105
6700 6915  8.12658 24244.5   -6.98991e+06 174398
6800 6922  8.12658 24348.9   -6.99932e+06 174527
6900 6931  8.18823 24453.6   -7.00888e+06 174723
7000 6938  8.18823 24574.8   -7.01857e+06 174800
7100 6946  8.18823 24692.3   -7.03013e+06 174903
7200 6954  8.18823 24799.2   -7.04035e+06 175063
7300 6962  8.18823 24898   -7.05013e+06 175113
7400 6970  8.18823 25016.4   -7.06028e+06 175181
7500 6984  8.18823 25133   -7.07875e+06 175513
7600 6994  8.18823 25250.2   -7.09319e+06 175693
7700 7000  8.18823 25356.3   -7.10182e+06 175772
7800 7013  8.18823 25478.7   -7.11693e+06 175848
7900 7022  8.18823 25603.7   -7.12684e+06 175896
8000 7032  8.21466 25711   -7.13817e+06 176070
8100 7035  8.50931 25821.4   -7.14148e+06 176125
8200 7045  8.50931 25925.1   -7.15337e+06 176289
8300 7054  8.50931 26025.3   -7.16175e+06 176443
8400 7063  8.50931 26131.2   -7.17273e+06 176622
8500 7067  8.50931 26234.4   -7.18007e+06 176650
8600 7077  8.50931 26323.1   -7.1935e+06 176836
8700 7091  8.50931 26416.9   -7.21284e+06 177064
8800 7096  8.50931 26500.7   -7.21715e+06 177166
8900 7108  8.50931 26590   -7.23558e+06 177301
9000 7114  8.50931 26686.1   -7.2427e+06 177423
9100 7119  8.50931 26774.8   -7.24865e+06 177494
9200 7126  8.50931 26864.6   -7.26057e+06 177627
9300 7130  8.50931 26955.3   -7.26589e+06 177690
9400 7142  8.50931 27038.1   -7.28135e+06 177790
9500 7148  8.50931 27125.6   -7.28817e+06 177824
9600 7154  8.50931 27228.8   -7.2939e+06 177928
9700 7162  8.50931 27331   -7.30206e+06 178043
9800 7169  8.50931 27400.6   -7.30905e+06 178171
9900 7176  8.50931 27488.9   -7.31859e+06 178367
10000 7179  8.50931 27572.6   -7.3222e+06 178403
10100 7185  8.6565 27665.3   -7.32883e+06 178469
10200 7190  8.6565 27749.9   -7.33493e+06 178501
10300 7197  8.6565 27838.8   -7.34408e+06 178565
10400 7201  8.6565 27930.2   -7.35044e+06 178628
10500 7204  8.6565 28017.9   -7.35367e+06 178680
10600 7213  8.6565 28104.3   -7.36595e+06 178757
10700 7215  8.6565 28183.9   -7.36742e+06 178815
10800 7222  8.6565 28267.7   -7.37953e+06 179013
10900 7223  8.6565 28341.9   -7.38048e+06 179035
11000 7225  8.6565 28411.9   -7.38268e+06 179064
11100 7231  8.6565 28486.5   -7.39037e+06 179151
11200 7233  8.6565 28566   -7.39306e+06 179176
11300 7244  8.6565 28656.1   -7.40847e+06 179236
11400 7250  8.6565 28716.6   -7.41578e+06 179424
11500 7253  8.6565 28782   -7.42095e+06 179434
11600 7263  8.6565 28852.8   -7.43327e+06 179603
11700 7270  8.6565 28930.2   -7.44162e+06 179768
11800 7276  8.6565 28986.8   -7.44898e+06 179834
11900 7288  8.6565 29075   -7.46493e+06 179959
12000 7293  8.6565 29149.9   -7.46995e+06 180043
12100 7299  8.6565 29218   -7.47594e+06 180138
12200 7309  8.6565 29291.8   -7.49085e+06 180195
12300 7311  8.6565 29356.7   -7.49249e+06 180239
12400 7322  8.6565 29439.4   -7.50673e+06 180526
12500 7327  8.73351 29510.5   -7.51178e+06 180574
12600 7331  8.73351 29585.3   -7.5171e+06 180629
12700 7340  8.74583 29657.1   -7.52933e+06 180716
12800 7346  8.74583 29718   -7.53623e+06 180797
12900 7350  8.74583 29781.2   -7.54148e+06 180794
13000 7356  8.74583 29841.2   -7.54817e+06 180809
13100 7360  8.74583 29908   -7.55388e+06 180978
13200 7370  8.95956 29974.3   -7.56688e+06 181214
13300 7377  8.95956 30049.2   -7.57526e+06 181263
13400 7380  8.95956 30113.4   -7.57907e+06 181305
13500 7393  8.95956 30178.9   -7.59674e+06 181518
13600 7400  8.95956 30246.7   -7.60646e+06 181542
13700 7408  8.95956 30303   -7.61337e+06 181684
13800 7414  8.95956 30369.2   -7.62137e+06 181749
13900 7420  8.95956 30441.8   -7.62876e+06 181785
14000 7428  8.95956 30500.6   -7.63947e+06 181844
14100 7433  8.95956 30553.9   -7.6452e+06 181886
14200 7436  8.95956 30604   -7.64874e+06 181899
14300 7441  8.95956 30663.1   -7.65659e+06 181860
14400 7443  8.95956 30705.9   -7.65854e+06 181906
14500 7447  9.40934 30764.1   -7.66448e+06 181953
14600 7455  9.40934 30828.8   -7.67515e+06 182000
14700 7460  9.40934 30897.1   -7.68151e+06 182127
14800 7464  9.40934 30941   -7.68652e+06 182157
14900 7467  9.40934 30992   -7.69162e+06 182204
15000 7471  9.40934 31056.9   -7.69694e+06 182331
15100 7473  9.40934 31106.7   -7.69874e+06 182368
15200 7477  9.40934 31165.3   -7.70431e+06 182446
15300 7483  9.40934 31213.8   -7.7119e+06 182530
15400 7489  9.40934 31272.1   -7.71896e+06 182651
15500 7493  9.40934 31320.4   -7.72542e+06 182639
15600 7500  9.40934 31372.8   -7.73583e+06 182820
15700 7510  9.40934 31423.8   -7.74656e+06 182984
15800 7515  9.40934 31475.3   -7.751e+06 183051
15900 7519  9.40934 31527.3   -7.7536e+06 183197
16000 7526  9.40934 31581.3   -7.76228e+06 183272
16100 7529  9.40934 31619.6   -7.76556e+06 183275
16200 7533  9.40934 31670.4   -7.77213e+06 183304
16300 7536  9.40934 31723   -7.77618e+06 183293
16400 7542  9.40934 31774.1   -7.78182e+06 183393
16500 7545  9.40934 31815.6   -7.78612e+06 183484
16600 7554  9.40934 31871.2   -7.79846e+06 183597
16700 7562  9.40934 31918.3   -7.80993e+06 183671
16800 7569  9.40934 31963.7   -7.82142e+06 183745
16900 7575  9.40934 32004.5   -7.82844e+06 183859
17000 7581  9.40934 32051.1   -7.83716e+06 183989
17100 7588  9.40934 32107.6   -7.84722e+06 184012
17200 7591  9.40934 32155.4   -7.8501e+06 184051
17300 7594  9.40934 32212.5   -7.85445e+06 184058
17400 7600  9.40934 32263.3   -7.86274e+06 184072
17500 7603  9.40934 32320.7   -7.8678e+06 184148
17600 7610  9.40934 32376.3   -7.87647e+06 184239
17700 7615  9.40934 32423.4   -7.88269e+06 184315
17800 7618  9.40934 32477.6   -7.88778e+06 184315
17900 7623  9.40934 32533.5   -7.89544e+06 184325
18000 7628  9.40934 32581.5   -7.90289e+06 184327
18100 7630  9.41055 32627.1   -7.90571e+06 184406
18200 7634  9.41055 32669.5   -7.91072e+06 184468
18300 7638  9.41055 32715.3   -7.91761e+06 184484
18400 7639  9.41055 32770.1   -7.9199e+06 184484
18500 7643  9.41055 32814.6   -7.92414e+06 184495
18600 7646  9.41055 32857.4   -7.92847e+06 184510
18700 7648  9.41055 32898   -7.93136e+06 184517
18800 7652  9.41055 32941.2   -7.93564e+06 184579
18900 7657  9.41055 32980.7   -7.94401e+06 184619
19000 7660  9.41055 33039.4   -7.94817e+06 184629
19100 7662  9.41055 33085.3   -7.9512e+06 184634
19200 7667  9.41055 33130.8   -7.95985e+06 184703
19300 7670  9.41055 33175.5   -7.96525e+06 184802
19400 7674  9.41055 33216.1   -7.97231e+06 184867
19500 7676  9.41055 33255.7   -7.97531e+06 184931
19600 7680  9.41055 33292.4   -7.9812e+06 184994
19700 7685  9.41055 33338.5   -7.98738e+06 185009
19800 7686  9.41055 33375.8   -7.9889e+06 185013
19900 7687  9.41055 33408.1   -7.98989e+06 185025
20000 7691  9.41055 33464.7   -7.99595e+06 185063
20100 7694  9.41055 33496.6   -7.99971e+06 185130
20200 7699  9.58847 33545.5   -8.00466e+06 185235
20300 7703  9.58847 33584.4   -8.00863e+06 185292
20400 7705  9.58847 33612.7   -8.01092e+06 185298
20500 7710  9.58847 33658.1   -8.01848e+06 185387
20600 7713  9.58847 33694.9   -8.02171e+06 185461
20700 7716  9.58847 33733.7   -8.0251e+06 185478
20800 7717  9.58847 33776   -8.02745e+06 185513
20900 7718  9.58847 33818.2   -8.0286e+06 185515
21000 7721  9.58847 33855.7   -8.03233e+06 185626
21100 7723  9.58847 33891.2   -8.03576e+06 185627
21200 7725  9.58875 33918.2   -8.03863e+06 185647
21300 7725  9.58875 33956.8   -8.03863e+06 185647
21400 7728  9.58875 33989.3   -8.04307e+06 185710
21500 7731  9.58875 34022.8   -8.04686e+06 185706
21600 7733  9.58875 34061   -8.04999e+06 185742
21700 7735  9.58875 34097.7   -8.05218e+06 185779
21800 7736  9.68328 34133.6   -8.0538e+06 185807
21900 7738  9.68328 34177.7   -8.05668e+06 185803
22000 7740  9.68328 34235.9   -8.05877e+06 185817
22100 7743  9.68328 34275.7   -8.06227e+06 185861
22200 7746  9.68328 34312.4   -8.06646e+06 185856
22300 7749  9.68328 34351.5   -8.07012e+06 185892
22400 7752  9.68328 34389.3   -8.0731e+06 185933
22500 7755  9.68328 34423.8   -8.07817e+06 185956
22600 7756  9.75489 34457.4   -8.07925e+06 185958
22700 7761  9.75489 34489   -8.08691e+06 185980
22800 7761  9.8763 34526.3   -8.08691e+06 185980
22900 7762  9.8763 34559.9   -8.08905e+06 186051
23000 7762  9.8763 34595.5   -8.08905e+06 186051
23100 7763  9.8763 34628.9   -8.09137e+06 186115
23200 7766  9.8763 34662.9   -8.09577e+06 186186
23300 7766  9.8763 34687.8   -8.09577e+06 186186
23400 7767  9.8763 34730   -8.09702e+06 186198
23500 7769  9.8763 34767.9   -8.09993e+06 186215
23600 7772  9.8763 34804.4   -8.1034e+06 186226
23700 7773  9.8763 34834.1   -8.10548e+06 186254
23800 7776  9.8763 34868   -8.10833e+06 186292
23900 7776  9.8763 34896.1   -8.10833e+06 186292
24000 7777  9.8763 34930.2   -8.11028e+06 186281
24100 7781  9.8763 34957.8   -8.11467e+06 186296
24200 7782  9.8763 34984.7   -8.11619e+06 186302
24300 7783  9.8763 35014.2   -8.11689e+06 186330
24400 7785  9.8763 35054.4   -8.12038e+06 186324
24500 7786  9.8763 35076.7   -8.12159e+06 186341
24600 7789  9.8763 35115.1   -8.12684e+06 186331
24700 7792  9.8763 35141.5   -8.13178e+06 186395
24800 7795  9.8763 35172.8   -8.13633e+06 186427
24900 7798  9.8763 35205.5   -8.1401e+06 186438
25000 7804  9.8763 35244.5   -8.14898e+06 186539
25100 7805  9.8763 35275.6   -8.15128e+06 186624
25200 7808  9.8763 35313.8   -8.15437e+06 186654
25300 7809  9.8763 35346.7   -8.15603e+06 186637
25400 7811  9.8763 35372.3   -8.1591e+06 186700
25500 7812  9.8763 35398   -8.16126e+06 186708
25600 7814  9.8763 35421.8   -8.16417e+06 186696
25700 7814  9.8763 35459.9   -8.16417e+06 186696
25800 7815  9.8763 35482.2   -8.1657e+06 186689
25900 7817  9.8763 35514.5   -8.17002e+06 186767
26000 7818  9.8763 35543.4   -8.17125e+06 186759
26100 7821  9.8763 35569   -8.17561e+06 186756
26200 7823  9.8763 35598.6   -8.17985e+06 186788
26300 7829  9.8763 35620.2   -8.18725e+06 186924
26400 7831  9.8763 35650.2   -8.18998e+06 186919
26500 7833  9.8763 35675.3   -8.1934e+06 186969
26600 7835  9.8763 35705.6   -8.19597e+06 186979
26700 7839  9.8763 35732.5   -8.20105e+06 187002
26800 7844  9.8763 35759.9   -8.20561e+06 187086
26900 7845  9.8763 35791.7   -8.20816e+06 187199
27000 7847  9.8763 35815   -8.21132e+06 187246
27100 7851  9.8763 35848.5   -8.21755e+06 187318
27200 7852  9.8763 35871.2   -8.21877e+06 187320
27300 7852  9.8763 35889.6   -8.21877e+06 187320
27400 7853  9.8763 35912.4   -8.22064e+06 187348
27500 7853  9.8763 35938.7   -8.22064e+06 187348
27600 7855  9.8763 35970.7   -8.22364e+06 187375
27700 7858  9.8763 35995.9   -8.2281e+06 187378
27800 7859  9.8763 36023.7   -8.22932e+06 187380
27900 7863  9.8763 36046.8   -8.23305e+06 187462
28000 7864  9.8763 36075.9   -8.23449e+06 187490
28100 7866  9.8763 36099.4   -8.2371e+06 187495
28200 7868  9.8763 36119.8   -8.23945e+06 187481
28300 7871  9.8763 36149.7   -8.24296e+06 187506
28400 7872  9.8763 36169.9   -8.2451e+06 187521
28500 7875  9.8763 36196.9   -8.2502e+06 187554
28600 7880  9.8763 36221.8   -8.25755e+06 187638
28700 7882  9.8763 36247.4   -8.26126e+06 187678
28800 7884  9.8763 36264.8   -8.26356e+06 187684
28900 7884  9.8763 36290.3   -8.26356e+06 187684
29000 7884  9.8763 36309.8   -8.26356e+06 187684
29100 7884  9.8763 36334.2   -8.26356e+06 187684
29200 7886  9.8763 36352.4   -8.26626e+06 187703
29300 7886  9.8763 36378.2   -8.26626e+06 187703
29400 7888  9.89024 36404.1   -8.26839e+06 187710
29500 7889  9.89024 36426.1   -8.26944e+06 187728
29600 7889  9.89024 36445.7   -8.26944e+06 187728
29700 7890  9.89024 36471.2   -8.27088e+06 187724
29800 7893  9.89024 36497   -8.27498e+06 187772
29900 7893  9.89024 36517.6   -8.27498e+06 187772
30000 7895  9.89024 36542.6   -8.27732e+06 187791
30100 7895  9.89024 36562.4   -8.27732e+06 187791
30200 7895  9.89024 36583.6   -8.27732e+06 187791
30300 7897  9.89024 36601.2   -8.27894e+06 187826
30400 7899  9.89024 36623   -8.28257e+06 187863
30500 7899  9.89024 36643   -8.28257e+06 187863
30600 7901  9.89024 36668.1   -8.28562e+06 187861
30700 7903  9.89024 36688.3   -8.28839e+06 187870
30800 7903  9.89024 36709.6   -8.28839e+06 187870
30900 7905  9.89024 36731.1   -8.29159e+06 187863
31000 7905  9.89024 36759.5   -8.29159e+06 187863
31100 7905  9.89024 36783.4   -8.29159e+06 187863
31200 7907  9.89024 36804.9   -8.29522e+06 187913
31300 7907  9.89024 36820.5   -8.29522e+06 187913
31400 7908  9.89024 36842.3   -8.29646e+06 187913
31500 7908  9.89024 36858.9   -8.29646e+06 187913
31600 7910  9.89024 36882.5   -8.30007e+06 187959
31700 7912  9.89024 36897.8   -8.30258e+06 187977
31800 7913  9.89024 36921.5   -8.30347e+06 187990
31900 7914  9.89024 36946.8   -8.30399e+06 188033
32000 7916  9.89024 36965.4   -8.30753e+06 188042
32100 7916  9.89024 36985   -8.30753e+06 188042
32200 7917  9.89024 37004.6   -8.30941e+06 188069
32300 7919  9.89024 37026.1   -8.31319e+06 188075
32400 7922  9.89024 37055.5   -8.32054e+06 188276
32500 7922  9.89024 37082   -8.32054e+06 188276
32600 7923  9.89024 37098.8   -8.32186e+06 188260
32700 7924  9.89024 37118.5   -8.3238e+06 188264
32800 7926  9.89024 37137.2   -8.32636e+06 188291
32900 7932  9.89024 37164.6   -8.33535e+06 188398
33000 7933  9.89024 37186.6   -8.33728e+06 188438
33100 7937  9.89024 37209.2   -8.34308e+06 188452
33200 7939  9.89024 37230   -8.34632e+06 188470
33300 7942  9.89024 37253.9   -8.35154e+06 188550
33400 7944  10.0318 37274.4   -8.35308e+06 188604
33500 7944  10.0318 37290.2   -8.35308e+06 188604
33600 7946  10.0318 37313.9   -8.35606e+06 188604
33700 7947  10.0318 37333.7   -8.35663e+06 188635
33800 7948  10.0318 37355.4   -8.35843e+06 188681
33900 7951  10.0318 37379.1   -8.36216e+06 188728
34000 7951  10.0318 37407   -8.36216e+06 188728
34100 7952  10.0318 37428   -8.3632e+06 188737
34200 7956  10.0318 37455.4   -8.36798e+06 188799
34300 7957  10.0318 37481.3   -8.3694e+06 188810
34400 7957  10.0318 37500.9   -8.3694e+06 188810
34500 7957  10.0318 37519.6   -8.3694e+06 188810
34600 7957  10.0318 37533.1   -8.3694e+06 188810
34700 7958  10.0318 37551   -8.37065e+06 188824
34800 7960  10.0318 37566.4   -8.37469e+06 188899
34900 7961  10.0318 37587.8   -8.37625e+06 188900
35000 7961  10.0318 37605.9   -8.37625e+06 188900
35100 7963  10.0318 37629.5   -8.37792e+06 188945
35200 7964  10.0318 37652.4   -8.3794e+06 188943
35300 7964  10.0318 37674.9   -8.3794e+06 188943
35400 7966  10.0816 37689.8   -8.38253e+06 188956
35500 7967  10.0816 37707.1   -8.38466e+06 189006
35600 7968  10.0816 37724.2   -8.38602e+06 189007
35700 7969  10.0816 37740   -8.38674e+06 189028
35800 7971  10.0816 37760.8   -8.39001e+06 189168
35900 7971  10.0816 37776.2   -8.39001e+06 189168
36000 7972  10.0816 37793.6   -8.39147e+06 189149
36100 7975  10.0816 37820.5   -8.39626e+06 189167
36200 7976  10.0816 37839.9   -8.39765e+06 189151
36300 7977  10.0816 37854.9   -8.39923e+06 189148
36400 7978  10.0816 37873.3   -8.40061e+06 189163
36500 7982  10.0816 37891   -8.40721e+06 189194
36600 7983  10.0816 37906.4   -8.40938e+06 189209
36700 7984  10.0816 37926.2   -8.41037e+06 189215
36800 7986  10.0816 37949.2   -8.41293e+06 189259
36900 7987  10.0816 37972.7   -8.414e+06 189265
37000 7988  10.0816 37988.9   -8.41552e+06 189260
37100 7990  10.0816 38003.4   -8.41747e+06 189276
37200 7990  10.0816 38019.7   -8.41747e+06 189276
37300 7990  10.0816 38037.3   -8.41747e+06 189276
37400 7990  10.0816 38051.1   -8.41747e+06 189276
37500 7990  10.0816 38068.3   -8.41747e+06 189276
37600 7991  10.0816 38089.1   -8.41843e+06 189287
37700 7991  10.0816 38107   -8.41843e+06 189287
37800 7992  10.0816 38123.7   -8.4193e+06 189295
37900 7993  10.0816 38143.8   -8.42102e+06 189287
38000 7993  10.0816 38162.7   -8.42102e+06 189287
38100 7993  10.0816 38179   -8.42102e+06 189287
38200 7996  10.0816 38189.6   -8.42452e+06 189327
38300 7998  10.0816 38201.4   -8.42695e+06 189327
38400 7998  10.0816 38214.1   -8.42695e+06 189327
38500 7999  10.0816 38231.1   -8.42775e+06 189340
38600 7999  10.0816 38239.8   -8.42775e+06 189340
38700 7999  10.1099 38249.5   -8.42775e+06 189340
38800 8000  10.1099 38267   -8.42919e+06 189348
38900 8000  10.1099 38277.4   -8.42919e+06 189348
39000 8002  10.1099 38292.7   -8.4337e+06 189386
39100 8002  10.1099 38306   -8.4337e+06 189386
39200 8003  10.1099 38320.3   -8.43522e+06 189375
39300 8003  10.1099 38336.3   -8.43522e+06 189375
39400 8006  10.1099 38360.5   -8.43904e+06 189416
39500 8009  10.1099 38378.8   -8.44286e+06 189429
39600 8009  10.1099 38396.7   -8.44286e+06 189429
39700 8011  10.1099 38415.6   -8.44514e+06 189435
39800 8011  10.1099 38430   -8.44514e+06 189435
39900 8013  10.1099 38450.9   -8.44745e+06 189446
40000 8015  10.1099 38472.5   -8.4515e+06 189492
