0 468  2.45788 40.3881   -45410 2400.55
17200 9034  12.7489 46606.6   -9.92616e+06 204855
17300 9036  12.7489 46663.2   -9.92876e+06 204875
17400 9038  12.7489 46729.4   -9.93201e+06 204888
17500 9040  12.7489 46797.8   -9.93561e+06 204922
17600 9040  12.7489 46855.1   -9.93561e+06 204922
17700 9040  12.7489 46910.5   -9.93561e+06 204922
17800 9040  12.7489 46975.5   -9.93561e+06 204922
17900 9040  12.7489 47038.4   -9.93561e+06 204922
18000 9040  12.7489 47100.2   -9.93561e+06 204922
18100 9041  12.7489 47163.6   -9.93682e+06 204927
18200 9041  12.935 47231.7   -9.93682e+06 204927
18300 9041  12.935 47292.1   -9.93682e+06 204927
18400 9041  12.935 47345.8   -9.93682e+06 204927
18500 9042  12.935 47396.8   -9.93797e+06 204940
18600 9044  12.935 47454.6   -9.9401e+06 204960
18700 9046  12.935 47509   -9.94295e+06 204948
18800 9046  12.935 47570.7   -9.94295e+06 204948
18900 9046  12.935 47642.7   -9.94295e+06 204948
19000 9046  12.935 47711.9   -9.94295e+06 204948
19100 9049  12.935 47775.6   -9.94828e+06 205019
19200 9050  12.935 47822.3   -9.94991e+06 205025
19300 9051  12.935 47877.6   -9.95129e+06 205053
19400 9051  12.935 47937.1   -9.95129e+06 205053
19500 9051  12.935 47990   -9.95129e+06 205053
19600 9051  12.935 48040.4   -9.95129e+06 205053
19700 9052  12.935 48090.4   -9.95289e+06 205047
19800 9054  12.935 48152.8   -9.95595e+06 205064
19900 9055  12.935 48200.4   -9.95744e+06 205075
20000 9055  12.935 48251.5   -9.95744e+06 205075
20100 9055  12.935 48303.2   -9.95744e+06 205075
20200 9055  12.935 48355.4   -9.95744e+06 205075
20300 9056  12.935 48400.1   -9.95918e+06 205070
20400 9056  12.935 48441   -9.95918e+06 205070
20500 9057  12.935 48487.3   -9.96092e+06 205087
20600 9059  12.935 48540.6   -9.96429e+06 205116
20700 9059  12.935 48588.3   -9.96429e+06 205116
20800 9059  12.935 48625.6   -9.96429e+06 205116
20900 9061  12.935 48682.7   -9.96676e+06 205137
21000 9061  12.935 48739.6   -9.96676e+06 205137
21100 9061  12.935 48784   -9.96676e+06 205137
21200 9061  12.935 48830.7   -9.96676e+06 205137
21300 9061  12.935 48881.6   -9.96676e+06 205137
21400 9062  12.935 48932.4   -9.96805e+06 205141
21500 9064  12.935 48978.6   -9.96958e+06 205187
21600 9066  12.935 49037.2   -9.9721e+06 205214
21700 9066  12.935 49088.9   -9.9721e+06 205214
21800 9067  12.935 49147.1   -9.97336e+06 205214
21900 9070  12.935 49200.6   -9.97712e+06 205238
22000 9070  12.935 49235.2   -9.97712e+06 205238
22100 9071  12.935 49277.8   -9.97863e+06 205247
22200 9071  12.935 49322.6   -9.97863e+06 205247
22300 9071  12.935 49369.3   -9.97863e+06 205247
22400 9072  12.935 49415.2   -9.98087e+06 205258
22500 9072  12.9525 49474.5   -9.98087e+06 205258
22600 9072  12.9525 49524.1   -9.98087e+06 205258
22700 9074  12.9525 49582.8   -9.98475e+06 205317
22800 9076  12.9525 49627.7   -9.98817e+06 205365
22900 9077  12.9525 49674.6   -9.98924e+06 205367
23000 9077  12.9525 49720.4   -9.98924e+06 205367
23100 9077  12.9525 49776.3   -9.98924e+06 205367
23200 9077  12.9525 49827.3   -9.98924e+06 205367
23300 9078  12.9525 49871.6   -9.99095e+06 205407
23400 9078  12.9525 49910.2   -9.99095e+06 205407
23500 9078  12.9525 49958.2   -9.99095e+06 205407
23600 9078  12.9525 50001   -9.99095e+06 205407
23700 9078  12.9525 50044.5   -9.99095e+06 205407
23800 9079  12.9525 50080   -9.99214e+06 205417
23900 9079  13.0578 50125   -9.99214e+06 205417
24000 9079  13.1211 50161.2   -9.99214e+06 205417
24100 9080  13.1211 50204   -9.99369e+06 205443
24200 9082  13.1211 50266.3   -9.99683e+06 205493
24300 9083  13.1211 50322.4   -9.99846e+06 205489
24400 9083  13.1211 50371.5   -9.99846e+06 205489
24500 9083  13.1211 50413.9   -9.99846e+06 205489
24600 9083  13.1211 50473.4   -9.99846e+06 205489
24700 9086  13.1211 50525.4   -1.00034e+07 205499
24800 9087  13.1211 50571.2   -1.00054e+07 205531
24900 9087  13.1211 50621.9   -1.00054e+07 205531
25000 9089  13.1211 50669.6   -1.00091e+07 205537
25100 9090  13.1211 50704.6   -1.00103e+07 205531
25200 9090  13.1211 50749.2   -1.00103e+07 205531
25300 9090  13.3179 50802.1   -1.00103e+07 205531
25400 9091  13.3179 50858   -1.0012e+07 205555
25500 9091  13.3179 50905.4   -1.0012e+07 205555
25600 9093  13.3179 50950.8   -1.00164e+07 205647
25700 9093  13.3179 50998.6   -1.00164e+07 205647
25800 9095  13.3179 51062.3   -1.00196e+07 205677
25900 9095  13.3179 51105.2   -1.00196e+07 205677
26000 9096  13.3179 51153.1   -1.0021e+07 205690
26100 9096  13.3179 51197.8   -1.0021e+07 205690
26200 9096  13.3179 51237.2   -1.0021e+07 205690
26300 9099  13.3179 51280.6   -1.00256e+07 205744
26400 9099  13.3179 51313.2   -1.00256e+07 205744
26500 9102  13.3179 51365.2   -1.00302e+07 205761
26600 9104  13.3179 51419.7   -1.00329e+07 205812
26700 9104  13.4102 51467.7   -1.00329e+07 205812
26800 9104  13.4102 51510.1   -1.00329e+07 205812
26900 9105  13.4102 51553.3   -1.00341e+07 205814
27000 9106  13.4102 51595.5   -1.00361e+07 205844
27100 9107  13.4102 51635.3   -1.00375e+07 205841
27200 9108  13.4102 51669.5   -1.00387e+07 205852
27300 9110  13.4102 51714   -1.00414e+07 205846
27400 9110  13.7036 51762.3   -1.00414e+07 205846
27500 9110  13.7036 51808.1   -1.00414e+07 205846
27600 9112  13.8583 51860.5   -1.0044e+07 205891
27700 9113  13.8583 51897.2   -1.00457e+07 205884
27800 9113  13.8583 51938.6   -1.00457e+07 205884
27900 9114  13.8583 51979.3   -1.00471e+07 205886
28000 9114  13.8583 52016.1   -1.00471e+07 205886
28100 9114  13.8583 52052.2   -1.00471e+07 205886
28200 9116  13.8583 52104.7   -1.00501e+07 205903
28300 9117  13.8583 52148.5   -1.00518e+07 205897
28400 9117  13.8583 52199.2   -1.00518e+07 205897
28500 9117  13.8583 52242.8   -1.00518e+07 205897
28600 9118  13.8583 52300.5   -1.0054e+07 205940
28700 9118  13.8583 52338   -1.0054e+07 205940
28800 9118  13.8583 52369.8   -1.0054e+07 205940
28900 9118  13.8583 52418   -1.0054e+07 205940
29000 9118  13.8583 52464.2   -1.0054e+07 205940
29100 9118  13.8583 52499.7   -1.0054e+07 205940
29200 9120  13.8583 52557   -1.00578e+07 205939
29300 9120  13.8583 52601.8   -1.00578e+07 205939
29400 9120  13.8583 52629   -1.00578e+07 205939
29500 9121  13.8583 52672.9   -1.00591e+07 205942
29600 9122  13.8583 52706   -1.00604e+07 205954
29700 9122  13.8583 52744.8   -1.00604e+07 205954
29800 9122  13.8583 52792.9   -1.00604e+07 205954
29900 9125  13.8583 52843.4   -1.00643e+07 206018
30000 9125  13.8583 52872.9   -1.00643e+07 206018
30100 9125  13.8583 52907.5   -1.00643e+07 206018
30200 9126  13.8583 52952   -1.00656e+07 206033
30300 9127  13.8583 52996.3   -1.00676e+07 206068
30400 9127  13.8583 53025.7   -1.00676e+07 206068
30500 9129  13.8583 53056.9   -1.00713e+07 206081
30600 9129  13.8583 53095.9   -1.00713e+07 206081
30700 9131  13.8583 53129.2   -1.00734e+07 206121
30800 9132  13.8583 53174.7   -1.00748e+07 206135
30900 9133  13.8583 53218.2   -1.0076e+07 206144
31000 9133  13.8583 53246.2   -1.0076e+07 206144
31100 9133  13.8583 53286.8   -1.0076e+07 206144
31200 9134  13.8583 53323.4   -1.00775e+07 206176
31300 9134  13.8583 53363.2   -1.00775e+07 206176
31400 9134  13.8583 53389.9   -1.00775e+07 206176
31500 9134  13.8583 53422.1   -1.00775e+07 206176
31600 9135  13.8583 53457.8   -1.00784e+07 206189
31700 9135  13.8583 53488.3   -1.00784e+07 206189
31800 9135  13.8583 53527   -1.00784e+07 206189
31900 9135  13.8583 53559.9   -1.00784e+07 206189
32000 9136  13.8583 53588.3   -1.00808e+07 206251
32100 9136  13.8583 53617.3   -1.00808e+07 206251
32200 9137  13.8583 53650.1   -1.00818e+07 206271
32300 9137  13.8583 53681.8   -1.00818e+07 206271
32400 9137  13.8583 53722.3   -1.00818e+07 206271
32500 9139  13.8583 53759.4   -1.00852e+07 206311
32600 9140  13.8583 53802   -1.00869e+07 206340
32700 9140  13.8583 53840.2   -1.00869e+07 206340
32800 9141  13.8583 53867.9   -1.00876e+07 206365
32900 9143  13.8583 53898   -1.00894e+07 206399
33000 9144  13.8583 53932.4   -1.0091e+07 206435
33100 9144  13.8583 53963.4   -1.0091e+07 206435
33200 9146  13.8583 54004.9   -1.00944e+07 206480
33300 9146  13.8583 54036.1   -1.00944e+07 206480
33400 9146  13.8583 54065.7   -1.00944e+07 206480
33500 9146  13.8583 54096.6   -1.00944e+07 206480
33600 9146  13.8583 54138.7   -1.00944e+07 206480
33700 9146  13.8583 54177.1   -1.00944e+07 206480
33800 9146  13.8583 54210.8   -1.00944e+07 206480
33900 9146  13.8583 54250.7   -1.00944e+07 206480
34000 9146  13.8583 54287.1   -1.00944e+07 206480
34100 9146  13.8583 54318.5   -1.00944e+07 206480
34200 9146  13.8583 54353.3   -1.00944e+07 206480
34300 9149  13.8583 54391.3   -1.00996e+07 206500
34400 9149  13.8583 54423.4   -1.00996e+07 206500
34500 9149  13.8583 54451.1   -1.00996e+07 206500
34600 9149  13.8583 54480.3   -1.00996e+07 206500
34700 9149  13.8583 54509.5   -1.00996e+07 206500
34800 9149  13.8583 54546.5   -1.00996e+07 206500
34900 9150  13.8583 54578.9   -1.01009e+07 206496
35000 9152  13.8583 54603.7   -1.0104e+07 206524
35100 9153  13.8583 54633.5   -1.01059e+07 206558
35200 9153  13.8583 54661.7   -1.01059e+07 206558
35300 9154  13.8583 54692.5   -1.0107e+07 206565
35400 9156  13.8583 54721.8   -1.0111e+07 206610
35500 9156  13.8583 54766.3   -1.0111e+07 206610
35600 9156  13.8583 54806.6   -1.0111e+07 206610
35700 9156  13.8583 54842.3   -1.0111e+07 206610
35800 9157  13.8583 54878.3   -1.01123e+07 206628
35900 9157  13.8583 54903.8   -1.01123e+07 206628
36000 9157  13.8583 54934.4   -1.01123e+07 206628
36100 9158  13.8583 54971.2   -1.01139e+07 206625
36200 9158  13.8583 55001.1   -1.01139e+07 206625
36300 9158  13.8583 55031.5   -1.01139e+07 206625
36400 9158  13.8583 55062.3   -1.01139e+07 206625
36500 9159  13.8583 55093   -1.01151e+07 206626
36600 9159  13.8583 55118.7   -1.01151e+07 206626
36700 9160  13.8583 55153.3   -1.01169e+07 206645
36800 9160  13.8583 55178.1   -1.01169e+07 206645
36900 9162  13.8583 55199.4   -1.01209e+07 206679
37000 9164  13.8621 55233.2   -1.01241e+07 206688
37100 9165  13.8621 55258.1   -1.01252e+07 206704
37200 9167  13.8621 55281.4   -1.0129e+07 206745
37300 9167  13.8621 55309.5   -1.0129e+07 206745
37400 9168  13.8621 55339.1   -1.01306e+07 206745
37500 9169  13.8621 55374   -1.01323e+07 206765
37600 9170  13.8621 55406   -1.01343e+07 206760
37700 9170  13.8621 55432.2   -1.01343e+07 206760
37800 9170  13.8621 55456.4   -1.01343e+07 206760
37900 9170  13.8621 55477.4   -1.01343e+07 206760
38000 9170  13.8621 55504.8   -1.01343e+07 206760
38100 9170  13.8621 55528.9   -1.01343e+07 206760
38200 9170  13.8621 55552.9   -1.01343e+07 206760
38300 9170  13.8621 55575.8   -1.01343e+07 206760
38400 9171  13.8621 55602.3   -1.01356e+07 206753
38500 9172  13.8621 55630.9   -1.01372e+07 206750
38600 9172  13.8621 55654.1   -1.01372e+07 206750
38700 9172  13.8621 55678.3   -1.01372e+07 206750
38800 9172  13.8621 55711.7   -1.01372e+07 206750
38900 9173  13.8621 55740.8   -1.01379e+07 206773
39000 9173  13.8621 55764.8   -1.01379e+07 206773
39100 9173  13.8621 55784.1   -1.01379e+07 206773
39200 9173  13.8621 55803.3   -1.01379e+07 206773
39300 9173  13.8621 55827   -1.01379e+07 206773
39400 9173  13.8621 55850.9   -1.01379e+07 206773
39500 9173  13.8621 55868.9   -1.01379e+07 206773
39600 9173  13.8621 55889.8   -1.01379e+07 206773
39700 9173  13.8621 55911.8   -1.01379e+07 206773
39800 9173  13.8621 55931.1   -1.01379e+07 206773
39900 9173  13.8621 55949.4   -1.01379e+07 206773
40000 9173  13.8621 55976.6   -1.01379e+07 206773
