0 451  2.12954 34.7136   -36839 1647.09
4700 8539  7.84587 30325.5   -9.1479e+06 195671
4800 8545  7.84587 30554   -9.15564e+06 195744
4900 8557  8.02556 30778.7   -9.17192e+06 195833
5000 8567  8.02556 31013.5   -9.18652e+06 195940
5100 8571  8.02556 31223.2   -9.19347e+06 196076
5200 8576  8.02556 31441.6   -9.20032e+06 196122
5300 8585  8.02556 31643.4   -9.21301e+06 196192
5400 8592  8.059 31854.1   -9.22403e+06 196268
5500 8594  8.059 32056.8   -9.22744e+06 196283
5600 8598  8.14889 32259   -9.2323e+06 196327
5700 8603  8.14965 32461.3   -9.2392e+06 196352
5800 8611  8.21543 32644.7   -9.25186e+06 196448
5900 8616  8.21543 32851.4   -9.26116e+06 196665
6000 8629  8.30376 33036.7   -9.28368e+06 196939
6100 8634  8.53426 33201.1   -9.29137e+06 196991
6200 8635  8.70778 33366.3   -9.29298e+06 197013
6300 8642  8.70778 33573.7   -9.30309e+06 197154
6400 8651  8.70778 33756.7   -9.31802e+06 197366
6500 8652  8.70778 33949.1   -9.31884e+06 197384
6600 8658  8.70778 34134   -9.3271e+06 197422
6700 8661  8.73478 34297   -9.33058e+06 197439
6800 8662  8.73478 34460.2   -9.3325e+06 197460
6900 8669  8.73478 34609.1   -9.34295e+06 197573
7000 8672  8.78627 34794.7   -9.34752e+06 197615
7100 8678  9.00965 34973.2   -9.3575e+06 197627
7200 8682  9.00965 35138.2   -9.36456e+06 197717
7300 8686  9.00965 35309.4   -9.37162e+06 197755
7400 8694  9.00965 35482.9   -9.38532e+06 198069
7500 8696  9.00965 35647.9   -9.38937e+06 198111
7600 8703  9.00965 35817   -9.40221e+06 198283
7700 8708  9.00965 35950.1   -9.4083e+06 198365
7800 8712  9.00965 36082.1   -9.41407e+06 198377
7900 8716  9.00965 36234   -9.42107e+06 198496
8000 8722  9.00965 36385.1   -9.43438e+06 198842
8100 8728  9.00965 36535.7   -9.4452e+06 199025
8200 8730  9.16007 36677.6   -9.44855e+06 199095
8300 8734  9.16007 36821   -9.45421e+06 199169
8400 8738  9.16007 36949.5   -9.4609e+06 199273
8500 8743  9.16007 37087   -9.46823e+06 199314
8600 8746  9.51883 37230.1   -9.47397e+06 199406
8700 8749  9.51883 37355.2   -9.47921e+06 199447
8800 8751  9.51883 37481.4   -9.48242e+06 199443
8900 8754  9.51883 37609.1   -9.48732e+06 199552
9000 8758  9.51883 37723.4   -9.49428e+06 199642
9100 8760  9.51883 37832.6   -9.49813e+06 199722
9200 8762  9.51883 37952.3   -9.50008e+06 199751
9300 8767  9.51883 38065.8   -9.50686e+06 199858
9400 8773  9.51883 38211.9   -9.51697e+06 199961
9500 8776  9.51883 38346.1   -9.52268e+06 200027
9600 8782  9.51883 38471.5   -9.53606e+06 200282
9700 8787  9.51883 38563.4   -9.54208e+06 200310
9800 8788  9.51883 38674.1   -9.5439e+06 200314
9900 8790  9.51883 38777.3   -9.54681e+06 200335
10000 8791  9.51883 38890.4   -9.54828e+06 200330
10100 8792  9.51883 38992.8   -9.5497e+06 200326
10200 8792  9.51883 39094.8   -9.5497e+06 200326
10300 8794  9.51883 39212.5   -9.55313e+06 200318
10400 8797  9.51883 39320.5   -9.55827e+06 200412
10500 8799  9.57348 39433.9   -9.56172e+06 200392
10600 8804  9.57348 39533.3   -9.57161e+06 200563
10700 8808  9.61469 39638.6   -9.57935e+06 200674
10800 8810  9.61469 39730.8   -9.5822e+06 200668
10900 8811  9.61469 39831   -9.58414e+06 200719
11000 8814  9.76063 39927.6   -9.58959e+06 200783
11100 8815  9.76063 40023.1   -9.59165e+06 200820
11200 8819  9.76063 40122.4   -9.59819e+06 200907
11300 8821  9.76063 40211.8   -9.6013e+06 200928
11400 8824  9.76063 40293.3   -9.60698e+06 200978
11500 8827  9.76063 40398.8   -9.61093e+06 201041
11600 8829  9.76063 40497.8   -9.61487e+06 201089
11700 8832  9.76063 40597.6   -9.61857e+06 201148
11800 8835  9.76063 40687.6   -9.6243e+06 201179
11900 8835  9.88886 40765   -9.6243e+06 201179
12000 8836  9.88886 40849.9   -9.62516e+06 201196
12100 8836  9.88886 40923.3   -9.62516e+06 201196
12200 8838  9.88886 41002.2   -9.62729e+06 201200
12300 8838  9.88886 41090.6   -9.62729e+06 201200
12400 8840  9.88886 41155.5   -9.63013e+06 201196
12500 8845  9.88886 41257   -9.63866e+06 201376
12600 8846  9.88886 41340.1   -9.6401e+06 201364
12700 8850  9.88886 41430.1   -9.64642e+06 201414
12800 8855  9.88886 41525.7   -9.65408e+06 201634
12900 8856  9.88886 41593.5   -9.65445e+06 201694
13000 8856  9.88886 41676.8   -9.65445e+06 201694
13100 8859  9.88886 41756.6   -9.65807e+06 201730
13200 8863  9.97322 41846.9   -9.66382e+06 201791
13300 8864  9.97322 41934.4   -9.6654e+06 201789
13400 8866  9.97322 42015   -9.66816e+06 201806
13500 8868  9.97322 42101.8   -9.67194e+06 201820
13600 8869  9.97322 42188.1   -9.67256e+06 201855
13700 8870  9.97322 42279.1   -9.67414e+06 201846
13800 8871  9.97322 42344.3   -9.67676e+06 201883
13900 8872  9.97322 42426.1   -9.6784e+06 201887
14000 8873  9.97322 42505.2   -9.67934e+06 201899
14100 8874  9.97322 42569.1   -9.68012e+06 201921
14200 8877  9.97322 42641.4   -9.68276e+06 202024
14300 8878  9.97322 42714.2   -9.6843e+06 202021
14400 8881  9.97322 42782.3   -9.68835e+06 202072
14500 8882  9.97322 42852.1   -9.68961e+06 202071
14600 8883  9.97322 42930.9   -9.69063e+06 202079
14700 8885  9.97322 42996.3   -9.69334e+06 202072
14800 8885  9.97322 43080   -9.69334e+06 202072
14900 8887  9.97322 43158.2   -9.69664e+06 202145
15000 8888  9.97322 43223.4   -9.69822e+06 202147
15100 8889  9.97322 43286.4   -9.70001e+06 202147
15200 8890  9.97322 43342.9   -9.70157e+06 202188
15300 8891  9.97322 43419.6   -9.7034e+06 202217
15400 8891  9.97322 43476.9   -9.7034e+06 202217
15500 8893  10.0861 43562.8   -9.70551e+06 202229
15600 8894  10.0861 43632.8   -9.70606e+06 202270
15700 8896  10.0861 43701.8   -9.70914e+06 202311
15800 8897  10.0861 43772.9   -9.71114e+06 202364
15900 8898  10.1872 43842.4   -9.71193e+06 202385
16000 8900  10.1872 43903   -9.71435e+06 202403
16100 8900  10.5242 43952.3   -9.71435e+06 202403
16200 8903  10.5242 44022   -9.71833e+06 202428
16300 8904  10.5242 44076.1   -9.71993e+06 202447
16400 8904  10.5242 44142.8   -9.71993e+06 202447
16500 8907  10.5242 44200.2   -9.72489e+06 202508
16600 8909  10.5242 44267.9   -9.72703e+06 202522
16700 8909  10.5242 44335   -9.72703e+06 202522
16800 8911  10.5242 44397.8   -9.73039e+06 202547
16900 8914  10.5242 44464.3   -9.73443e+06 202556
17000 8914  10.5242 44520.1   -9.73443e+06 202556
17100 8916  10.5242 44580.5   -9.73811e+06 202597
17200 8918  10.5242 44653.9   -9.74145e+06 202627
17300 8919  10.5242 44721   -9.7434e+06 202633
17400 8919  10.5242 44777.7   -9.7434e+06 202633
17500 8920  10.5242 44837.6   -9.74555e+06 202690
17600 8922  10.5242 44902.7   -9.74839e+06 202741
17700 8922  10.5242 44957.9   -9.74839e+06 202741
17800 8927  10.5242 45019.5   -9.7571e+06 202909
17900 8928  10.5242 45102.8   -9.75837e+06 202910
18000 8930  10.5242 45166.8   -9.76022e+06 202945
18100 8930  10.5242 45235   -9.76022e+06 202945
18200 8933  10.5242 45302.5   -9.76397e+06 203067
18300 8934  10.5242 45349.9   -9.76507e+06 203082
18400 8937  10.5242 45414.5   -9.77119e+06 203173
18500 8938  10.5242 45469.2   -9.77264e+06 203183
18600 8938  10.5242 45526.1   -9.77264e+06 203183
18700 8939  10.5242 45587.8   -9.7735e+06 203199
18800 8940  10.5242 45644.2   -9.77466e+06 203200
18900 8941  10.5242 45709.8   -9.77596e+06 203215
19000 8941  10.5242 45765.6   -9.77596e+06 203215
19100 8944  10.5242 45828   -9.77909e+06 203247
19200 8944  10.5242 45887.2   -9.77909e+06 203247
19300 8947  10.5242 45958.1   -9.7829e+06 203241
19400 8949  10.5242 46010.3   -9.78558e+06 203266
19500 8949  10.5242 46067.5   -9.78558e+06 203266
19600 8951  10.5242 46124.6   -9.78857e+06 203275
19700 8952  10.5242 46180.6   -9.79061e+06 203275
19800 8953  10.5242 46241.4   -9.79294e+06 203325
19900 8954  10.5242 46297.8   -9.79441e+06 203317
20000 8954  10.5242 46349.8   -9.79441e+06 203317
20100 8956  10.5242 46411.4   -9.7962e+06 203350
20200 8960  10.5242 46475.3   -9.80252e+06 203421
20300 8961  10.5242 46526.4   -9.80452e+06 203450
20400 8961  10.5242 46575.8   -9.80452e+06 203450
20500 8962  10.5242 46636.3   -9.80668e+06 203490
20600 8962  10.5242 46690.5   -9.80668e+06 203490
20700 8962  10.6559 46738.6   -9.80668e+06 203490
20800 8964  10.6559 46785.3   -9.80901e+06 203514
20900 8964  10.6559 46835.1   -9.80901e+06 203514
21000 8964  10.6559 46884.5   -9.80901e+06 203514
21100 8964  10.6559 46931.8   -9.80901e+06 203514
21200 8965  10.6559 46972.1   -9.80957e+06 203553
21300 8965  10.6559 47017.2   -9.80957e+06 203553
21400 8965  10.6559 47069.9   -9.80957e+06 203553
21500 8965  10.6559 47123.6   -9.80957e+06 203553
21600 8965  10.6559 47189.7   -9.80957e+06 203553
21700 8965  10.6559 47244.5   -9.80957e+06 203553
21800 8967  10.6559 47300.4   -9.81261e+06 203597
21900 8967  10.6559 47354   -9.81261e+06 203597
22000 8967  10.6559 47405.8   -9.81261e+06 203597
22100 8967  10.6559 47450.4   -9.81261e+06 203597
22200 8968  10.6559 47499.8   -9.81467e+06 203623
22300 8969  10.6559 47542.9   -9.81674e+06 203649
22400 8970  10.6559 47598.4   -9.81856e+06 203650
22500 8971  10.6559 47641.6   -9.82082e+06 203692
22600 8972  10.6559 47694.8   -9.82283e+06 203718
22700 8972  10.6559 47735   -9.82283e+06 203718
22800 8972  10.6559 47779.1   -9.82283e+06 203718
22900 8972  10.6559 47819.7   -9.82283e+06 203718
23000 8973  10.6559 47865.6   -9.82499e+06 203711
23100 8973  10.6559 47908.5   -9.82499e+06 203711
23200 8973  10.6559 47948.8   -9.82499e+06 203711
23300 8974  10.6559 47992.8   -9.82672e+06 203733
23400 8974  10.6559 48036.9   -9.82672e+06 203733
23500 8975  10.6559 48086.7   -9.82858e+06 203765
23600 8975  10.6559 48144.4   -9.82858e+06 203765
23700 8975  10.8388 48188.8   -9.82858e+06 203765
23800 8975  10.8388 48227   -9.82858e+06 203765
23900 8975  10.8388 48261.4   -9.82858e+06 203765
24000 8976  10.8388 48313   -9.83069e+06 203792
24100 8976  10.8388 48355.3   -9.83069e+06 203792
24200 8976  10.8388 48395.4   -9.83069e+06 203792
24300 8976  10.8388 48438.4   -9.83069e+06 203792
24400 8977  10.8388 48489.8   -9.83272e+06 203835
24500 8979  10.8388 48527   -9.83544e+06 203871
24600 8984  10.8388 48571.3   -9.84263e+06 203865
24700 8987  10.8388 48611.2   -9.84705e+06 203882
24800 8989  10.8388 48652.3   -9.85e+06 203920
24900 8992  10.8388 48715.6   -9.85443e+06 203932
25000 8994  10.8388 48753.3   -9.85693e+06 203964
25100 8994  10.8388 48802.7   -9.85693e+06 203964
25200 8997  10.8388 48845.3   -9.86105e+06 204049
25300 9003  10.8388 48895.8   -9.86914e+06 204109
25400 9004  10.872 48933.5   -9.87036e+06 204134
25500 9005  10.872 48981.4   -9.8711e+06 204159
25600 9007  10.872 49030.7   -9.87424e+06 204162
25700 9007  10.872 49069.1   -9.87424e+06 204162
25800 9007  10.872 49110.6   -9.87424e+06 204162
25900 9008  10.872 49145.3   -9.87607e+06 204153
26000 9009  10.9977 49183.7   -9.87765e+06 204165
26100 9009  10.9977 49238.9   -9.87765e+06 204165
26200 9012  10.9977 49297.5   -9.88304e+06 204287
26300 9014  10.9977 49349.1   -9.88648e+06 204327
26400 9016  10.9977 49401   -9.88939e+06 204338
26500 9019  10.9977 49454.9   -9.8938e+06 204374
26600 9020  10.9977 49502.8   -9.89489e+06 204380
26700 9020  10.9977 49552.2   -9.89489e+06 204380
26800 9021  10.9977 49590   -9.89577e+06 204394
26900 9021  10.9977 49625.7   -9.89577e+06 204394
27000 9021  10.9977 49666.5   -9.89577e+06 204394
27100 9022  10.9977 49725.8   -9.89737e+06 204408
27200 9022  10.9977 49768.7   -9.89737e+06 204408
27300 9022  10.9977 49807.2   -9.89737e+06 204408
27400 9022  10.9977 49854.4   -9.89737e+06 204408
27500 9023  10.9977 49896.6   -9.89902e+06 204436
27600 9025  10.9977 49941.9   -9.90323e+06 204516
27700 9025  10.9977 49994.8   -9.90323e+06 204516
27800 9026  11.1525 50034.6   -9.90444e+06 204520
27900 9026  11.1525 50078.2   -9.90444e+06 204520
28000 9027  11.1525 50123.6   -9.9064e+06 204533
28100 9027  11.1525 50164.3   -9.9064e+06 204533
28200 9027  11.1525 50206.6   -9.9064e+06 204533
28300 9029  11.3176 50251.4   -9.90947e+06 204571
28400 9030  11.3176 50288.9   -9.9118e+06 204614
28500 9032  11.3176 50325.6   -9.91421e+06 204627
28600 9033  11.3176 50372.8   -9.91492e+06 204652
28700 9034  11.3176 50419.9   -9.91546e+06 204691
28800 9035  11.3176 50465.1   -9.91761e+06 204702
28900 9035  11.3176 50511.3   -9.91761e+06 204702
29000 9036  11.3176 50549.2   -9.91813e+06 204744
29100 9036  11.3176 50585.8   -9.91813e+06 204744
29200 9036  11.3176 50623.2   -9.91813e+06 204744
29300 9036  11.3176 50653.7   -9.91813e+06 204744
29400 9036  11.3176 50688.8   -9.91813e+06 204744
29500 9037  11.3176 50726   -9.91924e+06 204749
29600 9037  11.3176 50767.2   -9.91924e+06 204749
29700 9038  11.3176 50812.2   -9.92055e+06 204745
29800 9038  11.3176 50855.5   -9.92055e+06 204745
29900 9040  11.3176 50891.3   -9.92325e+06 204771
30000 9040  11.3176 50933.9   -9.92325e+06 204771
30100 9040  11.6253 50968.1   -9.92325e+06 204771
30200 9040  11.6253 51009.6   -9.92325e+06 204771
30300 9041  11.6253 51046.7   -9.92419e+06 204780
30400 9041  11.6253 51092   -9.92419e+06 204780
30500 9042  11.6253 51116.6   -9.92635e+06 204809
30600 9043  11.6253 51152.2   -9.92721e+06 204827
30700 9043  11.6253 51182.5   -9.92721e+06 204827
30800 9044  11.6253 51220.6   -9.92852e+06 204821
30900 9046  11.6253 51254.3   -9.93169e+06 204854
31000 9047  11.6253 51289.7   -9.9335e+06 204896
31100 9049  11.6253 51323.7   -9.93728e+06 204936
31200 9049  11.6253 51361.1   -9.93728e+06 204936
31300 9049  11.6253 51399.9   -9.93728e+06 204936
31400 9049  11.6253 51438.6   -9.93728e+06 204936
31500 9051  11.6253 51487   -9.94076e+06 204963
31600 9052  11.6253 51526.3   -9.94141e+06 204994
31700 9054  11.6253 51566.3   -9.94451e+06 205021
31800 9056  11.6253 51605.7   -9.94782e+06 205017
31900 9056  11.6253 51639.1   -9.94782e+06 205017
32000 9056  11.6253 51678.9   -9.94782e+06 205017
32100 9056  11.7486 51713.7   -9.94782e+06 205017
32200 9056  11.7486 51755.5   -9.94782e+06 205017
32300 9057  11.7486 51788.8   -9.94892e+06 205033
32400 9058  11.7486 51827.8   -9.95094e+06 205049
32500 9058  11.7486 51867.6   -9.95094e+06 205049
32600 9059  11.7486 51915   -9.95245e+06 205037
32700 9060  11.7486 51949.8   -9.95462e+06 205066
32800 9062  11.7486 51986.7   -9.95744e+06 205106
32900 9063  11.7486 52017.5   -9.95925e+06 205144
33000 9063  11.7486 52055.6   -9.95925e+06 205144
33100 9064  11.7486 52091.3   -9.96021e+06 205172
33200 9066  11.7486 52123.3   -9.96287e+06 205208
33300 9068  11.7486 52163.2   -9.96609e+06 205250
33400 9069  11.7486 52199.1   -9.96734e+06 205252
33500 9070  11.7486 52239.8   -9.96927e+06 205269
33600 9071  11.7486 52272.8   -9.97044e+06 205264
33700 9072  11.7486 52319.9   -9.97263e+06 205325
33800 9072  11.7486 52349.9   -9.97263e+06 205325
33900 9074  11.7486 52382.9   -9.97455e+06 205358
34000 9074  11.7486 52425.1   -9.97455e+06 205358
34100 9074  11.7486 52458.1   -9.97455e+06 205358
34200 9075  11.7486 52497   -9.97555e+06 205367
34300 9075  11.7486 52525.5   -9.97555e+06 205367
34400 9076  11.7486 52562.8   -9.97712e+06 205357
34500 9077  11.7486 52591.1   -9.97862e+06 205356
34600 9078  11.7486 52636.1   -9.98022e+06 205351
34700 9078  11.7486 52663.3   -9.98022e+06 205351
34800 9078  11.7486 52697.3   -9.98022e+06 205351
34900 9079  11.7486 52735.3   -9.98235e+06 205381
35000 9079  11.7486 52776.9   -9.98235e+06 205381
35100 9080  11.7486 52805.7   -9.98381e+06 205392
35200 9081  11.7486 52850.4   -9.9851e+06 205395
35300 9082  11.7486 52886.2   -9.98719e+06 205416
35400 9082  11.7486 52920.4   -9.98719e+06 205416
35500 9084  11.7486 52951.4   -9.98947e+06 205444
35600 9085  11.7486 52972.7   -9.99016e+06 205471
35700 9086  11.7486 53012.3   -9.99164e+06 205482
35800 9087  11.7486 53045.3   -9.99322e+06 205480
35900 9088  11.7486 53066.8   -9.99442e+06 205481
36000 9090  11.7486 53121   -9.99905e+06 205568
36100 9090  11.7486 53152.5   -9.99905e+06 205568
36200 9090  11.7486 53183.8   -9.99905e+06 205568
36300 9090  11.7486 53209.8   -9.99905e+06 205568
36400 9090  11.7486 53243.4   -9.99905e+06 205568
36500 9091  11.7486 53273.2   -1.0001e+07 205603
36600 9091  11.7486 53315.6   -1.0001e+07 205603
36700 9092  11.7486 53344.7   -1.0003e+07 205606
36800 9092  11.7513 53374.5   -1.0003e+07 205606
36900 9093  11.7513 53403.9   -1.00046e+07 205603
37000 9094  11.7513 53427   -1.0006e+07 205597
37100 9095  11.7513 53452.4   -1.00079e+07 205596
37200 9096  11.7513 53478.7   -1.00095e+07 205593
37300 9097  11.7513 53513.4   -1.00104e+07 205607
37400 9098  11.7637 53538.4   -1.00124e+07 205608
37500 9099  11.7637 53570   -1.00144e+07 205610
37600 9100  11.7637 53601.6   -1.00156e+07 205612
37700 9101  11.8614 53640.6   -1.00173e+07 205627
37800 9101  11.8614 53664.2   -1.00173e+07 205627
37900 9102  11.8614 53692   -1.00182e+07 205642
38000 9102  11.8614 53726.7   -1.00182e+07 205642
38100 9102  11.8614 53751.5   -1.00182e+07 205642
38200 9104  11.9441 53791.2   -1.00213e+07 205648
38300 9104  11.9441 53813.9   -1.00213e+07 205648
38400 9105  11.9441 53836.8   -1.00225e+07 205646
38500 9106  11.9441 53859   -1.00235e+07 205667
38600 9106  11.9441 53882.2   -1.00235e+07 205667
38700 9106  11.9441 53911   -1.00235e+07 205667
38800 9106  11.9441 53939.9   -1.00235e+07 205667
38900 9106  11.9441 53967.2   -1.00235e+07 205667
39000 9106  11.9441 53986.9   -1.00235e+07 205667
39100 9107  11.9441 54008.5   -1.00253e+07 205670
39200 9107  11.9441 54049.7   -1.00253e+07 205670
39300 9108  11.9441 54090.4   -1.00264e+07 205691
39400 9109  11.9441 54123.8   -1.00274e+07 205707
39500 9110  11.9441 54155.1   -1.003e+07 205782
39600 9111  11.9441 54180.2   -1.00312e+07 205784
39700 9111  11.9441 54212.2   -1.00312e+07 205784
39800 9111  11.9441 54233.5   -1.00312e+07 205784
39900 9111  11.9441 54267.3   -1.00312e+07 205784
40000 9111  11.9441 54288.2   -1.00312e+07 205784
