0 329  2.31741 41.0567   -108241 0
8500 5709  11.0451 19997.6   -3.25927e+07 0
8600 5714  11.0451 20070.1   -3.26498e+07 0
8700 5720  11.0942 20139.2   -3.27184e+07 0
8800 5726  11.0942 20219.9   -3.27871e+07 0
8900 5736  11.4369 20298.6   -3.29017e+07 0
9000 5742  11.4369 20369.6   -3.29706e+07 0
9100 5751  11.4369 20442.3   -3.3074e+07 0
9200 5756  11.4369 20500   -3.31315e+07 0
9300 5757  11.4369 20568.8   -3.3143e+07 0
9400 5762  11.4369 20632.3   -3.32006e+07 0
9500 5765  11.4369 20699   -3.32352e+07 0
9600 5768  11.4369 20762   -3.32698e+07 0
9700 5772  11.4369 20821   -3.3316e+07 0
9800 5776  11.4864 20889.6   -3.33622e+07 0
9900 5782  11.4864 20953.1   -3.34315e+07 0
10000 5785  11.4864 21011.3   -3.34662e+07 0
10100 5788  11.4864 21067.5   -3.35009e+07 0
10200 5792  11.4864 21119.8   -3.35473e+07 0
10300 5798  11.4864 21185.8   -3.36168e+07 0
10400 5804  11.6735 21245.3   -3.36864e+07 0
10500 5811  11.7525 21306   -3.37677e+07 0
10600 5816  11.7525 21368.2   -3.38259e+07 0
10700 5821  11.7525 21425.4   -3.3884e+07 0
10800 5827  11.8735 21486.2   -3.39539e+07 0
10900 5828  11.8735 21547.2   -3.39656e+07 0
11000 5832  11.8877 21619   -3.40122e+07 0
11100 5836  12.0469 21689.8   -3.40589e+07 0
11200 5839  12.0469 21746.5   -3.40939e+07 0
11300 5841  12.1035 21813.3   -3.41173e+07 0
11400 5844  12.1035 21871   -3.41523e+07 0
11500 5847  12.1035 21927.5   -3.41874e+07 0
11600 5848  12.1035 21979.5   -3.41991e+07 0
11700 5849  12.3605 22021.8   -3.42108e+07 0
11800 5855  12.3605 22081.5   -3.4281e+07 0
11900 5859  12.3605 22131.2   -3.43279e+07 0
12000 5863  12.3605 22191.3   -3.43748e+07 0
12100 5868  12.3605 22240.3   -3.44334e+07 0
12200 5873  12.3605 22316.3   -3.44921e+07 0
12300 5876  12.3605 22377.5   -3.45274e+07 0
12400 5880  12.3605 22424.9   -3.45744e+07 0
12500 5882  12.3605 22473.4   -3.45979e+07 0
12600 5884  12.3605 22538.8   -3.46215e+07 0
12700 5888  12.3605 22592.3   -3.46685e+07 0
12800 5891  12.3605 22651.1   -3.47039e+07 0
12900 5894  12.3605 22703.3   -3.47392e+07 0
13000 5895  12.645 22744.7   -3.4751e+07 0
13100 5897  12.645 22792.1   -3.47746e+07 0
13200 5898  12.645 22844.9   -3.47864e+07 0
13300 5904  12.645 22890.5   -3.48572e+07 0
13400 5907  12.645 22950.4   -3.48926e+07 0
13500 5909  12.645 22998.3   -3.49163e+07 0
13600 5912  12.645 23049   -3.49517e+07 0
13700 5914  12.645 23103.3   -3.49754e+07 0
13800 5917  12.645 23162   -3.50109e+07 0
13900 5920  12.645 23202   -3.50464e+07 0
14000 5923  12.645 23251.7   -3.50819e+07 0
14100 5925  12.645 23285.6   -3.51056e+07 0
14200 5928  12.645 23337.5   -3.51412e+07 0
14300 5930  12.645 23375.1   -3.51649e+07 0
14400 5932  12.645 23425.2   -3.51886e+07 0
14500 5935  12.645 23464   -3.52242e+07 0
14600 5936  12.645 23504.8   -3.52361e+07 0
14700 5937  12.645 23551.4   -3.5248e+07 0
14800 5941  12.645 23593   -3.52955e+07 0
14900 5943  12.645 23634.2   -3.53192e+07 0
15000 5944  12.645 23674.1   -3.53311e+07 0
15100 5947  12.645 23707.3   -3.53668e+07 0
15200 5948  12.645 23741.3   -3.53787e+07 0
15300 5948  12.645 23785.2   -3.53787e+07 0
15400 5952  12.645 23831.7   -3.54263e+07 0
15500 5956  12.645 23869.7   -3.54739e+07 0
15600 5958  12.645 23907.5   -3.54978e+07 0
15700 5959  12.645 23948.4   -3.55097e+07 0
15800 5961  12.645 23991   -3.55335e+07 0
15900 5962  12.645 24038.1   -3.55454e+07 0
16000 5964  12.645 24074   -3.55693e+07 0
16100 5965  12.645 24112.1   -3.55812e+07 0
16200 5965  12.645 24151.6   -3.55812e+07 0
16300 5965  12.645 24204.6   -3.55812e+07 0
16400 5966  12.645 24245.5   -3.55932e+07 0
16500 5967  12.645 24295.8   -3.56051e+07 0
16600 5970  12.645 24325.5   -3.56409e+07 0
16700 5972  12.645 24369.3   -3.56648e+07 0
16800 5973  12.645 24400   -3.56767e+07 0
16900 5975  12.645 24434.6   -3.57006e+07 0
17000 5978  12.645 24483.1   -3.57365e+07 0
17100 5979  12.645 24516.4   -3.57484e+07 0
17200 5981  12.645 24557.2   -3.57724e+07 0
17300 5984  12.645 24589.3   -3.58083e+07 0
17400 5984  12.645 24613.2   -3.58083e+07 0
17500 5987  12.645 24646.7   -3.58442e+07 0
17600 5989  12.645 24679.6   -3.58681e+07 0
17700 5990  12.645 24707.3   -3.58801e+07 0
17800 5992  12.645 24739   -3.59041e+07 0
17900 5992  12.645 24763.7   -3.59041e+07 0
18000 5992  12.645 24793.6   -3.59041e+07 0
18100 5992  12.645 24821.8   -3.59041e+07 0
18200 5995  12.645 24855.7   -3.594e+07 0
18300 5998  12.645 24886.9   -3.5976e+07 0
18400 6002  12.645 24911.5   -3.6024e+07 0
18500 6007  12.645 24942.8   -3.6084e+07 0
18600 6009  12.645 24978.3   -3.61081e+07 0
18700 6014  12.645 25019.2   -3.61682e+07 0
18800 6015  12.645 25050.6   -3.61802e+07 0
18900 6016  12.645 25079.8   -3.61923e+07 0
19000 6019  12.645 25117.6   -3.62284e+07 0
19100 6021  12.645 25152.5   -3.62524e+07 0
19200 6021  12.645 25176.1   -3.62524e+07 0
19300 6023  12.645 25207.9   -3.62765e+07 0
19400 6023  12.645 25233.1   -3.62765e+07 0
19500 6023  12.645 25256   -3.62765e+07 0
19600 6025  12.645 25279.1   -3.63006e+07 0
19700 6025  12.645 25303.4   -3.63006e+07 0
19800 6027  12.645 25330.9   -3.63247e+07 0
19900 6027  12.645 25352   -3.63247e+07 0
20000 6028  12.645 25388   -3.63368e+07 0
20100 6031  12.645 25423.8   -3.6373e+07 0
20200 6033  12.645 25448.2   -3.63971e+07 0
20300 6033  12.645 25472   -3.63971e+07 0
20400 6034  12.645 25501.5   -3.64092e+07 0
20500 6035  12.645 25532.3   -3.64212e+07 0
20600 6037  12.645 25550.9   -3.64454e+07 0
20700 6038  12.645 25583.4   -3.64574e+07 0
20800 6038  12.645 25614.8   -3.64574e+07 0
20900 6039  12.645 25638   -3.64695e+07 0
21000 6040  12.645 25663.4   -3.64816e+07 0
21100 6041  12.645 25685.6   -3.64937e+07 0
21200 6044  12.645 25719   -3.65299e+07 0
21300 6044  12.645 25744.8   -3.65299e+07 0
21400 6046  12.645 25775.9   -3.65541e+07 0
21500 6047  12.645 25808.4   -3.65662e+07 0
21600 6050  12.645 25840.1   -3.66025e+07 0
21700 6052  12.645 25867   -3.66267e+07 0
21800 6055  12.645 25890.4   -3.6663e+07 0
21900 6058  12.645 25916.8   -3.66994e+07 0
22000 6059  12.645 25945.3   -3.67115e+07 0
22100 6059  12.645 25961.8   -3.67115e+07 0
22200 6059  12.645 25985.4   -3.67115e+07 0
22300 6061  12.645 26006.9   -3.67357e+07 0
22400 6061  12.645 26031   -3.67357e+07 0
22500 6063  12.645 26058.9   -3.676e+07 0
22600 6064  12.645 26093   -3.67721e+07 0
22700 6066  12.645 26117.6   -3.67964e+07 0
22800 6066  12.645 26138.6   -3.67964e+07 0
22900 6067  12.645 26161.1   -3.68085e+07 0
23000 6067  12.645 26181.7   -3.68085e+07 0
23100 6069  12.645 26202.8   -3.68328e+07 0
23200 6070  12.645 26238.3   -3.68449e+07 0
23300 6072  12.645 26264.3   -3.68692e+07 0
23400 6072  12.645 26285.7   -3.68692e+07 0
23500 6072  12.645 26309.6   -3.68692e+07 0
23600 6073  12.645 26339   -3.68813e+07 0
23700 6077  12.645 26363.4   -3.69299e+07 0
23800 6077  12.645 26391.3   -3.69299e+07 0
23900 6077  12.645 26413.2   -3.69299e+07 0
24000 6079  12.645 26450.2   -3.69542e+07 0
24100 6079  12.645 26471.3   -3.69542e+07 0
24200 6082  12.645 26503.1   -3.69907e+07 0
24300 6083  12.645 26534   -3.70029e+07 0
24400 6086  12.645 26561.7   -3.70394e+07 0
24500 6088  12.645 26592.3   -3.70637e+07 0
24600 6089  12.645 26619.9   -3.70759e+07 0
24700 6090  12.645 26644.6   -3.70881e+07 0
24800 6091  12.645 26674.4   -3.71003e+07 0
24900 6093  12.645 26694.5   -3.71246e+07 0
25000 6094  13.0891 26726.6   -3.71368e+07 0
25100 6095  13.0891 26752.3   -3.7149e+07 0
25200 6096  13.0891 26775.8   -3.71612e+07 0
25300 6096  13.0891 26793   -3.71612e+07 0
25400 6096  13.0891 26814.3   -3.71612e+07 0
25500 6098  13.0891 26842.5   -3.71856e+07 0
25600 6100  13.0891 26873.5   -3.721e+07 0
25700 6100  13.0891 26909.6   -3.721e+07 0
25800 6101  13.0891 26938.3   -3.72222e+07 0
25900 6101  13.0891 26973.5   -3.72222e+07 0
26000 6103  13.0891 26996.9   -3.72466e+07 0
26100 6105  13.0891 27021.5   -3.7271e+07 0
26200 6105  13.0891 27048.5   -3.7271e+07 0
26300 6110  13.0891 27079.4   -3.73321e+07 0
26400 6110  13.0891 27103.9   -3.73321e+07 0
26500 6110  13.0891 27132.6   -3.73321e+07 0
26600 6112  13.0891 27156.2   -3.73565e+07 0
26700 6113  13.0891 27174.6   -3.73688e+07 0
26800 6113  13.0891 27200.9   -3.73688e+07 0
26900 6114  13.0891 27222.7   -3.7381e+07 0
27000 6114  13.0891 27241.2   -3.7381e+07 0
27100 6115  13.0891 27266.3   -3.73932e+07 0
27200 6115  13.0891 27306   -3.73932e+07 0
27300 6115  13.0891 27330.1   -3.73932e+07 0
27400 6115  13.0891 27344   -3.73932e+07 0
27500 6115  13.0891 27367.1   -3.73932e+07 0
27600 6115  13.0891 27397.6   -3.73932e+07 0
27700 6115  13.0891 27429.2   -3.73932e+07 0
27800 6115  13.0891 27450.7   -3.73932e+07 0
27900 6116  13.0891 27475.6   -3.74055e+07 0
28000 6117  13.0891 27496.9   -3.74177e+07 0
28100 6117  13.0891 27512   -3.74177e+07 0
28200 6117  13.0891 27534.8   -3.74177e+07 0
28300 6117  13.0891 27560.9   -3.74177e+07 0
28400 6117  13.0891 27578.8   -3.74177e+07 0
28500 6118  13.0891 27597.5   -3.74299e+07 0
28600 6120  13.0891 27614.7   -3.74544e+07 0
28700 6120  13.0891 27634.4   -3.74544e+07 0
28800 6121  13.0891 27651.9   -3.74666e+07 0
28900 6122  13.0891 27673.7   -3.74789e+07 0
29000 6123  13.0891 27695.1   -3.74911e+07 0
29100 6123  13.0891 27709.8   -3.74911e+07 0
29200 6123  13.0891 27724.4   -3.74911e+07 0
29300 6124  13.0891 27742.5   -3.75034e+07 0
29400 6126  13.0891 27759.4   -3.75279e+07 0
29500 6128  13.0891 27781.7   -3.75524e+07 0
29600 6128  13.0891 27799.8   -3.75524e+07 0
29700 6128  13.0891 27817.2   -3.75524e+07 0
29800 6129  13.0891 27836.2   -3.75646e+07 0
29900 6130  13.0891 27856.3   -3.75769e+07 0
30000 6130  13.0891 27881   -3.75769e+07 0
30100 6130  13.0891 27901.6   -3.75769e+07 0
30200 6131  13.0891 27916.8   -3.75892e+07 0
30300 6131  13.0891 27946.5   -3.75892e+07 0
30400 6132  13.0891 27961.3   -3.76014e+07 0
30500 6133  13.0891 27976.9   -3.76137e+07 0
30600 6135  13.0891 27997   -3.76382e+07 0
30700 6136  13.0891 28022.8   -3.76505e+07 0
30800 6136  13.0891 28042.3   -3.76505e+07 0
30900 6139  13.0891 28058.1   -3.76873e+07 0
31000 6139  13.0891 28076.9   -3.76873e+07 0
31100 6139  13.0891 28100.3   -3.76873e+07 0
31200 6140  13.0891 28115.9   -3.76996e+07 0
31300 6140  13.0891 28135.8   -3.76996e+07 0
31400 6140  13.0891 28147.5   -3.76996e+07 0
31500 6141  13.0891 28164.4   -3.77119e+07 0
31600 6141  13.0891 28179.5   -3.77119e+07 0
31700 6142  13.0891 28199.5   -3.77242e+07 0
31800 6143  13.0891 28220.3   -3.77364e+07 0
31900 6144  13.0891 28237.4   -3.77487e+07 0
32000 6144  13.0891 28259.5   -3.77487e+07 0
32100 6144  13.0891 28270.2   -3.77487e+07 0
32200 6145  13.0891 28290.5   -3.7761e+07 0
32300 6145  13.0891 28308.3   -3.7761e+07 0
32400 6145  13.0891 28325.3   -3.7761e+07 0
32500 6147  13.0891 28345.7   -3.77856e+07 0
32600 6147  13.0891 28361.7   -3.77856e+07 0
32700 6148  13.0891 28377.7   -3.77979e+07 0
32800 6149  13.0891 28395.4   -3.78102e+07 0
32900 6149  13.0891 28412.7   -3.78102e+07 0
33000 6149  13.0891 28430.9   -3.78102e+07 0
33100 6151  13.0891 28449.4   -3.78348e+07 0
33200 6152  13.0891 28468.8   -3.78471e+07 0
33300 6153  13.0891 28487.2   -3.78594e+07 0
33400 6153  13.0891 28503.3   -3.78594e+07 0
33500 6153  13.0891 28524.8   -3.78594e+07 0
33600 6153  13.0891 28540.3   -3.78594e+07 0
33700 6153  13.0891 28552.2   -3.78594e+07 0
33800 6153  13.0891 28572.6   -3.78594e+07 0
33900 6153  13.0891 28588.8   -3.78594e+07 0
34000 6153  13.0891 28602.1   -3.78594e+07 0
34100 6153  13.0891 28614.7   -3.78594e+07 0
34200 6153  13.0891 28627.1   -3.78594e+07 0
34300 6154  13.0891 28642.6   -3.78717e+07 0
34400 6155  13.0891 28652.2   -3.7884e+07 0
34500 6156  13.0891 28663   -3.78963e+07 0
34600 6157  13.0891 28675.1   -3.79086e+07 0
34700 6158  13.0891 28692.4   -3.7921e+07 0
34800 6160  13.0891 28715.7   -3.79456e+07 0
34900 6160  13.0891 28736.8   -3.79456e+07 0
35000 6160  13.0891 28746.9   -3.79456e+07 0
35100 6160  13.0891 28759.1   -3.79456e+07 0
35200 6160  13.0891 28773.7   -3.79456e+07 0
35300 6160  13.0891 28785.9   -3.79456e+07 0
35400 6160  13.0891 28800.8   -3.79456e+07 0
35500 6160  13.0891 28814.8   -3.79456e+07 0
35600 6162  13.0891 28835.2   -3.79702e+07 0
35700 6162  13.0891 28853.3   -3.79702e+07 0
35800 6163  13.0891 28867   -3.79826e+07 0
35900 6163  13.0891 28883.6   -3.79826e+07 0
36000 6164  13.0891 28907.4   -3.79949e+07 0
36100 6166  13.0891 28922.9   -3.80196e+07 0
36200 6169  13.0891 28942.2   -3.80566e+07 0
36300 6169  13.0891 28951.9   -3.80566e+07 0
36400 6170  13.0891 28965.8   -3.80689e+07 0
36500 6170  13.0891 28977   -3.80689e+07 0
36600 6170  13.0891 28991.3   -3.80689e+07 0
36700 6170  13.0891 29004.9   -3.80689e+07 0
36800 6170  13.0891 29015.6   -3.80689e+07 0
36900 6170  13.0891 29029.7   -3.80689e+07 0
37000 6170  13.0891 29043.6   -3.80689e+07 0
37100 6172  13.0891 29057.3   -3.80936e+07 0
37200 6172  13.0891 29068.9   -3.80936e+07 0
