0 328  2.00429 27.4572   -107584 0
4500 5033  9.04946 14918.8   -2.53311e+07 0
4600 5053  9.04946 15053.9   -2.55328e+07 0
4700 5066  9.04946 15170.8   -2.56644e+07 0
4800 5076  9.04946 15287.8   -2.57658e+07 0
4900 5091  9.04946 15413.1   -2.59183e+07 0
5000 5106  9.04946 15534.9   -2.60712e+07 0
5100 5117  9.04946 15630.7   -2.61837e+07 0
5200 5134  9.04946 15732.6   -2.6358e+07 0
5300 5148  9.04946 15848.2   -2.65019e+07 0
5400 5160  9.04946 15936.6   -2.66256e+07 0
5500 5175  9.04946 16032.4   -2.67806e+07 0
5600 5183  9.04946 16126.2   -2.68635e+07 0
5700 5203  9.04946 16229.2   -2.70712e+07 0
5800 5218  9.04946 16327.5   -2.72275e+07 0
5900 5233  9.04946 16421.2   -2.73843e+07 0
6000 5247  9.04946 16524.5   -2.7531e+07 0
6100 5261  9.04946 16613.2   -2.76781e+07 0
6200 5277  9.04946 16706.3   -2.78467e+07 0
6300 5287  9.04946 16788.3   -2.79524e+07 0
6400 5296  9.04946 16869.9   -2.80476e+07 0
6500 5306  9.24223 16958.2   -2.81536e+07 0
6600 5318  9.24223 17044.3   -2.82811e+07 0
6700 5326  9.24223 17130.7   -2.83663e+07 0
6800 5336  9.24223 17209.7   -2.84729e+07 0
6900 5343  9.24223 17302.8   -2.85476e+07 0
7000 5346  9.24223 17379.7   -2.85797e+07 0
7100 5357  9.24223 17460.5   -2.86974e+07 0
7200 5366  9.24223 17541.5   -2.8794e+07 0
7300 5372  9.24223 17617.1   -2.88584e+07 0
7400 5382  9.24223 17679.6   -2.89659e+07 0
7500 5395  9.24223 17756.3   -2.9106e+07 0
7600 5406  9.24223 17837.9   -2.92248e+07 0
7700 5413  9.24223 17906.6   -2.93006e+07 0
7800 5426  9.24223 17978.5   -2.94415e+07 0
7900 5436  9.24223 18040.2   -2.95501e+07 0
8000 5445  9.24223 18117.4   -2.9648e+07 0
8100 5449  9.27316 18178.5   -2.96916e+07 0
8200 5454  9.27316 18239.9   -2.97461e+07 0
8300 5461  9.48318 18297.8   -2.98225e+07 0
8400 5474  9.48318 18369.4   -2.99647e+07 0
8500 5483  9.48318 18436.8   -3.00633e+07 0
8600 5492  9.48318 18504.2   -3.01621e+07 0
8700 5501  9.48318 18575   -3.0261e+07 0
8800 5512  9.61712 18643.9   -3.03821e+07 0
8900 5521  9.61712 18703.7   -3.04814e+07 0
9000 5525  9.61712 18752.8   -3.05256e+07 0
9100 5534  9.61712 18811   -3.06252e+07 0
9200 5541  9.61712 18874.9   -3.07027e+07 0
9300 5544  9.61712 18946.2   -3.07359e+07 0
9400 5550  9.61712 19010.9   -3.08025e+07 0
9500 5558  9.65314 19080.2   -3.08914e+07 0
9600 5568  9.65314 19141.6   -3.10026e+07 0
9700 5573  9.6993 19195.4   -3.10583e+07 0
9800 5588  10.1293 19261.8   -3.12257e+07 0
9900 5596  10.1293 19333.4   -3.13152e+07 0
10000 5602  10.1293 19399.6   -3.13824e+07 0
10100 5609  10.4707 19454.5   -3.14609e+07 0
10200 5619  10.4707 19514.4   -3.15732e+07 0
10300 5628  10.4707 19568   -3.16744e+07 0
10400 5634  10.4707 19625.6   -3.1742e+07 0
10500 5642  10.4707 19690.5   -3.18322e+07 0
10600 5653  10.4707 19754.9   -3.19564e+07 0
10700 5657  10.4707 19815.3   -3.20016e+07 0
10800 5667  10.4707 19884.1   -3.21149e+07 0
10900 5677  10.4707 19979.6   -3.22283e+07 0
11000 5684  10.4707 20035.3   -3.23079e+07 0
11100 5690  10.4707 20111.9   -3.23761e+07 0
11200 5698  10.4707 20176.5   -3.24672e+07 0
11300 5703  10.4707 20248.4   -3.25242e+07 0
11400 5707  10.4707 20298.9   -3.25698e+07 0
11500 5712  10.4707 20360.6   -3.26269e+07 0
11600 5716  10.4707 20422.7   -3.26727e+07 0
11700 5724  10.4707 20475.7   -3.27642e+07 0
11800 5730  10.4707 20556.7   -3.28329e+07 0
11900 5735  10.4707 20611.9   -3.28902e+07 0
12000 5741  10.4707 20678.7   -3.29591e+07 0
12100 5746  10.4707 20736.3   -3.30165e+07 0
12200 5749  10.4707 20786.5   -3.3051e+07 0
12300 5754  10.4707 20838.6   -3.31085e+07 0
12400 5758  10.4707 20884.5   -3.31546e+07 0
12500 5764  10.4707 20941.4   -3.32237e+07 0
12600 5769  10.4707 20995.1   -3.32814e+07 0
12700 5773  10.4707 21048.1   -3.33275e+07 0
12800 5776  10.4707 21098   -3.33622e+07 0
12900 5782  10.4707 21157.8   -3.34315e+07 0
13000 5784  10.4707 21212.4   -3.34547e+07 0
13100 5788  10.4707 21257.7   -3.35009e+07 0
13200 5795  10.4707 21311.7   -3.3582e+07 0
13300 5796  10.4707 21363.9   -3.35936e+07 0
13400 5799  10.4707 21407.2   -3.36284e+07 0
13500 5802  10.4707 21456.3   -3.36632e+07 0
13600 5806  10.4707 21496.3   -3.37096e+07 0
13700 5809  10.4707 21540.3   -3.37445e+07 0
13800 5813  10.6517 21580.5   -3.3791e+07 0
13900 5817  10.6517 21635.3   -3.38375e+07 0
14000 5822  10.6517 21682   -3.38957e+07 0
14100 5826  10.6517 21728.3   -3.39423e+07 0
14200 5835  10.6517 21773.4   -3.40472e+07 0
14300 5838  10.6517 21833.8   -3.40822e+07 0
14400 5841  10.6517 21871   -3.41173e+07 0
14500 5843  10.6517 21923   -3.41406e+07 0
14600 5845  10.6517 21976.9   -3.4164e+07 0
14700 5846  10.6517 22014.4   -3.41757e+07 0
14800 5847  10.6517 22047.2   -3.41874e+07 0
14900 5852  10.6517 22092   -3.42459e+07 0
15000 5855  10.6517 22133.1   -3.4281e+07 0
15100 5858  10.6517 22178.3   -3.43162e+07 0
15200 5862  10.6517 22214.9   -3.4363e+07 0
15300 5868  10.6517 22258.3   -3.44334e+07 0
15400 5872  10.6517 22307.9   -3.44804e+07 0
15500 5873  10.6517 22352.4   -3.44921e+07 0
15600 5874  10.6517 22391.9   -3.45039e+07 0
15700 5875  10.6517 22436.8   -3.45156e+07 0
15800 5879  10.6517 22483.1   -3.45626e+07 0
15900 5887  10.6517 22526.9   -3.46568e+07 0
16000 5891  10.6517 22577.9   -3.47039e+07 0
16100 5893  10.6517 22614.9   -3.47274e+07 0
16200 5898  10.6517 22657.6   -3.47864e+07 0
16300 5901  10.6517 22702.3   -3.48218e+07 0
16400 5904  10.6517 22738.5   -3.48572e+07 0
16500 5906  10.6517 22778.5   -3.48808e+07 0
16600 5908  10.6517 22810.4   -3.49045e+07 0
16700 5912  10.6517 22846.8   -3.49517e+07 0
16800 5918  10.6517 22885.6   -3.50227e+07 0
16900 5923  10.6517 22927   -3.50819e+07 0
17000 5926  10.6517 22965.8   -3.51175e+07 0
17100 5928  10.6517 23009.1   -3.51412e+07 0
17200 5928  10.6517 23040.1   -3.51412e+07 0
17300 5933  10.6517 23074.1   -3.52005e+07 0
17400 5936  10.6517 23111.6   -3.52361e+07 0
17500 5941  10.6517 23148.2   -3.52955e+07 0
17600 5943  10.6517 23181.7   -3.53192e+07 0
17700 5944  10.6517 23213   -3.53311e+07 0
17800 5946  10.6517 23242.9   -3.53549e+07 0
17900 5947  10.6517 23270.7   -3.53668e+07 0
18000 5951  10.6517 23311   -3.54144e+07 0
18100 5954  10.6517 23351.7   -3.54501e+07 0
18200 5956  10.6517 23376.6   -3.54739e+07 0
18300 5960  10.6517 23413   -3.55216e+07 0
18400 5962  10.6517 23437.4   -3.55454e+07 0
18500 5964  10.6517 23468.2   -3.55693e+07 0
18600 5966  10.6517 23504.1   -3.55932e+07 0
18700 5966  10.6517 23541.9   -3.55932e+07 0
18800 5968  10.6517 23586.7   -3.5617e+07 0
18900 5971  10.6517 23621.9   -3.56528e+07 0
19000 5971  10.6517 23651.1   -3.56528e+07 0
19100 5974  10.6517 23688.5   -3.56887e+07 0
19200 5977  10.6517 23718.5   -3.57245e+07 0
19300 5977  10.6517 23751.9   -3.57245e+07 0
19400 5979  10.6517 23776.4   -3.57484e+07 0
19500 5982  10.6517 23805.6   -3.57843e+07 0
19600 5987  10.6517 23831.3   -3.58442e+07 0
19700 5987  10.7055 23858   -3.58442e+07 0
19800 5987  10.7055 23884   -3.58442e+07 0
19900 5987  10.7055 23909.2   -3.58442e+07 0
20000 5987  10.7055 23941.8   -3.58442e+07 0
20100 5988  10.7055 23964   -3.58561e+07 0
20200 5989  10.7055 23991.4   -3.58681e+07 0
20300 5991  10.7055 24024.1   -3.58921e+07 0
20400 5991  10.7055 24056.7   -3.58921e+07 0
20500 5993  10.7055 24087.2   -3.5916e+07 0
20600 5994  10.7055 24112.4   -3.5928e+07 0
20700 5995  10.7055 24141.2   -3.594e+07 0
20800 5996  10.7055 24175   -3.5952e+07 0
20900 5996  10.7055 24198.2   -3.5952e+07 0
21000 5997  10.7055 24229.9   -3.5964e+07 0
21100 5998  10.7055 24256.7   -3.5976e+07 0
21200 6000  10.7055 24286.2   -3.6e+07 0
21300 6001  10.7055 24313.1   -3.6012e+07 0
21400 6003  10.7055 24346.6   -3.6036e+07 0
21500 6005  10.7055 24380.7   -3.606e+07 0
21600 6009  10.7055 24417.6   -3.61081e+07 0
21700 6011  10.7055 24443.5   -3.61321e+07 0
21800 6015  10.7055 24480.2   -3.61802e+07 0
21900 6016  10.7055 24522   -3.61923e+07 0
22000 6017  10.7055 24556.5   -3.62043e+07 0
22100 6021  10.7055 24605.7   -3.62524e+07 0
22200 6024  10.7055 24650.5   -3.62886e+07 0
22300 6028  10.7055 24683.5   -3.63368e+07 0
22400 6029  10.7055 24710.1   -3.63488e+07 0
22500 6034  10.7055 24740.5   -3.64092e+07 0
22600 6034  10.7055 24765.2   -3.64092e+07 0
22700 6037  10.7055 24804   -3.64454e+07 0
22800 6039  10.7055 24827.2   -3.64695e+07 0
22900 6041  10.7055 24852.5   -3.64937e+07 0
23000 6043  10.7055 24882.7   -3.65178e+07 0
23100 6043  10.7055 24909.9   -3.65178e+07 0
23200 6047  10.7055 24957.3   -3.65662e+07 0
23300 6048  10.7055 24976.6   -3.65783e+07 0
23400 6049  10.7055 24997.6   -3.65904e+07 0
23500 6049  10.7055 25030.4   -3.65904e+07 0
23600 6049  10.7055 25057.5   -3.65904e+07 0
23700 6049  10.7055 25080   -3.65904e+07 0
23800 6052  10.7055 25113.8   -3.66267e+07 0
23900 6055  10.7055 25160.3   -3.6663e+07 0
24000 6055  10.7055 25182   -3.6663e+07 0
24100 6057  10.7055 25210.9   -3.66872e+07 0
24200 6058  10.7055 25238.7   -3.66994e+07 0
24300 6060  10.7055 25282.6   -3.67236e+07 0
24400 6060  10.7055 25306.6   -3.67236e+07 0
24500 6062  10.7055 25335.4   -3.67478e+07 0
24600 6064  10.837 25360.8   -3.67721e+07 0
24700 6068  10.837 25391.7   -3.68206e+07 0
24800 6070  10.837 25419   -3.68449e+07 0
24900 6071  10.837 25443.5   -3.6857e+07 0
25000 6071  10.837 25462.6   -3.6857e+07 0
25100 6071  10.837 25486.8   -3.6857e+07 0
25200 6072  10.837 25512   -3.68692e+07 0
25300 6074  10.837 25531.6   -3.68935e+07 0
25400 6077  10.837 25561.6   -3.69299e+07 0
25500 6078  10.837 25585.3   -3.69421e+07 0
25600 6078  10.837 25607.3   -3.69421e+07 0
25700 6080  10.837 25634.5   -3.69664e+07 0
25800 6082  10.837 25657.6   -3.69907e+07 0
25900 6082  10.837 25682.2   -3.69907e+07 0
26000 6084  10.837 25710.7   -3.70151e+07 0
26100 6089  10.837 25741.9   -3.70759e+07 0
26200 6092  10.837 25770.2   -3.71125e+07 0
26300 6092  10.837 25792.4   -3.71125e+07 0
26400 6092  10.837 25814.2   -3.71125e+07 0
26500 6093  10.837 25843.5   -3.71246e+07 0
26600 6095  10.837 25867   -3.7149e+07 0
26700 6096  10.837 25889.1   -3.71612e+07 0
26800 6096  10.837 25909.9   -3.71612e+07 0
26900 6098  10.837 25933   -3.71856e+07 0
27000 6100  10.837 25955.6   -3.721e+07 0
27100 6102  10.837 25974.7   -3.72344e+07 0
27200 6105  10.837 26006.1   -3.7271e+07 0
27300 6107  10.837 26026.2   -3.72954e+07 0
27400 6112  10.837 26046.3   -3.73565e+07 0
27500 6115  10.837 26067.5   -3.73932e+07 0
27600 6115  10.837 26087.3   -3.73932e+07 0
27700 6116  10.837 26115.4   -3.74055e+07 0
27800 6117  10.837 26137.2   -3.74177e+07 0
27900 6119  10.837 26160.8   -3.74422e+07 0
28000 6121  10.837 26183.3   -3.74666e+07 0
28100 6122  10.837 26208.9   -3.74789e+07 0
28200 6125  10.837 26243   -3.75156e+07 0
28300 6127  10.837 26275.1   -3.75401e+07 0
28400 6131  10.837 26308.4   -3.75892e+07 0
28500 6132  10.8757 26341.5   -3.76014e+07 0
28600 6133  10.8757 26369.2   -3.76137e+07 0
28700 6133  10.8757 26396.4   -3.76137e+07 0
28800 6134  10.8757 26423.3   -3.7626e+07 0
28900 6135  10.8757 26445.1   -3.76382e+07 0
29000 6139  10.8757 26470.5   -3.76873e+07 0
29100 6143  10.8757 26496.8   -3.77364e+07 0
29200 6146  10.8757 26523.9   -3.77733e+07 0
29300 6148  10.8757 26545.5   -3.77979e+07 0
29400 6148  10.8757 26568.1   -3.77979e+07 0
29500 6148  10.8757 26599.5   -3.77979e+07 0
29600 6150  10.8757 26622.8   -3.78225e+07 0
29700 6150  10.8757 26660.8   -3.78225e+07 0
29800 6153  10.8757 26685.9   -3.78594e+07 0
29900 6155  10.8757 26714.2   -3.7884e+07 0
30000 6156  10.8757 26731   -3.78963e+07 0
30100 6158  10.8757 26757.5   -3.7921e+07 0
30200 6160  10.8757 26779.3   -3.79456e+07 0
30300 6160  10.8757 26801.2   -3.79456e+07 0
30400 6161  10.8757 26817.7   -3.79579e+07 0
30500 6163  10.8757 26845.7   -3.79826e+07 0
30600 6165  10.8757 26863.1   -3.80072e+07 0
30700 6166  10.8757 26884.1   -3.80196e+07 0
30800 6166  10.8757 26905.5   -3.80196e+07 0
30900 6168  10.9522 26931.9   -3.80442e+07 0
31000 6169  10.9522 26952.6   -3.80566e+07 0
31100 6172  10.9522 26990.6   -3.80936e+07 0
31200 6173  11.1002 27013.7   -3.81059e+07 0
31300 6176  11.1002 27031.7   -3.8143e+07 0
31400 6178  11.1002 27051   -3.81677e+07 0
31500 6179  11.1002 27077.5   -3.818e+07 0
31600 6179  11.1002 27105.7   -3.818e+07 0
31700 6180  11.1002 27122.3   -3.81924e+07 0
31800 6180  11.1002 27150.3   -3.81924e+07 0
31900 6182  11.1002 27171.2   -3.82171e+07 0
32000 6183  11.1002 27194.1   -3.82295e+07 0
32100 6183  11.2201 27214.5   -3.82295e+07 0
32200 6183  11.2538 27236.3   -3.82295e+07 0
32300 6184  11.2538 27263.3   -3.82419e+07 0
32400 6184  11.2538 27285.2   -3.82419e+07 0
32500 6184  11.2538 27304.1   -3.82419e+07 0
32600 6184  11.2538 27323.6   -3.82419e+07 0
32700 6185  11.2538 27349.6   -3.82542e+07 0
32800 6185  11.2538 27368.5   -3.82542e+07 0
32900 6185  11.2538 27386.1   -3.82542e+07 0
33000 6185  11.2538 27413.1   -3.82542e+07 0
33100 6187  11.2538 27428.6   -3.8279e+07 0
33200 6187  11.2538 27446.6   -3.8279e+07 0
33300 6189  11.2538 27468.9   -3.83037e+07 0
33400 6189  11.2538 27492.2   -3.83037e+07 0
33500 6189  11.2538 27512.2   -3.83037e+07 0
33600 6191  11.2538 27530.9   -3.83285e+07 0
33700 6192  11.2538 27548.7   -3.83409e+07 0
33800 6193  11.2538 27566.9   -3.83532e+07 0
33900 6194  11.2538 27586.4   -3.83656e+07 0
34000 6194  11.2538 27601.1   -3.83656e+07 0
34100 6194  11.2538 27627.5   -3.83656e+07 0
34200 6195  11.2538 27650.2   -3.8378e+07 0
34300 6195  11.2538 27666.6   -3.8378e+07 0
34400 6195  11.2538 27680.2   -3.8378e+07 0
34500 6196  11.2538 27704.2   -3.83904e+07 0
34600 6197  11.2947 27722.9   -3.84028e+07 0
34700 6198  11.2947 27744.1   -3.84152e+07 0
34800 6199  11.2947 27768.7   -3.84276e+07 0
34900 6199  11.2947 27784.8   -3.84276e+07 0
35000 6199  11.2947 27809.4   -3.84276e+07 0
35100 6200  11.2947 27825.7   -3.844e+07 0
35200 6202  11.2947 27846.8   -3.84648e+07 0
35300 6202  11.3392 27866.2   -3.84648e+07 0
35400 6203  11.3392 27883.9   -3.84772e+07 0
35500 6204  11.3392 27903.4   -3.84896e+07 0
35600 6204  11.3392 27915.8   -3.84896e+07 0
35700 6205  11.3473 27938.2   -3.8502e+07 0
35800 6206  11.3473 27960.3   -3.85144e+07 0
35900 6207  11.3473 27980.1   -3.85268e+07 0
36000 6209  11.3473 28001.3   -3.85517e+07 0
36100 6209  11.3473 28018.1   -3.85517e+07 0
36200 6210  11.3473 28030.6   -3.85641e+07 0
36300 6211  11.3473 28046.4   -3.85765e+07 0
36400 6211  11.3473 28063.1   -3.85765e+07 0
36500 6211  11.3473 28077.5   -3.85765e+07 0
36600 6211  11.3473 28092.8   -3.85765e+07 0
36700 6213  11.3473 28116   -3.86014e+07 0
36800 6214  11.4459 28133   -3.86138e+07 0
36900 6215  11.4459 28145.5   -3.86262e+07 0
37000 6217  11.4459 28155   -3.86511e+07 0
37100 6218  11.4459 28174.8   -3.86635e+07 0
37200 6218  11.4459 28193.3   -3.86635e+07 0
37300 6218  11.4459 28205.2   -3.86635e+07 0
37400 6219  11.4459 28228.1   -3.8676e+07 0
37500 6220  11.4459 28248.2   -3.86884e+07 0
37600 6221  11.4459 28265.5   -3.87008e+07 0
37700 6221  11.4459 28278.5   -3.87008e+07 0
37800 6224  11.4459 28305.3   -3.87382e+07 0
37900 6224  11.4459 28323.5   -3.87382e+07 0
38000 6225  11.4459 28338.4   -3.87506e+07 0
38100 6226  11.4459 28354.3   -3.87631e+07 0
38200 6227  11.4459 28370   -3.87755e+07 0
38300 6227  11.4459 28383.6   -3.87755e+07 0
38400 6227  11.4459 28396.8   -3.87755e+07 0
38500 6227  11.4459 28413   -3.87755e+07 0
38600 6228  11.4459 28433.9   -3.8788e+07 0
38700 6230  11.4459 28451.8   -3.88129e+07 0
38800 6230  11.4459 28470.3   -3.88129e+07 0
38900 6230  11.4459 28484.4   -3.88129e+07 0
39000 6231  11.4459 28502.2   -3.88254e+07 0
39100 6231  11.4459 28518.9   -3.88254e+07 0
39200 6232  11.4459 28532   -3.88378e+07 0
39300 6232  11.4459 28541.5   -3.88378e+07 0
39400 6233  11.4459 28557.2   -3.88503e+07 0
39500 6234  11.4459 28574.6   -3.88628e+07 0
39600 6234  11.4459 28588   -3.88628e+07 0
39700 6235  11.4459 28600.9   -3.88752e+07 0
39800 6236  11.4474 28615   -3.88877e+07 0
39900 6238  11.4474 28628.9   -3.89126e+07 0
40000 6239  11.4474 28642.1   -3.89251e+07 0
