0 14  0.351759 2.38769   -192 0.346939
7400 5029  6.09196 15051.5   -4.72811e+06 131856
7500 5033  6.09196 15111.9   -4.73298e+06 131917
7600 5038  6.13047 15169.5   -4.74042e+06 132042
7700 5042  6.13047 15222.3   -4.74646e+06 132173
7800 5046  6.13047 15278.3   -4.75237e+06 132239
7900 5048  6.13047 15327.2   -4.75472e+06 132229
8000 5053  6.13047 15376.9   -4.75995e+06 132365
8100 5058  6.15217 15432.1   -4.76777e+06 132523
8200 5061  6.19793 15475.7   -4.77236e+06 132646
8300 5065  6.22366 15512   -4.77807e+06 132739
8400 5066  6.22366 15553.2   -4.77884e+06 132774
8500 5069  6.22366 15597.4   -4.78362e+06 132873
8600 5071  6.22366 15650.5   -4.78616e+06 132896
8700 5076  6.2532 15699.9   -4.79435e+06 133072
8800 5077  6.2532 15740.6   -4.7957e+06 133076
8900 5081  6.2532 15784   -4.80085e+06 133278
9000 5083  6.2777 15832.9   -4.80306e+06 133287
9100 5084  6.28715 15879.8   -4.80427e+06 133264
9200 5089  6.28715 15929.8   -4.80898e+06 133344
9300 5095  6.28715 15974.1   -4.81641e+06 133469
9400 5098  6.28715 16012.1   -4.82042e+06 133491
9500 5099  6.30355 16049.3   -4.82107e+06 133520
9600 5107  6.50847 16097.9   -4.82914e+06 133729
9700 5109  6.50847 16131.8   -4.83155e+06 133754
9800 5110  6.50847 16166.9   -4.83283e+06 133752
9900 5112  6.50847 16211.2   -4.83552e+06 133800
10000 5117  6.50847 16245.7   -4.84172e+06 133861
10100 5119  6.50847 16284   -4.84384e+06 133893
10200 5122  6.50847 16319.5   -4.84744e+06 133941
10300 5127  6.56027 16362.6   -4.85442e+06 134056
10400 5129  6.56027 16400.3   -4.85722e+06 134104
10500 5130  6.63171 16433.2   -4.85892e+06 134096
10600 5132  6.63171 16460.1   -4.86077e+06 134126
10700 5134  6.63171 16494.7   -4.86344e+06 134229
10800 5137  6.63171 16537   -4.86664e+06 134322
10900 5138  6.63171 16569.7   -4.86777e+06 134334
11000 5142  6.63171 16603   -4.87355e+06 134399
11100 5144  6.63171 16631.1   -4.87636e+06 134474
11200 5147  6.63171 16663.1   -4.87979e+06 134529
11300 5148  6.63171 16690.5   -4.88148e+06 134586
11400 5150  6.63171 16718.5   -4.88408e+06 134701
11500 5152  6.63171 16749.6   -4.88658e+06 134763
11600 5154  6.63171 16777.4   -4.88903e+06 134763
11700 5157  6.63171 16811.1   -4.89305e+06 134751
11800 5159  6.65395 16833   -4.89533e+06 134756
11900 5162  6.67313 16860   -4.89819e+06 134820
12000 5163  6.67313 16883   -4.8996e+06 134820
12100 5164  6.67313 16910.4   -4.90114e+06 134820
12200 5169  6.67313 16940.1   -4.90757e+06 134884
12300 5172  6.67313 16973.8   -4.91048e+06 134916
12400 5174  6.67313 17003.6   -4.91379e+06 134993
12500 5176  6.7188 17031.6   -4.91618e+06 135000
12600 5179  6.7188 17053.4   -4.91924e+06 135051
12700 5181  6.7188 17082   -4.92284e+06 135107
12800 5185  6.7188 17114.3   -4.92858e+06 135230
12900 5190  6.7188 17141.6   -4.9345e+06 135377
13000 5194  6.7738 17161.9   -4.93924e+06 135436
13100 5198  6.7738 17186.5   -4.94426e+06 135497
13200 5200  6.7738 17215.9   -4.94687e+06 135493
13300 5202  6.7738 17247.8   -4.95016e+06 135634
13400 5206  6.7738 17272.6   -4.95592e+06 135695
13500 5209  6.7738 17303.5   -4.95946e+06 135767
13600 5211  6.804 17331.6   -4.96212e+06 135775
13700 5211  6.804 17355.2   -4.96212e+06 135775
13800 5213  6.804 17386.4   -4.96484e+06 135797
13900 5219  6.804 17410   -4.97235e+06 135864
14000 5220  6.804 17433.7   -4.9733e+06 135888
14100 5221  6.804 17451.8   -4.97444e+06 135922
14200 5225  6.804 17480.6   -4.97901e+06 135998
14300 5228  6.804 17507.8   -4.98227e+06 136084
14400 5230  6.804 17529.6   -4.98394e+06 136130
14500 5234  6.804 17552.4   -4.98907e+06 136200
14600 5238  6.804 17579.9   -4.99536e+06 136248
14700 5241  6.804 17604.4   -4.99864e+06 136282
14800 5242  6.84916 17624.4   -4.99925e+06 136329
14900 5247  6.84916 17643.4   -5.00565e+06 136385
15000 5249  6.95043 17668.4   -5.00753e+06 136417
15100 5249  6.95043 17692.3   -5.00753e+06 136417
15200 5252  6.95043 17715.2   -5.01093e+06 136432
15300 5255  6.95043 17736.4   -5.01559e+06 136540
15400 5259  6.95043 17759.2   -5.02026e+06 136620
15500 5261  6.95043 17778.6   -5.02301e+06 136682
15600 5262  6.95043 17800   -5.02478e+06 136678
15700 5263  6.95043 17821.9   -5.02599e+06 136676
15800 5263  6.95043 17839.4   -5.02599e+06 136676
15900 5266  6.95043 17855.8   -5.02983e+06 136705
16000 5266  6.95043 17875   -5.02983e+06 136705
16100 5268  6.95043 17895.1   -5.03251e+06 136718
16200 5275  6.95043 17917.8   -5.04095e+06 136843
16300 5275  6.95043 17928.9   -5.04095e+06 136843
16400 5276  6.95043 17948.8   -5.04184e+06 136879
16500 5276  6.95043 17968.8   -5.04184e+06 136879
16600 5278  6.95043 17983.7   -5.0453e+06 136903
16700 5280  6.95043 18002.3   -5.04791e+06 136870
16800 5280  6.95043 18015.7   -5.04791e+06 136870
16900 5283  6.95043 18036.1   -5.05226e+06 136892
17000 5287  6.95043 18054.9   -5.05746e+06 137034
17100 5290  6.95043 18072.7   -5.06169e+06 137116
17200 5294  6.95043 18089.6   -5.06548e+06 137225
17300 5296  6.95043 18110.1   -5.06809e+06 137257
17400 5300  6.95043 18133   -5.0746e+06 137319
17500 5301  6.95043 18155.7   -5.07537e+06 137351
17600 5302  6.95043 18170.9   -5.07668e+06 137341
17700 5303  6.97823 18194.4   -5.07805e+06 137318
17800 5305  6.97823 18216.3   -5.07989e+06 137378
17900 5305  6.97823 18229.8   -5.07989e+06 137378
18000 5308  6.97823 18250   -5.08411e+06 137504
18100 5311  6.97823 18271.1   -5.0892e+06 137544
18200 5312  6.97823 18289.3   -5.09034e+06 137588
18300 5313  6.97823 18308.4   -5.09159e+06 137572
18400 5317  6.97823 18327.2   -5.09777e+06 137713
18500 5319  6.97823 18348.7   -5.10075e+06 137736
18600 5322  6.97823 18369.4   -5.10396e+06 137766
18700 5324  6.97823 18387.1   -5.10715e+06 137787
18800 5324  6.97823 18401.7   -5.10715e+06 137787
18900 5326  6.97823 18418.2   -5.10946e+06 137841
19000 5327  6.97823 18432.9   -5.11033e+06 137860
19100 5329  6.97823 18448.8   -5.11269e+06 137902
19200 5330  6.97823 18465.4   -5.11369e+06 137936
19300 5334  6.97823 18482.5   -5.12078e+06 138120
19400 5338  6.97823 18502.6   -5.1257e+06 138247
19500 5339  6.97823 18521.8   -5.12663e+06 138259
19600 5341  6.97823 18534   -5.12967e+06 138274
19700 5344  6.97823 18550.8   -5.13527e+06 138431
19800 5345  6.97823 18571.4   -5.1364e+06 138418
19900 5346  6.97823 18593.4   -5.13783e+06 138410
20000 5348  6.97823 18606.8   -5.1398e+06 138434
20100 5353  6.97823 18624.5   -5.14542e+06 138587
20200 5355  6.97823 18640   -5.14895e+06 138668
20300 5358  6.97823 18654.8   -5.15314e+06 138721
20400 5362  6.97823 18670   -5.15845e+06 138841
20500 5365  6.97823 18687.6   -5.16216e+06 138880
20600 5366  6.97823 18705.3   -5.16356e+06 138928
20700 5367  6.97823 18719.8   -5.16499e+06 138970
20800 5369  6.97823 18733   -5.16776e+06 139081
20900 5371  6.97823 18748.3   -5.17106e+06 139083
21000 5375  6.97823 18759.9   -5.17698e+06 139199
21100 5376  7.03846 18773.5   -5.17901e+06 139289
21200 5376  7.03846 18786.5   -5.17901e+06 139289
21300 5379  7.03846 18798.4   -5.18437e+06 139367
21400 5380  7.03846 18815   -5.18608e+06 139361
21500 5382  7.03846 18830.2   -5.18853e+06 139409
21600 5386  7.03846 18842.8   -5.19449e+06 139463
21700 5387  7.03846 18857.8   -5.19555e+06 139501
21800 5389  7.03846 18869.7   -5.19768e+06 139543
21900 5392  7.03846 18889   -5.20112e+06 139599
22000 5394  7.03846 18901.2   -5.20355e+06 139639
22100 5394  7.03846 18915   -5.20355e+06 139639
22200 5397  7.03846 18933.7   -5.20826e+06 139740
22300 5397  7.17303 18944.4   -5.20826e+06 139740
22400 5399  7.17303 18959.4   -5.21018e+06 139767
22500 5401  7.17303 18972   -5.212e+06 139812
22600 5404  7.17303 18991.6   -5.21639e+06 139918
22700 5405  7.17303 19003.1   -5.21767e+06 139927
22800 5406  7.17303 19014.8   -5.21902e+06 139974
22900 5409  7.17303 19034.2   -5.22316e+06 140090
23000 5412  7.17303 19050.9   -5.22748e+06 140214
23100 5413  7.17303 19068.6   -5.22885e+06 140228
23200 5413  7.17303 19083.1   -5.22885e+06 140228
23300 5415  7.17303 19097.6   -5.23156e+06 140243
23400 5417  7.17303 19108.3   -5.23374e+06 140273
23500 5418  7.17303 19122.9   -5.23482e+06 140288
23600 5421  7.17303 19138.4   -5.23886e+06 140303
23700 5422  7.17303 19150.7   -5.2401e+06 140334
23800 5424  7.17303 19167.7   -5.24263e+06 140407
23900 5427  7.17303 19181.5   -5.24618e+06 140427
24000 5430  7.17303 19197.1   -5.24883e+06 140512
24100 5432  7.17303 19211.3   -5.25071e+06 140532
24200 5433  7.17303 19226.7   -5.25294e+06 140611
24300 5436  7.17303 19241.4   -5.25678e+06 140630
24400 5437  7.17303 19254.2   -5.25816e+06 140622
24500 5440  7.17303 19269.8   -5.26131e+06 140693
24600 5442  7.17303 19286   -5.26329e+06 140779
24700 5443  7.17303 19300.4   -5.26458e+06 140814
24800 5443  7.17303 19314.2   -5.26458e+06 140814
24900 5445  7.17303 19326.1   -5.26752e+06 140812
25000 5446  7.17303 19343.2   -5.26882e+06 140803
25100 5447  7.17303 19356.1   -5.27032e+06 140825
25200 5447  7.17303 19368   -5.27032e+06 140825
25300 5450  7.17303 19385.6   -5.27364e+06 140871
25400 5451  7.17303 19398   -5.27506e+06 140923
25500 5454  7.17303 19411.9   -5.27995e+06 140941
25600 5458  7.17303 19429.7   -5.28573e+06 140999
25700 5459  7.17303 19441.6   -5.28712e+06 140992
25800 5459  7.17303 19454   -5.28712e+06 140992
25900 5461  7.17303 19466   -5.28963e+06 141030
26000 5462  7.17303 19481.5   -5.29093e+06 141085
26100 5465  7.17303 19497.3   -5.2951e+06 141091
26200 5466  7.17303 19508.1   -5.29595e+06 141126
26300 5469  7.17303 19520.3   -5.29956e+06 141189
26400 5470  7.17303 19530.9   -5.30064e+06 141209
26500 5472  7.17303 19539.3   -5.30363e+06 141216
26600 5473  7.28526 19552.6   -5.3053e+06 141211
26700 5475  7.28526 19567.5   -5.3085e+06 141258
26800 5476  7.28526 19585   -5.30937e+06 141274
26900 5478  7.28526 19601.1   -5.3122e+06 141355
27000 5479  7.28526 19613.4   -5.3143e+06 141420
27100 5482  7.28526 19621   -5.31846e+06 141538
27200 5484  7.28526 19632   -5.32157e+06 141652
27300 5485  7.28526 19646   -5.32268e+06 141657
27400 5487  7.28526 19660.5   -5.32568e+06 141687
27500 5487  7.28526 19671.5   -5.32568e+06 141687
27600 5488  7.28526 19682.3   -5.32723e+06 141703
27700 5490  7.28526 19693.7   -5.32964e+06 141717
27800 5492  7.28526 19706.4   -5.33223e+06 141776
27900 5495  7.28526 19717.3   -5.33684e+06 141875
28000 5498  7.28526 19731.5   -5.34007e+06 141934
28100 5499  7.28526 19743.9   -5.34142e+06 141968
28200 5499  7.28526 19753.3   -5.34142e+06 141968
28300 5501  7.28526 19766.3   -5.34436e+06 141984
28400 5503  7.28526 19773.9   -5.34719e+06 142025
28500 5503  7.28526 19781.7   -5.34719e+06 142025
28600 5503  7.28526 19792.8   -5.34719e+06 142025
28700 5505  7.28526 19805.1   -5.34963e+06 142065
28800 5507  7.28526 19819   -5.3521e+06 142057
28900 5509  7.28526 19833.4   -5.35542e+06 142080
29000 5513  7.28526 19847.8   -5.36117e+06 142226
29100 5514  7.28526 19860.6   -5.36288e+06 142313
29200 5515  7.28526 19879.3   -5.36404e+06 142350
29300 5516  7.28526 19895.2   -5.36594e+06 142378
29400 5516  7.28526 19905   -5.36594e+06 142378
29500 5516  7.28526 19916.5   -5.36594e+06 142378
29600 5519  7.28526 19934.3   -5.37018e+06 142408
29700 5519  7.28526 19942.9   -5.37018e+06 142408
29800 5520  7.28526 19951.7   -5.37175e+06 142440
29900 5520  7.28526 19963.6   -5.37175e+06 142440
30000 5521  7.28526 19973.2   -5.37379e+06 142483
30100 5522  7.28526 19988.7   -5.37575e+06 142539
30200 5523  7.28526 20001.1   -5.37679e+06 142549
30300 5524  7.28526 20012.7   -5.37791e+06 142548
30400 5527  7.28526 20023.2   -5.38289e+06 142612
30500 5531  7.28526 20036.4   -5.38966e+06 142778
30600 5531  7.28526 20044.5   -5.38966e+06 142778
30700 5531  7.28526 20056.4   -5.38966e+06 142778
30800 5532  7.28526 20069   -5.39088e+06 142809
30900 5533  7.28526 20080.9   -5.39294e+06 142878
31000 5535  7.28526 20092.6   -5.39626e+06 142935
31100 5538  7.28526 20106   -5.40004e+06 142960
31200 5541  7.28526 20117   -5.40401e+06 143080
31300 5543  7.28526 20130.4   -5.40751e+06 143153
31400 5544  7.28526 20142.6   -5.4089e+06 143173
31500 5545  7.28526 20158.8   -5.41026e+06 143157
31600 5546  7.28526 20165.4   -5.41187e+06 143221
31700 5547  7.28526 20175.8   -5.4132e+06 143226
31800 5548  7.28526 20187.6   -5.41529e+06 143287
31900 5550  7.28526 20199.7   -5.41843e+06 143374
32000 5551  7.28526 20213.5   -5.41914e+06 143406
32100 5554  7.28526 20223.1   -5.42246e+06 143458
32200 5554  7.28526 20233.4   -5.42246e+06 143458
32300 5557  7.28526 20241.3   -5.42751e+06 143614
32400 5560  7.28526 20253.6   -5.43144e+06 143689
32500 5560  7.28526 20269.4   -5.43144e+06 143689
32600 5561  7.32321 20283.4   -5.43244e+06 143717
32700 5562  7.32321 20295   -5.43309e+06 143753
32800 5564  7.32321 20307.4   -5.43619e+06 143833
32900 5565  7.32321 20318.7   -5.43708e+06 143859
33000 5566  7.32321 20324.5   -5.43859e+06 143852
33100 5566  7.32321 20335.4   -5.43859e+06 143852
33200 5568  7.32321 20353.7   -5.44092e+06 143920
33300 5569  7.32321 20365.7   -5.4423e+06 143927
33400 5571  7.32321 20373   -5.44444e+06 143940
33500 5571  7.32321 20380.2   -5.44444e+06 143940
33600 5572  7.32321 20390.6   -5.4452e+06 143965
33700 5572  7.32666 20400.6   -5.4452e+06 143965
33800 5574  7.32666 20415.1   -5.44714e+06 144056
33900 5574  7.32666 20427   -5.44714e+06 144056
34000 5575  7.32666 20439   -5.44849e+06 144073
34100 5580  7.32666 20454.6   -5.45574e+06 144186
34200 5582  7.43019 20464   -5.4581e+06 144206
34300 5584  7.43019 20479.6   -5.46083e+06 144233
34400 5587  7.43019 20495.4   -5.46432e+06 144281
34500 5589  7.43019 20506.9   -5.46716e+06 144325
34600 5591  7.43019 20520.5   -5.47008e+06 144405
34700 5596  7.43019 20541.5   -5.47672e+06 144578
34800 5597  7.43019 20550   -5.47886e+06 144592
34900 5597  7.43019 20561.3   -5.47886e+06 144592
35000 5599  7.43019 20574.6   -5.48144e+06 144620
35100 5600  7.43019 20585.7   -5.4827e+06 144641
35200 5602  7.43019 20597.1   -5.48528e+06 144684
35300 5602  7.43019 20609.3   -5.48528e+06 144684
35400 5603  7.43019 20617.1   -5.48641e+06 144678
35500 5603  7.43019 20625.6   -5.48641e+06 144678
35600 5604  7.43019 20637.3   -5.48755e+06 144682
35700 5606  7.43019 20650.5   -5.48993e+06 144770
35800 5606  7.43019 20659.9   -5.48993e+06 144770
35900 5610  7.43019 20670.5   -5.49478e+06 144915
36000 5610  7.45187 20686   -5.49478e+06 144915
36100 5611  7.45187 20695.8   -5.4963e+06 144994
36200 5612  7.45187 20707.9   -5.49771e+06 145043
36300 5612  7.45187 20715.6   -5.49771e+06 145043
36400 5612  7.45187 20728.1   -5.49771e+06 145043
36500 5613  7.45187 20739.9   -5.49889e+06 145060
36600 5613  7.45187 20751.3   -5.49889e+06 145060
36700 5613  7.45187 20759   -5.49889e+06 145060
36800 5614  7.45187 20770.7   -5.49981e+06 145068
36900 5614  7.45187 20778.3   -5.49981e+06 145068
37000 5616  7.45187 20783   -5.50436e+06 145228
37100 5618  7.45187 20794.4   -5.50589e+06 145288
37200 5619  7.45187 20804.2   -5.50699e+06 145295
37300 5620  7.45187 20818.2   -5.50866e+06 145262
37400 5621  7.45187 20829   -5.51047e+06 145308
37500 5621  7.45187 20837.3   -5.51047e+06 145308
37600 5622  7.45187 20850.5   -5.51139e+06 145324
37700 5622  7.45187 20862.6   -5.51139e+06 145324
37800 5622  7.45187 20871.1   -5.51139e+06 145324
37900 5622  7.45187 20880.9   -5.51139e+06 145324
38000 5622  7.45187 20891.8   -5.51139e+06 145324
38100 5623  7.45187 20902.5   -5.51282e+06 145359
38200 5623  7.45187 20910.3   -5.51282e+06 145359
38300 5625  7.5212 20917.9   -5.51565e+06 145369
38400 5625  7.5212 20926   -5.51565e+06 145369
38500 5626  7.5212 20933.5   -5.5175e+06 145446
38600 5629  7.5212 20944.5   -5.52235e+06 145564
38700 5629  7.5212 20953.6   -5.52235e+06 145564
38800 5631  7.5212 20960.1   -5.52473e+06 145615
38900 5631  7.5212 20970   -5.52473e+06 145615
39000 5632  7.58749 20982.6   -5.52641e+06 145605
39100 5633  7.58749 20990.4   -5.52801e+06 145667
39200 5633  7.58749 20998.2   -5.52801e+06 145667
39300 5634  7.58749 21011   -5.52974e+06 145690
39400 5636  7.58749 21019   -5.53263e+06 145739
39500 5638  7.58749 21028.2   -5.53572e+06 145774
39600 5638  7.58749 21034.2   -5.53572e+06 145774
39700 5643  7.58749 21044.9   -5.54441e+06 145870
39800 5644  7.58749 21052.9   -5.54624e+06 145906
39900 5646  7.58749 21058.9   -5.54923e+06 145950
40000 5647  7.58749 21069.3   -5.5503e+06 145970
