0 317  1.42442 19.6122   -100489 0
4500 5122  10.4583 15767.3   -2.62349e+07 0
4600 5143  10.4583 15883.7   -2.64504e+07 0
4700 5164  10.4583 16031.7   -2.66669e+07 0
4800 5179  10.4583 16164.2   -2.6822e+07 0
4900 5190  10.4635 16281.1   -2.69361e+07 0
5000 5219  10.4934 16413.1   -2.7238e+07 0
5100 5233  10.4934 16544.7   -2.73843e+07 0
5200 5245  10.4934 16671.6   -2.751e+07 0
5300 5260  10.539 16786.4   -2.76676e+07 0
5400 5280  10.539 16908.3   -2.78784e+07 0
5500 5294  10.539 17025.4   -2.80264e+07 0
5600 5310  10.539 17146   -2.81961e+07 0
5700 5323  10.539 17265.9   -2.83343e+07 0
5800 5336  10.539 17380.5   -2.84729e+07 0
5900 5349  10.7756 17502.4   -2.86118e+07 0
6000 5361  10.7756 17627.7   -2.87403e+07 0
6100 5372  10.7756 17736.8   -2.88584e+07 0
6200 5387  10.7756 17853.1   -2.90198e+07 0
6300 5396  10.7756 17949.9   -2.91168e+07 0
6400 5410  10.7756 18058.1   -2.92681e+07 0
6500 5422  10.7756 18179.4   -2.93981e+07 0
6600 5434  10.7756 18281.7   -2.95284e+07 0
6700 5444  10.7756 18400.3   -2.96371e+07 0
6800 5454  10.7756 18502.2   -2.97461e+07 0
6900 5461  10.7756 18587.9   -2.98225e+07 0
7000 5469  10.7756 18681.4   -2.991e+07 0
7100 5477  10.7756 18784.5   -2.99975e+07 0
7200 5483  10.7756 18863.3   -3.00633e+07 0
7300 5496  10.7756 18962.3   -3.0206e+07 0
7400 5505  10.7756 19038.9   -3.0305e+07 0
7500 5514  10.7756 19125.9   -3.04042e+07 0
7600 5522  10.7988 19202   -3.04925e+07 0
7700 5526  10.7988 19276.9   -3.05367e+07 0
7800 5538  10.7988 19365.9   -3.06694e+07 0
7900 5542  10.7988 19448.3   -3.07138e+07 0
8000 5551  10.7988 19528.6   -3.08136e+07 0
8100 5557  10.8476 19604.6   -3.08802e+07 0
8200 5564  11.0304 19689.4   -3.09581e+07 0
8300 5569  11.0304 19772.3   -3.10138e+07 0
8400 5577  11.0304 19860.3   -3.11029e+07 0
8500 5581  11.0304 19942.8   -3.11476e+07 0
8600 5588  11.0304 20022.8   -3.12257e+07 0
8700 5592  11.0304 20090.3   -3.12705e+07 0
8800 5598  11.0304 20160.8   -3.13376e+07 0
8900 5602  11.0304 20220.9   -3.13824e+07 0
9000 5607  11.0304 20307.9   -3.14384e+07 0
9100 5611  11.2637 20382.3   -3.14833e+07 0
9200 5614  11.2637 20453.3   -3.1517e+07 0
9300 5619  11.2637 20510.9   -3.15732e+07 0
9400 5625  11.2637 20577.3   -3.16406e+07 0
9500 5629  11.2637 20642.8   -3.16856e+07 0
9600 5641  11.5107 20717   -3.18209e+07 0
9700 5646  11.5107 20790.4   -3.18773e+07 0
9800 5652  11.5107 20859.7   -3.19451e+07 0
9900 5656  11.5107 20937.6   -3.19903e+07 0
10000 5663  11.5107 21011.1   -3.20696e+07 0
10100 5666  11.5107 21074.5   -3.21036e+07 0
10200 5671  11.5107 21130.7   -3.21602e+07 0
10300 5685  11.5107 21213.9   -3.23192e+07 0
10400 5688  11.5107 21281.5   -3.23533e+07 0
10500 5693  11.5107 21343.1   -3.24102e+07 0
10600 5701  11.5107 21406.3   -3.25014e+07 0
10700 5708  11.5107 21473.1   -3.25813e+07 0
10800 5715  11.5107 21536.9   -3.26612e+07 0
10900 5718  11.5107 21599.1   -3.26955e+07 0
11000 5730  11.5107 21668.8   -3.28329e+07 0
11100 5744  11.5107 21745.7   -3.29935e+07 0
11200 5745  11.5107 21811.7   -3.3005e+07 0
11300 5754  11.5107 21876.2   -3.31085e+07 0
11400 5761  11.5107 21939.7   -3.31891e+07 0
11500 5766  11.5107 21998.8   -3.32468e+07 0
11600 5769  11.5107 22049.8   -3.32814e+07 0
11700 5774  11.5362 22109   -3.33391e+07 0
11800 5778  11.5362 22173.8   -3.33853e+07 0
11900 5785  11.5362 22233.9   -3.34662e+07 0
12000 5792  11.5362 22284.4   -3.35473e+07 0
12100 5798  11.5362 22335.3   -3.36168e+07 0
12200 5802  11.5362 22390.5   -3.36632e+07 0
12300 5807  11.5362 22443.5   -3.37212e+07 0
12400 5809  11.5362 22496.7   -3.37445e+07 0
12500 5815  11.5362 22542.8   -3.38142e+07 0
12600 5822  11.5362 22597.9   -3.38957e+07 0
12700 5827  11.5362 22655.9   -3.39539e+07 0
12800 5836  11.5362 22712.6   -3.40589e+07 0
12900 5843  11.6354 22769.1   -3.41406e+07 0
13000 5850  11.6354 22829.7   -3.42225e+07 0
13100 5853  11.6354 22876   -3.42576e+07 0
13200 5861  11.6354 22935.5   -3.43513e+07 0
13300 5868  11.6354 22985.7   -3.44334e+07 0
13400 5874  11.6354 23032.7   -3.45039e+07 0
13500 5878  11.6354 23075.9   -3.45509e+07 0
13600 5883  11.6354 23124.9   -3.46097e+07 0
13700 5886  11.6354 23170.9   -3.4645e+07 0
13800 5895  11.6354 23222.8   -3.4751e+07 0
13900 5899  11.6354 23268.5   -3.47982e+07 0
14000 5901  11.6354 23317   -3.48218e+07 0
14100 5903  11.6354 23370.5   -3.48454e+07 0
14200 5905  11.6354 23416.6   -3.4869e+07 0
14300 5909  11.6354 23467.4   -3.49163e+07 0
14400 5914  11.6354 23519.9   -3.49754e+07 0
14500 5916  11.6354 23560.8   -3.49991e+07 0
14600 5920  11.6354 23614.5   -3.50464e+07 0
14700 5925  11.6354 23654.4   -3.51056e+07 0
14800 5929  11.6354 23700   -3.5153e+07 0
14900 5940  11.6354 23750.8   -3.52836e+07 0
15000 5942  11.6354 23796.4   -3.53074e+07 0
15100 5951  11.6354 23842.4   -3.54144e+07 0
15200 5955  11.6354 23888.7   -3.5462e+07 0
15300 5956  11.6354 23932.2   -3.54739e+07 0
15400 5959  11.6354 23981   -3.55097e+07 0
15500 5967  11.6354 24034.1   -3.56051e+07 0
15600 5969  11.6354 24064.3   -3.5629e+07 0
15700 5975  11.6354 24113.8   -3.57006e+07 0
15800 5979  11.6354 24158.9   -3.57484e+07 0
15900 5984  11.6354 24200.1   -3.58083e+07 0
16000 5987  11.6354 24235.3   -3.58442e+07 0
16100 5990  11.6354 24300.2   -3.58801e+07 0
16200 6002  11.6354 24348.1   -3.6024e+07 0
16300 6007  11.6354 24383.4   -3.6084e+07 0
16400 6010  11.6354 24428.3   -3.61201e+07 0
16500 6013  11.6354 24469.2   -3.61562e+07 0
16600 6017  11.6354 24516.9   -3.62043e+07 0
16700 6020  11.6354 24546.1   -3.62404e+07 0
16800 6027  11.6354 24579.8   -3.63247e+07 0
16900 6031  11.6354 24613.4   -3.6373e+07 0
17000 6032  11.6354 24647.8   -3.6385e+07 0
17100 6038  11.6354 24701.3   -3.64574e+07 0
17200 6045  11.6354 24750.9   -3.6542e+07 0
17300 6048  11.6354 24795.6   -3.65783e+07 0
17400 6051  11.6354 24831.7   -3.66146e+07 0
17500 6051  11.6354 24868.5   -3.66146e+07 0
17600 6052  11.6354 24899.1   -3.66267e+07 0
17700 6056  11.8132 24940.8   -3.66751e+07 0
17800 6061  11.8132 24978.6   -3.67357e+07 0
17900 6061  11.8132 25009.1   -3.67357e+07 0
18000 6062  11.8132 25050.2   -3.67478e+07 0
18100 6065  11.8132 25097.9   -3.67842e+07 0
18200 6068  11.8132 25135.2   -3.68206e+07 0
18300 6073  11.8556 25172   -3.68813e+07 0
18400 6076  11.8556 25210.6   -3.69178e+07 0
18500 6081  11.8556 25244.6   -3.69786e+07 0
18600 6084  11.8556 25274.6   -3.70151e+07 0
18700 6086  11.8556 25318.5   -3.70394e+07 0
18800 6088  11.8556 25351.5   -3.70637e+07 0
18900 6091  11.8556 25384   -3.71003e+07 0
19000 6095  11.8556 25408.3   -3.7149e+07 0
19100 6097  11.8556 25438.7   -3.71734e+07 0
19200 6099  11.9867 25467.4   -3.71978e+07 0
19300 6104  11.9867 25508.5   -3.72588e+07 0
19400 6107  11.9867 25542   -3.72954e+07 0
19500 6111  11.9867 25578.4   -3.73443e+07 0
19600 6114  11.9867 25621.2   -3.7381e+07 0
19700 6116  11.9867 25650.9   -3.74055e+07 0
19800 6119  11.9867 25686.2   -3.74422e+07 0
19900 6121  11.9867 25722.7   -3.74666e+07 0
20000 6123  12.1141 25755.2   -3.74911e+07 0
20100 6125  12.1141 25791   -3.75156e+07 0
20200 6126  12.1141 25827.2   -3.75279e+07 0
20300 6128  12.4405 25861.4   -3.75524e+07 0
20400 6131  12.4405 25895.5   -3.75892e+07 0
20500 6133  12.4405 25922   -3.76137e+07 0
20600 6135  12.4405 25959   -3.76382e+07 0
20700 6137  12.4405 25996.4   -3.76628e+07 0
20800 6140  12.4405 26026.1   -3.76996e+07 0
20900 6140  12.4405 26068.4   -3.76996e+07 0
21000 6143  12.4405 26109.7   -3.77364e+07 0
21100 6145  12.4405 26137   -3.7761e+07 0
21200 6145  12.4405 26162.1   -3.7761e+07 0
21300 6149  12.4405 26193.6   -3.78102e+07 0
21400 6150  12.4405 26218.2   -3.78225e+07 0
21500 6151  12.4405 26252.5   -3.78348e+07 0
21600 6154  12.4936 26279   -3.78717e+07 0
21700 6155  12.4936 26306.2   -3.7884e+07 0
21800 6157  12.4936 26344.7   -3.79086e+07 0
21900 6158  12.4936 26370.9   -3.7921e+07 0
22000 6161  12.4936 26413.6   -3.79579e+07 0
22100 6162  12.4936 26443.1   -3.79702e+07 0
22200 6162  12.4936 26466.4   -3.79702e+07 0
22300 6162  12.4936 26493.6   -3.79702e+07 0
22400 6163  12.4936 26515.1   -3.79826e+07 0
22500 6165  12.4936 26535.9   -3.80072e+07 0
22600 6166  12.4936 26555.8   -3.80196e+07 0
22700 6167  12.4936 26580.6   -3.80319e+07 0
22800 6168  12.4936 26609.2   -3.80442e+07 0
22900 6170  12.4936 26626.7   -3.80689e+07 0
23000 6172  12.4936 26650.2   -3.80936e+07 0
23100 6174  12.4936 26677   -3.81183e+07 0
23200 6175  12.4936 26702.6   -3.81306e+07 0
23300 6175  12.4936 26727   -3.81306e+07 0
23400 6177  12.4936 26756.3   -3.81553e+07 0
23500 6181  12.5868 26783.8   -3.82048e+07 0
23600 6181  12.5868 26802.1   -3.82048e+07 0
23700 6184  12.5868 26829.3   -3.82419e+07 0
23800 6185  12.5868 26844.1   -3.82542e+07 0
23900 6187  12.5868 26858.1   -3.8279e+07 0
24000 6190  12.5868 26883.7   -3.83161e+07 0
24100 6191  12.5868 26905.8   -3.83285e+07 0
24200 6193  12.5868 26929.2   -3.83532e+07 0
24300 6194  12.5868 26952.4   -3.83656e+07 0
24400 6194  12.5868 26973.6   -3.83656e+07 0
24500 6195  12.5868 26988.9   -3.8378e+07 0
24600 6196  12.5868 27009.3   -3.83904e+07 0
24700 6196  12.5868 27029.2   -3.83904e+07 0
24800 6197  12.5868 27041.5   -3.84028e+07 0
24900 6197  12.5868 27070.2   -3.84028e+07 0
25000 6197  12.5868 27091.8   -3.84028e+07 0
25100 6197  12.5868 27109.7   -3.84028e+07 0
25200 6200  12.5868 27138.8   -3.844e+07 0
25300 6201  12.5868 27162.7   -3.84524e+07 0
25400 6202  12.5868 27178   -3.84648e+07 0
25500 6202  12.5868 27197.6   -3.84648e+07 0
25600 6203  12.5868 27231.9   -3.84772e+07 0
25700 6204  12.5868 27255.7   -3.84896e+07 0
25800 6205  12.5868 27279   -3.8502e+07 0
25900 6207  12.5868 27295.4   -3.85268e+07 0
26000 6211  12.5868 27316.3   -3.85765e+07 0
26100 6211  12.5868 27334.1   -3.85765e+07 0
26200 6212  12.5868 27354.7   -3.85889e+07 0
26300 6214  12.5868 27389.2   -3.86138e+07 0
26400 6216  12.5868 27409.9   -3.86387e+07 0
26500 6216  12.5868 27430.8   -3.86387e+07 0
26600 6216  12.5868 27448.3   -3.86387e+07 0
26700 6216  12.5868 27465.4   -3.86387e+07 0
26800 6218  12.5868 27494.2   -3.86635e+07 0
26900 6220  12.5868 27517.3   -3.86884e+07 0
27000 6222  12.5868 27543.3   -3.87133e+07 0
27100 6224  12.5868 27565.1   -3.87382e+07 0
27200 6224  12.5868 27581.8   -3.87382e+07 0
27300 6224  12.5868 27597.3   -3.87382e+07 0
27400 6225  12.5868 27616.7   -3.87506e+07 0
27500 6226  12.5868 27640.4   -3.87631e+07 0
27600 6228  12.5868 27667.6   -3.8788e+07 0
27700 6229  12.5868 27684.3   -3.88004e+07 0
27800 6229  12.5868 27705.9   -3.88004e+07 0
27900 6230  12.5868 27722.6   -3.88129e+07 0
28000 6232  12.5868 27742.1   -3.88378e+07 0
28100 6232  12.5868 27763.6   -3.88378e+07 0
28200 6233  12.5868 27785.5   -3.88503e+07 0
28300 6233  12.5868 27806.2   -3.88503e+07 0
28400 6233  12.5868 27819   -3.88503e+07 0
28500 6233  12.5868 27833.5   -3.88503e+07 0
28600 6234  12.5868 27849.2   -3.88628e+07 0
28700 6234  12.5868 27864.2   -3.88628e+07 0
28800 6235  12.5868 27885.6   -3.88752e+07 0
28900 6236  12.5868 27909.2   -3.88877e+07 0
29000 6237  12.5868 27932.8   -3.89002e+07 0
29100 6237  12.5868 27950.6   -3.89002e+07 0
29200 6237  12.5868 27966.6   -3.89002e+07 0
29300 6238  12.5868 27978.4   -3.89126e+07 0
29400 6238  12.5868 27994.4   -3.89126e+07 0
29500 6240  12.5868 28015   -3.89376e+07 0
29600 6240  12.5868 28042.1   -3.89376e+07 0
29700 6241  12.5868 28056.4   -3.89501e+07 0
29800 6244  12.5868 28080.7   -3.89875e+07 0
29900 6244  12.5868 28095.1   -3.89875e+07 0
30000 6244  12.5868 28113.5   -3.89875e+07 0
30100 6246  12.5868 28134.5   -3.90125e+07 0
30200 6246  12.5868 28154.6   -3.90125e+07 0
30300 6247  12.5868 28171.5   -3.9025e+07 0
30400 6247  12.5868 28187.6   -3.9025e+07 0
30500 6250  12.5868 28212.6   -3.90625e+07 0
30600 6251  12.5868 28226.1   -3.9075e+07 0
30700 6253  12.5868 28244.9   -3.91e+07 0
30800 6254  12.5868 28256.7   -3.91125e+07 0
30900 6254  12.5868 28279.4   -3.91125e+07 0
31000 6254  12.5868 28298.2   -3.91125e+07 0
31100 6254  12.5868 28322.5   -3.91125e+07 0
31200 6254  12.5868 28345.8   -3.91125e+07 0
31300 6254  12.5868 28360.2   -3.91125e+07 0
31400 6255  12.5868 28374.8   -3.9125e+07 0
31500 6256  12.5868 28395.5   -3.91375e+07 0
31600 6256  12.5868 28420.8   -3.91375e+07 0
31700 6256  12.5868 28450.4   -3.91375e+07 0
31800 6256  12.5868 28464.7   -3.91375e+07 0
31900 6257  12.5868 28489.1   -3.915e+07 0
32000 6258  12.5868 28507.3   -3.91626e+07 0
32100 6258  12.5868 28527.9   -3.91626e+07 0
32200 6258  12.5868 28551.1   -3.91626e+07 0
32300 6258  12.5868 28566.6   -3.91626e+07 0
32400 6259  12.5868 28587.3   -3.91751e+07 0
32500 6259  12.5868 28601.8   -3.91751e+07 0
32600 6260  12.5868 28616.3   -3.91876e+07 0
32700 6260  12.5868 28633.7   -3.91876e+07 0
32800 6261  12.7119 28653.3   -3.92001e+07 0
32900 6261  12.7119 28666.4   -3.92001e+07 0
33000 6261  12.7119 28688.5   -3.92001e+07 0
33100 6263  12.7119 28711.9   -3.92252e+07 0
33200 6263  12.7119 28728.2   -3.92252e+07 0
33300 6263  12.7119 28740.2   -3.92252e+07 0
33400 6264  12.7119 28763.4   -3.92377e+07 0
33500 6266  12.7119 28784.9   -3.92628e+07 0
33600 6266  12.7119 28815.3   -3.92628e+07 0
33700 6266  12.7119 28826.8   -3.92628e+07 0
33800 6267  12.7119 28849.6   -3.92753e+07 0
33900 6269  12.7119 28874.1   -3.93004e+07 0
34000 6270  12.7119 28892.1   -3.93129e+07 0
34100 6270  12.7119 28905.6   -3.93129e+07 0
34200 6270  12.7119 28921.6   -3.93129e+07 0
34300 6271  12.7119 28940.3   -3.93254e+07 0
34400 6272  12.7119 28957.6   -3.9338e+07 0
34500 6273  12.7119 28967.1   -3.93505e+07 0
34600 6273  12.7119 28985.1   -3.93505e+07 0
34700 6274  12.7119 29000.7   -3.93631e+07 0
34800 6274  12.7119 29019.1   -3.93631e+07 0
34900 6276  12.7119 29040.2   -3.93882e+07 0
35000 6276  12.7119 29059.7   -3.93882e+07 0
35100 6276  12.7119 29086.8   -3.93882e+07 0
35200 6276  12.7119 29100.3   -3.93882e+07 0
35300 6277  12.7119 29115.5   -3.94007e+07 0
35400 6277  12.7119 29137.7   -3.94007e+07 0
35500 6278  12.7119 29157.1   -3.94133e+07 0
35600 6278  12.7119 29171.5   -3.94133e+07 0
35700 6278  12.7119 29186.5   -3.94133e+07 0
35800 6279  12.7119 29206.4   -3.94258e+07 0
35900 6279  12.7119 29217.5   -3.94258e+07 0
36000 6279  12.7119 29231.9   -3.94258e+07 0
36100 6281  12.7119 29253.2   -3.9451e+07 0
36200 6281  12.7119 29271.6   -3.9451e+07 0
36300 6283  12.7119 29286.2   -3.94761e+07 0
36400 6283  12.7119 29303.3   -3.94761e+07 0
36500 6283  12.7119 29319.4   -3.94761e+07 0
36600 6283  12.7119 29333   -3.94761e+07 0
36700 6283  12.7119 29348.1   -3.94761e+07 0
36800 6283  12.7119 29366.7   -3.94761e+07 0
36900 6283  12.7447 29385.9   -3.94761e+07 0
37000 6283  12.7447 29396.2   -3.94761e+07 0
37100 6283  12.7447 29418.8   -3.94761e+07 0
37200 6283  12.7447 29429.4   -3.94761e+07 0
37300 6284  12.7447 29446.8   -3.94887e+07 0
37400 6284  12.7447 29461.4   -3.94887e+07 0
37500 6284  12.7447 29472.4   -3.94887e+07 0
37600 6284  12.7447 29486.7   -3.94887e+07 0
37700 6287  12.7447 29504.4   -3.95264e+07 0
37800 6289  12.7447 29517.2   -3.95515e+07 0
37900 6289  12.7447 29530.7   -3.95515e+07 0
38000 6289  12.7447 29546.8   -3.95515e+07 0
38100 6289  12.7447 29556.9   -3.95515e+07 0
38200 6289  12.7447 29570.2   -3.95515e+07 0
38300 6290  12.7447 29583.8   -3.95641e+07 0
38400 6290  12.7447 29600.5   -3.95641e+07 0
