0 392  2.05623 19.7266   -31524 1748.39
11400 9001  10.0661 41401.7   -9.87201e+06 202710
11500 9003  10.0661 41522.3   -9.87514e+06 202725
11600 9006  10.0661 41649.3   -9.87935e+06 202732
11700 9007  10.1342 41767.1   -9.88069e+06 202748
11800 9008  10.1342 41883.6   -9.8822e+06 202772
11900 9011  10.1342 42002.9   -9.88827e+06 202850
12000 9013  10.2765 42126.8   -9.89241e+06 202897
12100 9014  10.3014 42242.5   -9.89526e+06 202994
12200 9015  10.3014 42338.7   -9.8963e+06 203005
12300 9015  10.3014 42448.5   -9.8963e+06 203005
12400 9015  10.3014 42545.1   -9.8963e+06 203005
12500 9017  10.3014 42657.5   -9.90013e+06 203088
12600 9019  10.3014 42772   -9.9048e+06 203212
12700 9025  10.3014 42870.8   -9.91404e+06 203366
12800 9027  10.3014 42969.4   -9.91676e+06 203380
12900 9028  10.4111 43078.3   -9.91772e+06 203395
13000 9031  10.4111 43183.3   -9.92318e+06 203405
13100 9031  10.4111 43282.9   -9.92318e+06 203405
13200 9032  10.4111 43383.8   -9.92528e+06 203433
13300 9034  10.4111 43475   -9.92754e+06 203499
13400 9034  10.4111 43565.9   -9.92754e+06 203499
13500 9036  10.4111 43657.1   -9.93007e+06 203504
13600 9036  10.4111 43764   -9.93007e+06 203504
13700 9038  10.4111 43865.6   -9.93279e+06 203519
13800 9044  10.4231 43965.7   -9.9426e+06 203638
13900 9044  10.5544 44059.8   -9.9426e+06 203638
14000 9044  10.5544 44161.7   -9.9426e+06 203638
14100 9045  10.5544 44244   -9.94418e+06 203653
14200 9047  10.5544 44335.5   -9.94617e+06 203678
14300 9050  10.5544 44421.3   -9.95053e+06 203726
14400 9052  10.5544 44515.5   -9.95336e+06 203762
14500 9052  10.5544 44594.3   -9.95336e+06 203762
14600 9053  10.8142 44699.9   -9.95569e+06 203775
14700 9055  10.8142 44798.9   -9.95888e+06 203793
14800 9055  10.8142 44888.3   -9.95888e+06 203793
14900 9056  10.8142 44979.9   -9.95982e+06 203807
15000 9056  10.8142 45050.5   -9.95982e+06 203807
15100 9057  10.8142 45123.9   -9.96164e+06 203827
15200 9057  10.8142 45204.6   -9.96164e+06 203827
15300 9059  11.1614 45288.6   -9.96513e+06 203869
15400 9061  11.1614 45362.3   -9.96885e+06 203914
15500 9062  11.1614 45448.9   -9.97073e+06 203916
15600 9063  11.1614 45521.2   -9.97294e+06 203915
15700 9064  11.1614 45597.1   -9.97493e+06 203960
15800 9064  11.1614 45668.2   -9.97493e+06 203960
15900 9066  11.1614 45742.5   -9.97716e+06 203970
16000 9067  11.1614 45818.7   -9.97855e+06 203984
16100 9067  11.1614 45888.8   -9.97855e+06 203984
16200 9067  11.1614 45958.9   -9.97855e+06 203984
16300 9068  11.1614 46033.1   -9.9805e+06 204013
16400 9071  11.1614 46110.1   -9.98506e+06 204072
16500 9076  11.1614 46190.6   -9.9912e+06 204134
16600 9078  11.1614 46270.8   -9.99412e+06 204154
16700 9078  11.2089 46345.7   -9.99412e+06 204154
16800 9079  11.2089 46420   -9.99603e+06 204189
16900 9080  11.2089 46488.3   -9.99771e+06 204215
17000 9080  11.2089 46554.8   -9.99771e+06 204215
17100 9082  11.4547 46613.3   -1.00005e+07 204238
17200 9083  11.4547 46675.5   -1.00034e+07 204339
17300 9083  11.4547 46744.7   -1.00034e+07 204339
17400 9084  11.4547 46804.2   -1.00051e+07 204361
17500 9086  11.4547 46875.5   -1.00091e+07 204399
17600 9087  11.5853 46946.2   -1.00104e+07 204410
17700 9089  11.5853 47012.2   -1.00136e+07 204422
17800 9090  11.5853 47066.7   -1.00152e+07 204417
17900 9091  11.5853 47119.6   -1.0017e+07 204443
18000 9091  11.5853 47184   -1.0017e+07 204443
18100 9094  11.5853 47246.7   -1.00222e+07 204509
18200 9094  11.5853 47315   -1.00222e+07 204509
18300 9095  11.5853 47373.2   -1.00234e+07 204521
18400 9099  11.5853 47439.8   -1.0029e+07 204605
18500 9099  11.5853 47500.5   -1.0029e+07 204605
18600 9099  11.5853 47562.7   -1.0029e+07 204605
18700 9099  11.5853 47612.5   -1.0029e+07 204605
18800 9100  11.5853 47666.6   -1.00304e+07 204606
18900 9101  11.5853 47739.6   -1.00326e+07 204647
19000 9101  11.5853 47796   -1.00326e+07 204647
19100 9102  11.5853 47859.1   -1.0034e+07 204660
19200 9102  11.5853 47917.2   -1.0034e+07 204660
19300 9103  11.5853 47969.9   -1.00354e+07 204661
19400 9105  11.5853 48039.7   -1.00396e+07 204763
19500 9106  11.7726 48110.3   -1.00415e+07 204776
19600 9107  11.7726 48181.6   -1.00432e+07 204794
19700 9108  11.7726 48244.1   -1.0045e+07 204811
19800 9108  11.7726 48295.6   -1.0045e+07 204811
19900 9109  11.7726 48345.1   -1.00464e+07 204822
20000 9109  11.7726 48401.5   -1.00464e+07 204822
20100 9111  11.7726 48454.2   -1.00495e+07 204865
20200 9112  11.7726 48516.1   -1.00512e+07 204864
20300 9112  11.7726 48561.4   -1.00512e+07 204864
20400 9114  11.7726 48621   -1.00547e+07 204927
20500 9115  11.7726 48671.2   -1.00562e+07 204935
20600 9115  11.7726 48719.1   -1.00562e+07 204935
20700 9116  11.7726 48767.2   -1.00576e+07 204948
20800 9117  11.7726 48825.2   -1.00589e+07 204952
20900 9118  11.7726 48886.4   -1.0061e+07 204986
21000 9119  11.7726 48934.4   -1.00615e+07 205031
21100 9119  11.7726 48987.7   -1.00615e+07 205031
21200 9119  11.7726 49035.7   -1.00615e+07 205031
21300 9120  11.7726 49094.5   -1.00638e+07 205059
21400 9121  11.7726 49156.8   -1.00644e+07 205090
21500 9121  11.7726 49211.3   -1.00644e+07 205090
21600 9122  11.8057 49260.3   -1.00651e+07 205122
21700 9123  11.8057 49312.9   -1.00672e+07 205151
21800 9124  11.8057 49363.4   -1.00692e+07 205152
21900 9125  11.8057 49411.9   -1.00716e+07 205208
22000 9126  11.8057 49459.1   -1.0073e+07 205202
22100 9126  11.8617 49506.2   -1.0073e+07 205202
22200 9127  11.8617 49548.4   -1.00739e+07 205215
22300 9127  11.8617 49606.1   -1.00739e+07 205215
22400 9129  11.8617 49661.1   -1.00766e+07 205260
22500 9129  11.8617 49700.4   -1.00766e+07 205260
22600 9131  11.8617 49768.2   -1.0079e+07 205288
22700 9133  11.8617 49828.3   -1.00819e+07 205356
22800 9134  11.8617 49870   -1.00832e+07 205380
22900 9134  11.8617 49909.6   -1.00832e+07 205380
23000 9135  11.8617 49968   -1.00841e+07 205394
23100 9135  11.8617 50017.7   -1.00841e+07 205394
23200 9136  11.8617 50074.3   -1.00845e+07 205446
23300 9136  11.8617 50125.5   -1.00845e+07 205446
23400 9137  11.8617 50173.9   -1.00857e+07 205448
23500 9138  12.0519 50218.5   -1.00882e+07 205510
23600 9138  12.0519 50277.2   -1.00882e+07 205510
23700 9138  12.0519 50328.6   -1.00882e+07 205510
23800 9140  12.0519 50387.1   -1.00914e+07 205545
23900 9141  12.2265 50439.5   -1.00927e+07 205542
24000 9141  12.2265 50486   -1.00927e+07 205542
24100 9142  12.5008 50548.8   -1.00958e+07 205652
24200 9143  12.5008 50602.3   -1.00977e+07 205685
24300 9144  12.5008 50647.3   -1.00989e+07 205697
24400 9144  12.5008 50689.7   -1.00989e+07 205697
24500 9145  12.5008 50736   -1.0101e+07 205728
24600 9146  12.5008 50789.9   -1.01034e+07 205757
24700 9146  12.5008 50831.3   -1.01034e+07 205757
24800 9146  12.5008 50875.9   -1.01034e+07 205757
24900 9148  12.5008 50926.9   -1.01066e+07 205782
25000 9149  12.5008 50964   -1.01092e+07 205861
25100 9149  12.5008 51004.1   -1.01092e+07 205861
25200 9149  12.5008 51051.4   -1.01092e+07 205861
25300 9149  12.5008 51099.6   -1.01092e+07 205861
25400 9149  12.5008 51144.9   -1.01092e+07 205861
25500 9150  12.6202 51199.3   -1.01106e+07 205892
25600 9151  12.6202 51240.3   -1.01127e+07 205937
25700 9151  12.6202 51279.1   -1.01127e+07 205937
25800 9151  12.6202 51322.7   -1.01127e+07 205937
25900 9153  12.6202 51352.9   -1.01163e+07 205985
26000 9155  12.6202 51401.4   -1.01189e+07 205998
26100 9156  12.6787 51443.3   -1.01206e+07 206013
26200 9156  12.6787 51487.4   -1.01206e+07 206013
26300 9156  12.6787 51532.8   -1.01206e+07 206013
26400 9156  12.6787 51572.6   -1.01206e+07 206013
26500 9156  12.6787 51616.6   -1.01206e+07 206013
26600 9158  12.8783 51654.7   -1.01229e+07 206035
26700 9158  12.8783 51705.5   -1.01229e+07 206035
26800 9158  12.8783 51760.4   -1.01229e+07 206035
26900 9161  12.8783 51797.7   -1.01283e+07 206116
27000 9161  12.8783 51825.9   -1.01283e+07 206116
27100 9161  12.8783 51867.5   -1.01283e+07 206116
27200 9161  12.8783 51905.4   -1.01283e+07 206116
27300 9162  12.8783 51943.7   -1.01292e+07 206128
27400 9164  12.8783 51992.3   -1.01327e+07 206189
27500 9164  12.8783 52033.9   -1.01327e+07 206189
27600 9164  12.8783 52072   -1.01327e+07 206189
27700 9164  12.9747 52114.4   -1.01327e+07 206189
27800 9164  12.9747 52157.9   -1.01327e+07 206189
27900 9164  12.9747 52209.6   -1.01327e+07 206189
28000 9164  12.9747 52241.7   -1.01327e+07 206189
28100 9166  12.9747 52273.7   -1.0135e+07 206205
28200 9167  12.9747 52313.9   -1.01369e+07 206239
28300 9167  12.9747 52369.6   -1.01369e+07 206239
28400 9167  12.9747 52418.8   -1.01369e+07 206239
28500 9168  12.9747 52450.4   -1.01377e+07 206262
28600 9168  12.9747 52490.4   -1.01377e+07 206262
28700 9168  12.9747 52520.5   -1.01377e+07 206262
28800 9168  12.9747 52555.7   -1.01377e+07 206262
28900 9168  12.9747 52597.3   -1.01377e+07 206262
29000 9169  12.9747 52636.2   -1.0139e+07 206282
29100 9169  12.9747 52675.4   -1.0139e+07 206282
29200 9169  12.9747 52717.9   -1.0139e+07 206282
29300 9170  12.9747 52756.8   -1.0142e+07 206394
29400 9170  12.9747 52794.3   -1.0142e+07 206394
29500 9170  12.9747 52846.4   -1.0142e+07 206394
29600 9170  13.0616 52883   -1.0142e+07 206394
29700 9172  13.0616 52920.6   -1.01459e+07 206416
29800 9174  13.0616 52954.2   -1.01493e+07 206472
29900 9176  13.0616 52995.7   -1.01523e+07 206477
30000 9176  13.0616 53029.4   -1.01523e+07 206477
30100 9176  13.0616 53059.1   -1.01523e+07 206477
30200 9176  13.0616 53112.4   -1.01523e+07 206477
30300 9176  13.069 53150.6   -1.01523e+07 206477
30400 9176  13.069 53187.1   -1.01523e+07 206477
30500 9176  13.069 53224.5   -1.01523e+07 206477
30600 9176  13.069 53262.9   -1.01523e+07 206477
30700 9176  13.069 53304.5   -1.01523e+07 206477
30800 9177  13.069 53349.5   -1.01532e+07 206496
30900 9177  13.069 53383   -1.01532e+07 206496
31000 9177  13.069 53414.3   -1.01532e+07 206496
31100 9177  13.0819 53451   -1.01532e+07 206496
31200 9177  13.0819 53488.5   -1.01532e+07 206496
31300 9178  13.0819 53525.3   -1.01542e+07 206505
31400 9179  13.2676 53569   -1.01565e+07 206534
31500 9179  13.7816 53602.6   -1.01565e+07 206534
31600 9179  13.7816 53633.2   -1.01565e+07 206534
31700 9180  13.7816 53666.7   -1.01575e+07 206541
31800 9180  13.7816 53702.6   -1.01575e+07 206541
31900 9180  13.7816 53735.9   -1.01575e+07 206541
32000 9180  13.7816 53769.4   -1.01575e+07 206541
32100 9180  13.7816 53801.7   -1.01575e+07 206541
32200 9181  13.7816 53851.6   -1.01585e+07 206552
32300 9181  13.7816 53886.7   -1.01585e+07 206552
32400 9181  13.7816 53916.7   -1.01585e+07 206552
32500 9181  13.7816 53956.3   -1.01585e+07 206552
32600 9181  13.7816 53993.8   -1.01585e+07 206552
32700 9181  13.7816 54027   -1.01585e+07 206552
32800 9181  13.7816 54065.2   -1.01585e+07 206552
32900 9182  13.7816 54106   -1.016e+07 206550
33000 9182  13.7816 54155.3   -1.016e+07 206550
33100 9182  13.8543 54193.8   -1.016e+07 206550
33200 9182  13.8543 54226.8   -1.016e+07 206550
33300 9184  13.8543 54264.1   -1.01646e+07 206708
33400 9184  13.8543 54313.1   -1.01646e+07 206708
33500 9185  13.8543 54347.2   -1.01677e+07 206821
33600 9185  13.8543 54377.3   -1.01677e+07 206821
33700 9185  13.8543 54404.8   -1.01677e+07 206821
33800 9185  13.8543 54454.4   -1.01677e+07 206821
33900 9185  13.8543 54492.3   -1.01677e+07 206821
34000 9186  13.8543 54524.6   -1.01695e+07 206840
34100 9187  13.9404 54553.2   -1.01712e+07 206861
34200 9188  13.9404 54588   -1.01726e+07 206879
34300 9188  13.9404 54619.1   -1.01726e+07 206879
34400 9188  13.9404 54648.4   -1.01726e+07 206879
34500 9189  13.9404 54674.6   -1.01747e+07 206882
34600 9189  13.9404 54693.6   -1.01747e+07 206882
34700 9189  13.9404 54719.2   -1.01747e+07 206882
34800 9190  13.9404 54757.3   -1.01756e+07 206893
34900 9191  13.9404 54795.3   -1.01767e+07 206901
35000 9191  13.9404 54829.9   -1.01767e+07 206901
35100 9191  13.9404 54856.8   -1.01767e+07 206901
35200 9192  13.9404 54886   -1.01792e+07 206965
35300 9193  13.9404 54922.6   -1.01812e+07 207011
35400 9194  13.9404 54965.7   -1.01829e+07 207039
35500 9194  13.9404 54993.3   -1.01829e+07 207039
35600 9194  13.9404 55018.8   -1.01829e+07 207039
35700 9194  13.9404 55060.2   -1.01829e+07 207039
35800 9194  13.9404 55086.6   -1.01829e+07 207039
35900 9195  13.9404 55134.6   -1.0185e+07 207084
36000 9197  13.9404 55169.9   -1.01884e+07 207148
36100 9197  13.9404 55211.1   -1.01884e+07 207148
36200 9197  13.9404 55237   -1.01884e+07 207148
36300 9198  13.9404 55264.8   -1.01898e+07 207166
36400 9198  13.9404 55295.1   -1.01898e+07 207166
36500 9198  13.9404 55322.4   -1.01898e+07 207166
36600 9198  13.9404 55354.1   -1.01898e+07 207166
36700 9198  13.9404 55368.9   -1.01898e+07 207166
36800 9199  14.0442 55402.5   -1.01909e+07 207181
36900 9199  14.0442 55432.8   -1.01909e+07 207181
37000 9199  14.0442 55465.9   -1.01909e+07 207181
37100 9200  14.1429 55502.2   -1.01929e+07 207202
37200 9200  14.1429 55526.5   -1.01929e+07 207202
37300 9200  14.1429 55575   -1.01929e+07 207202
37400 9200  14.1429 55598.9   -1.01929e+07 207202
37500 9200  14.1429 55628.2   -1.01929e+07 207202
37600 9202  14.1429 55652.6   -1.01967e+07 207231
37700 9202  14.1429 55681.1   -1.01967e+07 207231
37800 9202  14.1429 55705.2   -1.01967e+07 207231
37900 9204  14.1429 55733   -1.01998e+07 207262
38000 9204  14.1429 55764.5   -1.01998e+07 207262
38100 9204  14.1429 55798.8   -1.01998e+07 207262
38200 9205  14.1429 55828.4   -1.0202e+07 207308
38300 9205  14.1429 55859.3   -1.0202e+07 207308
38400 9205  14.1429 55882.4   -1.0202e+07 207308
38500 9205  14.1429 55926.3   -1.0202e+07 207308
38600 9205  14.1429 55950.2   -1.0202e+07 207308
38700 9205  14.1429 55974.4   -1.0202e+07 207308
38800 9205  14.1429 56003.5   -1.0202e+07 207308
38900 9207  14.1429 56038.2   -1.02053e+07 207322
39000 9207  14.1863 56065.2   -1.02053e+07 207322
39100 9207  14.1863 56094.3   -1.02053e+07 207322
39200 9207  14.1863 56116.6   -1.02053e+07 207322
39300 9208  14.1863 56147.1   -1.02066e+07 207321
39400 9208  14.1863 56172.9   -1.02066e+07 207321
39500 9208  14.1863 56199.9   -1.02066e+07 207321
39600 9208  14.1863 56222.8   -1.02066e+07 207321
39700 9208  14.1863 56244.7   -1.02066e+07 207321
39800 9209  14.1863 56284.4   -1.02085e+07 207359
39900 9212  14.1863 56306.2   -1.0212e+07 207394
40000 9212  14.1863 56330.1   -1.0212e+07 207394
