0 123  1.32576 0.982728   -4141 133.881
5000 6590  7.62197 22205.7   -6.60608e+06 166391
5100 6603  7.71905 22335   -6.62243e+06 166591
5200 6611  7.85823 22465.6   -6.63319e+06 166798
5300 6622  7.85823 22598.6   -6.64844e+06 167338
5400 6632  7.90862 22715.4   -6.65945e+06 167630
5500 6642  7.90862 22831.7   -6.66894e+06 167893
5600 6660  7.90862 22967.6   -6.69141e+06 168280
5700 6671  7.90862 23081.1   -6.70313e+06 168512
5800 6685  7.90862 23202.2   -6.71728e+06 168813
5900 6699  7.90862 23320.8   -6.73176e+06 169069
6000 6707  7.90862 23434.4   -6.74069e+06 169316
6100 6724  8.01325 23556.5   -6.75862e+06 169885
6200 6736  8.01325 23663.6   -6.77236e+06 170226
6300 6748  8.01325 23762.8   -6.78786e+06 170452
6400 6760  8.01325 23866.8   -6.79847e+06 170853
6500 6779  8.01325 23981.8   -6.81701e+06 171218
6600 6794  8.01325 24115.1   -6.83399e+06 171612
6700 6809  8.01325 24231   -6.85043e+06 171832
6800 6827  8.01325 24330   -6.8709e+06 171999
6900 6837  8.01325 24419.9   -6.87994e+06 172226
7000 6849  8.01325 24528.8   -6.89012e+06 172541
7100 6863  8.01325 24618.9   -6.90297e+06 172867
7200 6877  8.01325 24720   -6.9164e+06 173282
7300 6890  8.01325 24826.6   -6.93336e+06 173311
7400 6902  8.01325 24906.2   -6.94626e+06 173498
7500 6910  8.074 25002   -6.95486e+06 173607
7600 6919  8.074 25098.5   -6.96554e+06 173790
7700 6928  8.074 25197.5   -6.97826e+06 173905
7800 6940  8.074 25287.9   -6.99201e+06 174164
7900 6958  8.10596 25361   -7.01142e+06 174455
8000 6968  8.10596 25448.3   -7.01956e+06 174740
8100 6978  8.10596 25532.4   -7.03163e+06 174820
8200 6993  8.10596 25631.7   -7.0483e+06 175083
8300 7010  8.10596 25718.6   -7.06756e+06 175426
8400 7018  8.11924 25801.1   -7.07854e+06 175445
8500 7025  8.11924 25880.9   -7.09084e+06 175552
8600 7030  8.11924 25968   -7.09584e+06 175639
8700 7036  8.1289 26053.8   -7.10284e+06 175695
8800 7039  8.38258 26143.5   -7.10766e+06 175709
8900 7046  8.38258 26218.7   -7.11607e+06 175751
9000 7051  8.38258 26301.1   -7.12259e+06 175874
9100 7059  8.38258 26380.5   -7.13214e+06 176018
9200 7069  8.38258 26453.5   -7.14401e+06 176172
9300 7077  8.40083 26539.8   -7.15546e+06 176297
9400 7085  8.47883 26618.4   -7.16555e+06 176528
9500 7093  8.56068 26700.4   -7.17315e+06 176598
9600 7097  8.56068 26778.2   -7.17829e+06 176651
9700 7103  8.64803 26836.7   -7.18579e+06 176705
9800 7108  8.64803 26905.1   -7.19224e+06 176793
9900 7115  8.69694 26979.5   -7.2004e+06 176938
10000 7122  8.69694 27057.6   -7.20849e+06 177099
10100 7137  8.69694 27128.6   -7.22825e+06 177174
10200 7142  8.69694 27187   -7.23207e+06 177285
10300 7147  8.69694 27261.7   -7.23766e+06 177354
10400 7153  8.69694 27327.3   -7.2463e+06 177416
10500 7157  8.69694 27391.2   -7.25149e+06 177510
10600 7161  8.71474 27448.8   -7.25724e+06 177534
10700 7164  8.80634 27504.9   -7.26107e+06 177591
10800 7169  8.80634 27571.6   -7.26735e+06 177655
10900 7179  8.80634 27635.4   -7.28096e+06 177722
11000 7180  8.81921 27689.4   -7.28169e+06 177745
11100 7186  8.95684 27755.4   -7.2909e+06 177899
11200 7191  8.95684 27817.7   -7.296e+06 177982
11300 7201  8.95684 27888.5   -7.30725e+06 178089
11400 7207  8.95684 27952.7   -7.31497e+06 178204
11500 7211  8.95684 28006.4   -7.31983e+06 178297
11600 7216  8.95684 28060.6   -7.32726e+06 178351
11700 7224  8.95684 28136.1   -7.33826e+06 178465
11800 7225  8.97656 28196.6   -7.33964e+06 178475
11900 7229  8.97656 28262.7   -7.34524e+06 178482
12000 7236  8.97656 28317.7   -7.35753e+06 178561
12100 7238  8.97656 28362.8   -7.36055e+06 178573
12200 7240  8.97656 28424.3   -7.36278e+06 178578
12300 7244  8.97656 28487.5   -7.36743e+06 178634
12400 7247  8.97656 28536.3   -7.37168e+06 178726
12500 7252  9.00237 28596.9   -7.37927e+06 178693
12600 7254  9.03341 28651   -7.38332e+06 178703
12700 7258  9.03341 28708.6   -7.38774e+06 178729
12800 7260  9.05705 28763.1   -7.38988e+06 178750
12900 7265  9.05705 28811.9   -7.39457e+06 178913
13000 7268  9.05705 28884   -7.39845e+06 178967
13100 7269  9.05705 28942.7   -7.40012e+06 178966
13200 7274  9.05705 28992.2   -7.40788e+06 179028
13300 7277  9.05705 29036   -7.41097e+06 179064
13400 7282  9.06881 29081.2   -7.41757e+06 179123
13500 7288  9.06881 29134.1   -7.42486e+06 179198
13600 7289  9.06881 29189   -7.42696e+06 179214
13700 7294  9.06881 29247   -7.43391e+06 179404
13800 7299  9.10768 29295.8   -7.44183e+06 179494
13900 7301  9.10768 29346.5   -7.44423e+06 179506
14000 7305  9.19658 29391.9   -7.44965e+06 179607
14100 7311  9.19658 29454.8   -7.4592e+06 179633
14200 7316  9.19658 29498.1   -7.46724e+06 179680
14300 7320  9.33492 29548.6   -7.47312e+06 179813
14400 7322  9.38837 29592.2   -7.47454e+06 179880
14500 7326  9.38837 29642.7   -7.48195e+06 179956
14600 7327  9.38837 29682   -7.48272e+06 179978
14700 7332  9.38837 29732.4   -7.48796e+06 180069
14800 7333  9.38837 29777.3   -7.4889e+06 180081
14900 7340  9.38837 29827.5   -7.497e+06 180229
15000 7343  9.38837 29883.1   -7.50258e+06 180236
15100 7351  9.38837 29942.4   -7.51354e+06 180315
15200 7354  9.38837 29981.2   -7.51798e+06 180344
15300 7360  9.48138 30038.1   -7.5249e+06 180432
15400 7362  9.48138 30083.4   -7.52709e+06 180433
15500 7364  9.53703 30135.4   -7.52931e+06 180442
15600 7368  9.53703 30188.7   -7.53601e+06 180535
15700 7368  9.53703 30230.4   -7.53601e+06 180535
15800 7370  9.5477 30266.7   -7.53754e+06 180577
15900 7372  9.5477 30325   -7.53978e+06 180577
16000 7375  9.5477 30363.1   -7.54394e+06 180575
16100 7376  9.5477 30400.9   -7.54472e+06 180599
16200 7377  9.5477 30446.2   -7.54596e+06 180618
16300 7380  9.5477 30489   -7.54884e+06 180685
16400 7386  9.5477 30534   -7.55611e+06 180772
16500 7392  9.5477 30577.5   -7.56309e+06 180790
16600 7394  9.5477 30613.5   -7.5655e+06 180782
16700 7396  9.5477 30654.6   -7.5693e+06 180841
16800 7397  9.5477 30686   -7.57169e+06 180967
16900 7399  9.5477 30728.7   -7.57569e+06 181011
17000 7401  9.5477 30766.1   -7.57917e+06 181023
17100 7407  9.5477 30805.5   -7.58646e+06 181171
17200 7410  9.5477 30845.8   -7.59127e+06 181280
17300 7414  9.5477 30887.9   -7.59459e+06 181372
17400 7417  9.61828 30925.2   -7.59931e+06 181384
17500 7421  9.61828 30974   -7.60534e+06 181469
17600 7426  9.80103 31008   -7.61076e+06 181538
17700 7430  9.80103 31053.2   -7.61621e+06 181599
17800 7431  9.80103 31090.3   -7.61812e+06 181680
17900 7433  9.80103 31130.8   -7.62087e+06 181666
18000 7437  9.80103 31163.1   -7.62619e+06 181712
18100 7440  9.80103 31200.9   -7.63018e+06 181810
18200 7443  9.80103 31236.2   -7.63375e+06 181913
18300 7446  9.80103 31263   -7.63758e+06 181985
18400 7447  9.90444 31301.5   -7.6388e+06 181975
18500 7454  9.90444 31333   -7.64811e+06 182104
18600 7458  9.90444 31369.9   -7.65182e+06 182160
18700 7458  9.90444 31413.3   -7.65182e+06 182160
18800 7459  9.90444 31439.4   -7.65237e+06 182198
18900 7462  9.90444 31473.8   -7.6562e+06 182189
19000 7465  9.90444 31507.3   -7.66116e+06 182226
19100 7467  9.90444 31541.7   -7.66408e+06 182213
19200 7469  9.90444 31575.2   -7.66657e+06 182216
19300 7469  9.90444 31607.9   -7.66657e+06 182216
19400 7472  9.90444 31644.6   -7.67105e+06 182255
19500 7476  9.90444 31684.2   -7.6777e+06 182368
19600 7479  9.90444 31722.4   -7.68192e+06 182451
19700 7481  9.90444 31749.5   -7.68404e+06 182472
19800 7486  9.90444 31787.1   -7.69159e+06 182494
19900 7489  9.90444 31824.9   -7.69545e+06 182498
20000 7492  9.90444 31854   -7.69929e+06 182559
20100 7493  9.90444 31888.4   -7.69972e+06 182605
20200 7494  9.90444 31924.4   -7.70069e+06 182611
20300 7494  9.90444 31962.1   -7.70069e+06 182611
20400 7495  9.90444 31999.6   -7.70158e+06 182619
20500 7495  9.90444 32033.7   -7.70158e+06 182619
20600 7498  9.90444 32067.8   -7.70507e+06 182638
20700 7498  9.90444 32106.2   -7.70507e+06 182638
20800 7501  9.90444 32130.8   -7.7086e+06 182630
20900 7503  9.92043 32164.6   -7.71131e+06 182612
21000 7507  9.92043 32199.7   -7.71739e+06 182618
21100 7508  9.92043 32224.8   -7.71842e+06 182617
21200 7508  9.92043 32259.7   -7.71842e+06 182617
21300 7510  9.92043 32294.4   -7.72064e+06 182622
21400 7511  9.94767 32322.6   -7.72279e+06 182643
21500 7512  9.94767 32365   -7.72474e+06 182700
21600 7513  9.94767 32391.8   -7.72599e+06 182706
21700 7513  9.94767 32435.5   -7.72599e+06 182706
21800 7513  9.94767 32466.2   -7.72599e+06 182706
21900 7514  9.94767 32504.9   -7.72737e+06 182721
22000 7516  9.94767 32534.8   -7.73062e+06 182752
22100 7517  9.94767 32570.2   -7.73307e+06 182790
22200 7520  9.94767 32602.2   -7.73641e+06 182820
22300 7526  9.94767 32635.7   -7.74475e+06 182877
22400 7526  9.94767 32668.4   -7.74475e+06 182877
22500 7532  9.94767 32703.6   -7.75403e+06 182864
22600 7535  9.94767 32741.1   -7.75759e+06 182925
22700 7539  9.94767 32771.5   -7.76396e+06 183037
22800 7540  9.94767 32798.3   -7.76546e+06 183049
22900 7541  9.94767 32838.6   -7.76742e+06 183035
23000 7542  9.94767 32864.7   -7.76929e+06 183062
23100 7546  9.94767 32883   -7.7746e+06 183105
23200 7548  9.94767 32913.2   -7.77809e+06 183102
23300 7552  10.125 32955.1   -7.78301e+06 183151
23400 7553  10.125 32992.5   -7.78372e+06 183179
23500 7553  10.125 33024.7   -7.78372e+06 183179
23600 7557  10.1926 33051.4   -7.78837e+06 183206
23700 7559  10.1926 33083.7   -7.7923e+06 183204
23800 7561  10.1926 33109.6   -7.79447e+06 183203
23900 7562  10.3318 33147   -7.79603e+06 183195
24000 7565  10.3318 33179.9   -7.79913e+06 183196
24100 7568  10.3318 33207.4   -7.80449e+06 183281
24200 7569  10.3318 33235.8   -7.80635e+06 183267
24300 7569  10.3318 33262.5   -7.80635e+06 183267
24400 7572  10.3318 33299.1   -7.81161e+06 183365
24500 7574  10.3318 33327.5   -7.81442e+06 183366
24600 7576  10.3495 33358.6   -7.81753e+06 183366
24700 7577  10.3495 33394.3   -7.81902e+06 183362
24800 7578  10.3495 33421.3   -7.82074e+06 183356
24900 7579  10.3495 33449.1   -7.82251e+06 183359
25000 7580  10.3495 33479.2   -7.82409e+06 183340
25100 7581  10.3495 33502.6   -7.82526e+06 183338
25200 7581  10.4148 33527.2   -7.82526e+06 183338
25300 7581  10.4148 33561.1   -7.82526e+06 183338
25400 7585  10.4628 33588.3   -7.8307e+06 183367
25500 7588  10.4628 33621.9   -7.83417e+06 183405
25600 7590  10.4628 33651.1   -7.83796e+06 183378
25700 7591  10.4628 33680   -7.83854e+06 183412
25800 7591  10.5106 33714.6   -7.83854e+06 183412
25900 7593  10.5106 33747.5   -7.84093e+06 183422
26000 7600  10.5106 33791.3   -7.85267e+06 183552
26100 7601  10.5106 33821.8   -7.85449e+06 183555
26200 7602  10.7193 33855.9   -7.85504e+06 183595
26300 7602  10.7193 33885.8   -7.85504e+06 183595
26400 7602  10.7193 33912.5   -7.85504e+06 183595
26500 7604  10.7193 33940.1   -7.85711e+06 183616
26600 7605  10.7193 33963.5   -7.85798e+06 183632
26700 7608  10.7193 33995.6   -7.86386e+06 183723
26800 7609  10.7193 34018.6   -7.86481e+06 183744
26900 7611  10.7193 34048   -7.8674e+06 183735
27000 7613  10.7193 34075.9   -7.87094e+06 183801
27100 7614  10.7193 34111.7   -7.87162e+06 183831
27200 7615  10.7193 34140.1   -7.87286e+06 183823
27300 7616  10.7193 34169   -7.87405e+06 183818
27400 7616  10.7193 34196.1   -7.87405e+06 183818
27500 7617  10.7193 34232.7   -7.87606e+06 183831
27600 7618  10.7193 34258   -7.87827e+06 183824
27700 7621  10.7193 34286.9   -7.88139e+06 183860
27800 7624  10.7193 34315.9   -7.88602e+06 183932
27900 7626  10.7193 34341.9   -7.8888e+06 183924
28000 7631  10.7193 34369.9   -7.89706e+06 183984
28100 7632  10.7193 34398.9   -7.89802e+06 183987
28200 7633  10.7388 34420   -7.89884e+06 184007
28300 7635  10.7388 34445.7   -7.90095e+06 184017
28400 7636  10.7388 34462.5   -7.9021e+06 184009
28500 7636  10.7388 34486.3   -7.9021e+06 184009
28600 7638  10.7388 34515.7   -7.90427e+06 184024
28700 7642  10.7388 34546.3   -7.91111e+06 184005
28800 7644  10.7388 34568.7   -7.91454e+06 183999
28900 7644  10.7769 34594.6   -7.91454e+06 183999
29000 7646  10.7769 34614.2   -7.91672e+06 184007
29100 7646  10.7769 34630.1   -7.91672e+06 184007
29200 7648  10.7769 34652.3   -7.91896e+06 184044
29300 7652  10.7769 34678.3   -7.92514e+06 184222
29400 7653  10.7769 34701.5   -7.92715e+06 184228
29500 7655  10.7769 34734.8   -7.92982e+06 184226
29600 7656  10.7769 34769.7   -7.93058e+06 184256
29700 7657  10.7769 34788.5   -7.93166e+06 184272
29800 7660  10.7769 34818.3   -7.93639e+06 184392
29900 7663  10.7769 34840.9   -7.9404e+06 184517
30000 7667  10.7769 34863.2   -7.94508e+06 184591
30100 7667  10.7899 34884.7   -7.94508e+06 184591
30200 7669  10.7899 34907.6   -7.94711e+06 184601
30300 7672  10.7899 34926.7   -7.95044e+06 184642
30400 7673  10.7899 34949.9   -7.95222e+06 184661
30500 7674  10.7899 34965.2   -7.95315e+06 184670
30600 7675  10.7899 34990   -7.95399e+06 184679
30700 7677  10.7899 35014.4   -7.9575e+06 184668
30800 7678  10.7899 35032.5   -7.96013e+06 184709
30900 7678  10.7899 35053   -7.96013e+06 184709
31000 7681  10.7899 35087.1   -7.96495e+06 184698
31100 7682  10.7899 35111.7   -7.96741e+06 184767
31200 7682  10.7899 35136.7   -7.96741e+06 184767
31300 7682  10.7899 35151.6   -7.96741e+06 184767
31400 7683  10.7899 35164.5   -7.9682e+06 184790
31500 7683  10.7899 35186.3   -7.9682e+06 184790
31600 7683  10.7899 35209.9   -7.9682e+06 184790
31700 7685  10.7899 35237.8   -7.97053e+06 184773
31800 7685  10.7899 35262.8   -7.97053e+06 184773
31900 7685  10.7899 35290.3   -7.97053e+06 184773
32000 7686  10.7899 35315.7   -7.97266e+06 184780
32100 7687  10.7899 35337.3   -7.97438e+06 184783
32200 7687  10.7899 35353.5   -7.97438e+06 184783
32300 7687  10.7899 35375.1   -7.97438e+06 184783
32400 7687  10.7899 35394   -7.97438e+06 184783
32500 7688  10.7899 35411.8   -7.97546e+06 184786
32600 7688  10.7899 35437.7   -7.97546e+06 184786
32700 7688  10.7899 35455.2   -7.97546e+06 184786
32800 7689  10.7899 35471.8   -7.97678e+06 184772
32900 7690  10.8177 35494.7   -7.97833e+06 184784
33000 7692  10.8177 35512.3   -7.98243e+06 184855
33100 7692  10.8177 35538   -7.98243e+06 184855
33200 7695  10.8177 35561.3   -7.98622e+06 184908
33300 7696  10.8259 35582.7   -7.9883e+06 184953
33400 7696  10.8927 35612.1   -7.9883e+06 184953
33500 7699  10.8927 35642.8   -7.99283e+06 184997
33600 7701  10.8927 35660.6   -7.99602e+06 185056
33700 7703  10.8927 35679.1   -7.99934e+06 185052
33800 7703  10.8927 35697.3   -7.99934e+06 185052
33900 7706  10.8927 35714.4   -8.00303e+06 185057
34000 7708  10.8927 35738.2   -8.00679e+06 185126
34100 7712  10.8927 35762.8   -8.01221e+06 185165
34200 7714  10.8927 35783.2   -8.01402e+06 185187
34300 7715  10.8927 35802.6   -8.01483e+06 185200
34400 7716  10.8927 35828.7   -8.01622e+06 185215
34500 7719  10.8927 35851.4   -8.01937e+06 185270
34600 7720  10.9378 35877.8   -8.02073e+06 185267
34700 7721  10.9378 35900.2   -8.02209e+06 185280
34800 7723  11.0975 35925.3   -8.02506e+06 185278
34900 7724  11.0975 35938.5   -8.0263e+06 185290
35000 7725  11.0975 35966   -8.02816e+06 185285
35100 7727  11.0975 35987.9   -8.03118e+06 185300
35200 7729  11.0975 36003.3   -8.03424e+06 185295
35300 7729  11.3125 36029.7   -8.03424e+06 185295
35400 7730  11.3125 36048.6   -8.03545e+06 185302
35500 7730  11.3125 36065.7   -8.03545e+06 185302
35600 7732  11.3125 36086.1   -8.03802e+06 185322
35700 7733  11.3125 36103.8   -8.04056e+06 185374
35800 7734  11.3125 36122.4   -8.04156e+06 185379
35900 7737  11.3125 36146.5   -8.04618e+06 185381
36000 7738  11.3125 36174.2   -8.04729e+06 185378
36100 7740  11.3125 36195.3   -8.05012e+06 185389
36200 7742  11.3125 36215.9   -8.05205e+06 185424
36300 7747  11.3125 36237.8   -8.05823e+06 185514
36400 7748  11.3125 36253.1   -8.05873e+06 185552
36500 7748  11.3125 36275.6   -8.05873e+06 185552
36600 7749  11.3125 36291.6   -8.05934e+06 185579
36700 7749  11.3125 36308   -8.05934e+06 185579
36800 7752  11.3125 36327.7   -8.06286e+06 185671
36900 7753  11.3125 36341.8   -8.06341e+06 185704
37000 7754  11.3125 36360.4   -8.06468e+06 185702
37100 7756  11.3125 36382.3   -8.06799e+06 185695
37200 7760  11.3125 36405   -8.0726e+06 185815
37300 7761  11.3125 36421.3   -8.07471e+06 185805
37400 7762  11.3125 36437.7   -8.07677e+06 185811
37500 7762  11.3125 36456.8   -8.07677e+06 185811
37600 7763  11.3125 36476.8   -8.07773e+06 185829
37700 7766  11.3125 36497.7   -8.08366e+06 185898
37800 7767  11.3125 36512.9   -8.08577e+06 185908
37900 7770  11.3125 36535.8   -8.09037e+06 185906
38000 7771  11.3125 36557.3   -8.09215e+06 185927
38100 7773  11.3125 36573.2   -8.09448e+06 185920
38200 7776  11.3125 36596.5   -8.09921e+06 185907
38300 7781  11.3125 36616.6   -8.10285e+06 186007
38400 7782  11.3125 36635.4   -8.10361e+06 186025
38500 7782  11.3125 36654   -8.10361e+06 186025
38600 7783  11.3125 36669.4   -8.10416e+06 186064
38700 7784  11.3125 36683.9   -8.10486e+06 186089
38800 7785  11.3125 36701.5   -8.10652e+06 186112
38900 7786  11.3125 36716.8   -8.10796e+06 186122
39000 7788  11.3125 36736.2   -8.11012e+06 186165
39100 7788  11.3125 36757.6   -8.11012e+06 186165
39200 7789  11.3125 36770.9   -8.11103e+06 186171
39300 7790  11.3125 36787.9   -8.11309e+06 186177
39400 7791  11.3125 36810.1   -8.11418e+06 186177
39500 7791  11.3125 36831   -8.11418e+06 186177
39600 7791  11.3125 36852.1   -8.11418e+06 186177
39700 7793  11.3125 36876   -8.1179e+06 186282
39800 7795  11.3125 36895.2   -8.12013e+06 186291
39900 7797  11.3125 36914.7   -8.12206e+06 186336
40000 7800  11.3266 36941   -8.12645e+06 186400
